transaction_id,transaction_datetime,transaction_amount_inr,transaction_channel,merchant_category,customer_region,device_type,account_age_months,available_balance_inr,monthly_income_inr,credit_limit_inr,credit_utilization_pct,transactions_last_24h,avg_transaction_amount_30d_inr,failed_logins_last_24h,distance_from_usual_location_km,international_transaction,card_present,prior_disputes_12m,is_fraud
TXN002676,2025-07-22 12:57:00,859.64,POS,fuel,Mumbai,Android,56,110038.76,38541.76,79572.92,54.3,23,2248.63,0,16.3,1,1,0,0
TXN002677,2025-07-02 00:58:00,697.24,POS,fuel,Delhi,card_terminal,57,65478.83,47571.14,196027.97,38.0,2,1358.27,0,49.5,0,1,0,0
TXN002678,2025-07-31 01:53:00,2277.41,ecommerce,travel,Hyderabad,iOS,15,13909.02,81724.03,256060.68,37.5,3,1165.53,0,133.1,1,0,0,0
TXN002679,2025-04-20 16:01:00,1593.19,POS,electronics,Other,,98,25970.45,,42884.26,75.9,3,1863.99,0,2.4,0,1,0,0
TXN002680,2025-06-07 03:20:00,1079.3,ATM,fashion,Other,Android,69,,63575.55,95193.78,51.0,7,1195.52,0,19.5,0,1,1,0
TXN002681,2025-09-18 10:49:00,1666.12,POS,cash_withdrawal,Mumbai,Android,55,123576.15,64233.89,207193.83,53.7,1,1529.97,0,16.4,0,1,0,0
TXN002682,2025-07-21 23:12:00,351.98,ecommerce,electronics,Other,Android,152,236382.59,65776.94,111203.91,51.2,1,699.31,0,5.6,0,0,0,0
TXN002683,2025-12-12 00:27:00,2087.72,POS,groceries,Bengaluru,card_terminal,41,183771.49,104461.77,419470.61,43.4,0,1939.55,0,23.5,1,1,0,0
TXN002684,2025-03-03 22:56:00,1336.07,mobile_app,fuel,Mumbai,Android,9,,103589.62,210735.35,84.4,0,3487.82,0,5.5,0,0,0,0
TXN002685,2025-09-17 01:46:00,2868.03,POS,fuel,Bengaluru,Android,27,110888.49,34032.99,136976.46,40.5,6,1025.09,4,5.1,0,1,0,0
TXN002686,2025-04-09 02:22:00,9165.51,ecommerce,groceries,Delhi,card_terminal,113,,101439.56,419265.22,65.5,0,5570.5,0,1.7,0,0,0,0
TXN002687,2025-01-10 14:03:00,3248.01,ecommerce,fashion,Delhi,Android,12,167241.54,43984.43,47427.76,43.8,0,5085.78,0,12.0,0,0,0,0
TXN002688,2025-02-13 17:33:00,3003.03,POS,groceries,Hyderabad,Android,30,14784.01,14085.95,43495.81,29.9,3,2170.85,0,1.0,0,1,0,0
TXN002689,2025-08-22 18:29:00,2602.26,ecommerce,fashion,Hyderabad,Android,25,150209.77,40949.6,51473.67,10.0,3,3492.07,1,30.9,0,0,0,0
TXN002690,2025-07-26 05:41:00,2516.86,POS,restaurants,Delhi,Android,138,4160.05,16565.78,40702.26,49.0,0,2003.5,0,8.9,0,1,0,0
TXN002691,2025-04-19 09:49:00,8506.94,ATM,electronics,Other,Android,152,306866.53,85205.62,156601.42,,1,2695.54,0,,0,1,0,0
TXN002692,2025-11-02 06:21:00,1996.1,POS,cash_withdrawal,Mumbai,iOS,144,61010.26,72676.7,127106.1,28.6,6,1864.43,0,36.4,0,1,0,0
TXN002693,2025-01-01 01:36:00,3126.81,POS,cash_withdrawal,Bengaluru,card_terminal,97,330147.3,,213860.57,70.8,0,1759.84,0,12.3,0,1,0,0
TXN002694,2025-09-03 23:22:00,2983.92,ATM,electronics,Bengaluru,Android,178,253970.02,81855.08,164333.89,44.2,5,1497.85,0,48.8,0,1,1,0
TXN002695,2025-10-25 17:00:00,1780.95,POS,groceries,Bengaluru,card_terminal,142,297360.94,78397.25,284350.89,44.1,0,,1,10.9,0,1,0,0
TXN002696,2025-01-23 06:41:00,17627.59,mobile_app,cash_withdrawal,Delhi,Android,121,122520.41,35920.05,64704.54,67.3,5,8035.48,0,,0,0,0,1
TXN002697,2025-08-22 10:57:00,1279.25,POS,groceries,Bengaluru,card_terminal,135,30074.02,31649.0,84434.78,69.4,1,1771.37,0,29.1,0,1,0,0
TXN002698,2025-12-13 07:16:00,1619.26,ecommerce,utilities,Hyderabad,card_terminal,82,69609.44,50967.34,164256.91,58.8,2,,1,14.3,0,0,0,0
TXN002699,2025-11-25 13:41:00,3533.12,mobile_app,groceries,Bengaluru,card_terminal,18,57345.42,39349.61,64719.25,55.4,1,2396.9,1,80.4,0,0,0,0
TXN002700,2025-08-18 21:12:00,942.87,POS,groceries,Bengaluru,iOS,132,105452.6,53084.32,208470.03,70.3,2,1458.99,0,2.0,0,1,0,0
TXN002701,2025-02-11 18:10:00,539.58,mobile_app,utilities,Pune,card_terminal,2,72013.55,69291.38,218862.97,28.8,0,396.07,0,1.7,0,0,0,0
TXN002702,2025-07-08 06:48:00,3038.61,POS,travel,Chennai,Android,92,210154.58,140500.0,500691.5,62.1,2,3820.44,0,0.8,0,1,1,0
TXN002703,2025-02-16 07:07:00,889.56,POS,fuel,Other,iOS,153,36627.44,16129.0,33233.0,26.7,1,2611.65,0,6.9,0,1,0,0
TXN002704,2025-05-09 20:43:00,5035.15,ATM,restaurants,Hyderabad,card_terminal,78,511010.08,157033.99,275922.68,81.1,2,10094.15,0,2.1,0,1,1,0
TXN002705,2025-09-22 00:11:00,22327.25,ecommerce,electronics,Pune,card_terminal,27,111608.92,50639.82,139339.19,92.3,8,,0,,0,0,0,0
TXN002706,2025-02-03 05:11:00,2624.69,POS,fuel,Other,iOS,66,39332.32,70538.49,183389.34,42.3,0,2649.86,0,2.0,0,1,0,0
TXN002707,2025-01-21 03:55:00,1284.34,mobile_app,utilities,Pune,,171,206527.76,54494.03,50035.83,74.3,16,990.33,3,12.6,0,0,0,1
TXN002708,2025-08-15 12:23:00,4084.05,ATM,restaurants,Chennai,desktop,75,166756.18,46520.34,72410.83,58.8,7,2997.7,0,,0,1,0,0
TXN002709,2025-10-19 14:32:00,23322.33,ecommerce,,Bengaluru,,60,86871.18,42122.36,145977.53,33.4,0,2746.04,1,11.7,0,0,0,0
TXN002710,2025-05-14 11:16:00,4852.22,POS,electronics,Hyderabad,Android,98,482970.27,,461482.46,45.9,0,1912.42,0,11.4,0,1,0,0
TXN002711,2025-06-24 09:56:00,2617.04,ecommerce,restaurants,Pune,iOS,93,91109.56,28039.05,41598.76,23.4,5,5122.83,0,2.4,1,0,0,0
TXN002712,2025-12-16 19:05:00,11676.94,POS,utilities,Other,iOS,151,25984.78,23236.06,55912.67,33.5,1,1996.72,0,22.3,0,1,0,0
TXN002713,2025-08-19 07:58:00,467.78,ecommerce,restaurants,Hyderabad,iOS,23,37817.52,66878.46,243473.52,41.1,4,593.72,0,82.3,0,0,0,0
TXN002714,2025-12-10 12:38:00,1569.45,ecommerce,groceries,Pune,desktop,99,130085.43,74739.42,288995.44,34.2,4,1418.15,5,,0,0,0,0
TXN002715,2025-11-22 01:55:00,286.43,ecommerce,groceries,,card_terminal,100,217283.82,71120.94,274202.58,88.9,6,,1,39.4,0,0,0,0
TXN002716,2025-02-16 18:25:00,6866.84,mobile_app,restaurants,Other,Android,107,145418.22,46369.5,69808.49,82.1,0,5669.08,0,11.5,0,0,0,0
TXN002717,2025-02-20 19:58:00,705.8,POS,electronics,Hyderabad,card_terminal,15,23543.22,,203432.26,29.1,0,,1,70.6,0,1,1,0
TXN002718,2025-07-02 00:03:00,3511.89,POS,fuel,Bengaluru,iOS,130,119990.99,121139.6,256583.64,18.3,1,752.2,0,102.3,0,1,0,0
TXN002719,2025-11-10 16:22:00,2033.15,ecommerce,groceries,Chennai,Android,43,421917.46,120163.85,176509.7,46.9,6,2729.18,0,1.1,0,0,0,0
TXN002720,2025-05-02 09:22:00,703.65,POS,groceries,Other,card_terminal,35,97435.25,,207190.66,55.2,1,1142.35,0,42.6,0,1,0,0
TXN002721,2025-08-19 05:32:00,1137.46,POS,utilities,Pune,card_terminal,149,39944.26,43549.74,141155.75,32.3,2,1102.65,0,4.0,0,1,0,0
TXN002722,2025-11-24 05:12:00,1442.42,ecommerce,fashion,Hyderabad,Android,107,200163.96,59667.03,126136.87,50.6,6,1801.14,0,26.1,0,0,1,0
TXN002723,2025-01-18 09:16:00,6741.75,POS,fuel,Pune,Android,84,51910.66,98029.79,326033.09,75.7,2,2562.69,0,33.4,0,1,0,0
TXN002724,2025-09-09 00:52:00,1332.47,ecommerce,,Chennai,card_terminal,8,54582.17,,,67.8,5,1629.34,0,27.4,0,0,0,0
TXN002725,2025-01-17 15:38:00,4771.21,POS,groceries,Hyderabad,iOS,109,805439.93,249689.48,966678.14,74.6,8,2334.81,4,52.5,0,1,1,0
TXN002726,2025-02-16 15:54:00,2249.6,mobile_app,fashion,Hyderabad,iOS,148,64561.53,37705.08,67634.15,26.6,2,3160.93,0,1378.3,0,0,2,1
TXN002727,2025-04-30 08:53:00,1684.69,POS,groceries,Hyderabad,Android,119,171560.48,72899.64,73108.67,16.9,1,,5,39.7,0,1,0,0
TXN002728,2025-04-24 12:22:00,66.96,POS,restaurants,Chennai,Android,9,214486.0,58447.45,184467.2,37.0,8,428.46,0,23.8,0,1,0,0
TXN002729,2025-04-28 05:51:00,1295.12,POS,utilities,Hyderabad,Android,147,118560.24,,201170.12,71.3,0,1309.36,0,,0,1,0,0
TXN002730,2025-06-29 13:29:00,1009.07,ecommerce,restaurants,Other,Android,85,239344.1,81799.33,137291.5,55.6,7,6121.65,0,,0,0,0,0
TXN002731,2025-10-07 18:30:00,538.22,POS,restaurants,Mumbai,Android,86,,82458.63,178710.05,67.9,2,1671.94,0,15.3,0,1,0,0
TXN002732,2025-08-02 03:23:00,243.64,ecommerce,electronics,Delhi,card_terminal,124,274431.66,124838.99,489995.6,83.6,8,1012.99,0,38.5,0,0,0,0
TXN002733,2025-03-20 19:05:00,249.38,POS,fuel,Bengaluru,Android,93,11319.84,38209.67,,45.4,0,1413.5,0,73.3,0,1,0,0
TXN002734,2025-02-05 19:18:00,3697.92,POS,restaurants,Bengaluru,Android,98,54170.74,,221133.3,17.8,1,4463.54,0,2.5,0,1,0,0
TXN002735,2025-01-01 17:35:00,25970.32,mobile_app,groceries,Delhi,Android,179,345906.85,148503.01,255748.46,54.8,5,9434.68,0,25.6,0,0,0,0
TXN002736,2025-02-19 17:34:00,1802.57,ecommerce,fuel,Hyderabad,desktop,144,19958.42,70854.32,131926.27,35.6,3,874.43,0,0.4,0,0,0,0
TXN002737,2025-04-23 08:58:00,4713.63,ecommerce,groceries,Hyderabad,card_terminal,83,58062.53,37133.86,123487.97,66.8,4,1836.08,0,,0,0,0,0
TXN002738,2025-01-01 11:53:00,3592.49,ecommerce,,Hyderabad,desktop,59,8818.03,48875.84,148755.31,60.8,5,2091.58,0,22.5,1,0,2,1
TXN002739,2025-04-23 01:29:00,4266.45,POS,electronics,Mumbai,desktop,51,299954.7,79018.8,152821.91,20.1,3,1183.49,4,36.6,0,1,0,0
TXN002740,2025-06-15 17:32:00,1309.38,POS,utilities,Delhi,Android,175,248167.02,76424.93,,14.1,1,927.26,0,20.0,0,1,0,0
TXN002741,2025-04-23 08:43:00,3040.38,POS,travel,Bengaluru,Android,150,75383.77,40148.41,145328.14,48.3,0,3279.75,0,16.0,0,0,0,0
TXN002742,2025-12-28 16:57:00,11878.14,POS,fashion,Delhi,Android,103,,112337.47,370089.95,74.7,2,6307.17,1,2.9,0,0,0,0
TXN002743,2025-05-28 05:27:00,2315.99,POS,restaurants,Other,desktop,177,19431.98,66969.94,270751.13,,2,2598.97,0,13.7,0,1,0,0
TXN002744,2025-03-18 22:14:00,1973.05,mobile_app,utilities,Hyderabad,Android,59,39725.62,31150.38,104893.41,28.4,0,5406.51,0,75.8,0,0,0,0
TXN002745,2025-04-13 02:51:00,3164.93,ATM,groceries,Mumbai,desktop,102,66311.57,67648.88,257637.62,41.0,3,1101.72,0,21.2,0,1,0,0
TXN002746,2025-05-11 23:03:00,3397.92,POS,groceries,Chennai,Android,145,,68257.0,255492.25,36.2,4,1801.38,1,0.1,0,1,0,0
TXN002747,2025-05-15 17:15:00,3994.91,ATM,travel,Other,card_terminal,110,122718.1,34598.56,83679.02,20.8,0,2427.4,0,,0,1,2,0
TXN002748,2025-05-21 02:28:00,2119.16,POS,travel,Delhi,desktop,109,32080.86,137354.07,340638.88,19.1,0,647.72,0,,0,1,0,0
TXN002749,2025-06-26 08:37:00,504.74,ATM,fuel,Hyderabad,Android,151,211486.26,67256.44,161503.21,44.3,2,2620.7,2,80.2,0,1,0,0
TXN002750,2025-12-02 13:07:00,1095.33,mobile_app,groceries,Pune,card_terminal,177,19614.59,21057.93,81724.16,64.5,6,763.96,3,14.6,0,0,0,0
TXN002751,2025-05-14 04:27:00,2699.58,POS,electronics,Mumbai,card_terminal,106,102593.07,53395.72,173621.83,46.7,1,3287.7,0,17.5,0,1,0,0
TXN002752,2025-10-20 04:45:00,13545.95,POS,travel,Pune,desktop,120,10921.93,,134243.14,52.7,9,5206.96,5,82.7,1,1,0,0
TXN002753,2025-03-21 06:07:00,3021.8,ecommerce,fuel,Other,Android,57,29194.95,39843.09,81583.48,,1,1957.23,0,3.9,0,0,0,1
TXN002754,2025-07-05 17:08:00,1136.55,ATM,restaurants,Bengaluru,Android,161,184155.8,47636.4,108238.15,42.3,2,1869.33,1,18.3,0,1,0,0
TXN002755,2025-03-20 20:13:00,332.25,ATM,,,,134,95081.36,43364.58,70961.9,40.8,4,732.02,0,,0,1,0,0
TXN002756,2025-01-22 09:33:00,559.61,ecommerce,cash_withdrawal,,Android,67,77280.58,91108.53,234360.09,54.5,0,794.84,0,48.1,0,0,1,0
TXN002757,2025-03-26 02:38:00,1667.29,POS,electronics,Mumbai,,152,70693.54,60761.24,107454.2,58.3,3,,0,60.4,0,1,0,0
TXN002758,2025-03-21 01:54:00,5148.74,ecommerce,electronics,Delhi,card_terminal,76,63494.24,59593.61,48623.36,55.9,3,2949.63,0,16.0,0,0,1,0
TXN002759,2025-07-22 01:49:00,1189.52,ecommerce,,Delhi,Android,94,125583.69,52561.32,171752.46,68.9,0,2422.59,0,6.2,0,0,0,0
TXN002760,2025-05-05 04:04:00,1599.42,ecommerce,groceries,Hyderabad,card_terminal,152,174793.82,143348.17,236986.04,14.4,1,,0,33.5,0,0,0,0
TXN002761,2025-09-19 23:08:00,2560.92,POS,groceries,Mumbai,card_terminal,121,95473.43,45699.87,163585.1,26.6,2,1486.96,1,8.3,0,1,0,0
TXN002762,2025-10-03 00:04:00,558.45,ecommerce,utilities,Delhi,desktop,96,,,302360.43,,14,1864.59,0,8.9,0,0,0,0
TXN002763,2025-03-20 22:55:00,7793.52,mobile_app,electronics,Mumbai,iOS,179,185139.66,61596.37,73692.24,24.5,3,1104.88,0,21.7,0,0,0,1
TXN002764,2025-09-25 12:39:00,622.3,POS,fashion,Bengaluru,,167,238860.12,109391.23,431141.13,,3,1231.5,0,38.4,0,1,0,0
TXN002765,2025-02-04 20:00:00,704.07,ecommerce,fuel,Mumbai,iOS,83,122801.3,33729.35,96421.42,54.2,2,1275.42,1,41.8,0,0,0,0
TXN002766,2025-05-30 13:13:00,3054.06,mobile_app,fashion,Hyderabad,card_terminal,87,103666.47,58523.74,176190.24,81.5,0,2810.66,4,48.5,0,0,0,1
TXN002767,2025-04-28 08:24:00,742.33,POS,electronics,Pune,card_terminal,116,62251.43,36777.07,114526.48,53.1,0,720.26,0,23.5,0,1,1,0
TXN002768,2025-11-25 11:09:00,872.16,mobile_app,fashion,Mumbai,card_terminal,156,110503.58,44787.77,189492.2,47.4,4,865.44,6,67.1,1,0,0,0
TXN002769,2025-01-12 20:22:00,6790.19,ATM,travel,Mumbai,Android,161,392660.59,99770.68,188590.88,44.2,3,5747.28,0,13.2,0,1,0,0
TXN002770,2025-07-01 20:28:00,2373.37,mobile_app,,Hyderabad,Android,116,81132.01,35932.79,87954.72,47.2,0,1329.11,2,33.2,0,0,0,0
TXN002771,2025-09-18 19:03:00,20673.07,mobile_app,groceries,Bengaluru,desktop,178,66170.35,18791.28,76064.56,21.1,0,5893.0,0,11.6,0,0,0,0
TXN002772,2025-08-16 21:34:00,4945.0,mobile_app,restaurants,Mumbai,Android,71,167286.74,49121.23,111088.12,69.0,9,2901.59,0,11.0,0,0,0,0
TXN002773,2025-06-20 21:33:00,1086.75,POS,utilities,Delhi,Android,9,71250.97,60461.92,233878.81,23.7,6,2396.08,0,2.8,1,1,0,1
TXN002774,2025-06-28 16:05:00,7076.72,POS,electronics,Chennai,desktop,39,110704.41,35145.58,116679.53,22.8,0,1270.73,0,23.4,0,1,0,0
TXN002775,2025-08-12 06:25:00,1963.97,POS,utilities,Chennai,Android,3,8891.61,,62033.85,19.2,1,3303.62,5,50.8,0,1,1,0
TXN002776,2025-05-24 18:46:00,561.59,ecommerce,groceries,Bengaluru,iOS,110,329130.74,132576.32,353202.83,42.2,5,1403.5,0,,0,0,0,0
TXN002777,2025-12-20 08:56:00,428.19,mobile_app,fashion,Delhi,card_terminal,180,153993.58,,144830.38,33.8,0,360.88,0,,0,0,0,0
TXN002778,2025-10-22 00:11:00,2816.43,POS,fuel,Hyderabad,card_terminal,21,64756.18,80972.06,118126.73,36.9,8,8496.03,0,,0,1,0,0
TXN002779,2025-11-27 14:20:00,1971.64,ecommerce,restaurants,Chennai,Android,72,52726.15,20830.57,76975.17,33.5,3,,0,21.4,0,0,0,0
TXN002780,2025-05-24 09:55:00,50787.92,mobile_app,electronics,Delhi,iOS,89,33462.53,40066.69,54501.52,42.0,0,3392.7,2,21.2,0,0,0,1
TXN002781,2025-10-23 22:37:00,1301.58,ecommerce,groceries,Bengaluru,Android,70,84950.89,132461.87,173786.97,21.5,11,4066.76,2,87.9,0,0,0,0
TXN002782,2025-09-23 02:08:00,573.63,mobile_app,restaurants,Bengaluru,desktop,113,283342.34,140018.4,464891.78,24.3,1,2777.47,0,21.2,0,0,0,0
TXN002783,2025-04-08 03:14:00,3739.2,POS,,Bengaluru,iOS,108,106244.36,,129626.87,31.4,2,2167.84,0,0.6,0,1,1,0
TXN002784,2025-10-04 03:25:00,2599.31,POS,utilities,Bengaluru,iOS,98,506830.14,150551.79,249602.91,49.8,0,,0,10.8,0,1,0,0
TXN002785,2025-07-09 18:18:00,1246.56,mobile_app,groceries,Delhi,iOS,60,249556.14,111418.59,420162.19,83.5,2,1130.42,0,11.4,0,0,0,0
TXN002786,2025-01-04 14:44:00,1536.88,mobile_app,groceries,Chennai,iOS,49,353576.95,112356.57,253386.5,27.9,1,1126.59,0,3.3,0,0,0,0
TXN002787,2025-02-13 12:29:00,16606.31,ecommerce,fuel,Pune,card_terminal,10,221334.93,77911.48,270612.53,22.5,0,6105.43,0,44.6,0,0,0,0
TXN002788,2025-01-22 15:10:00,4847.07,ATM,fuel,Hyderabad,card_terminal,147,162847.67,70402.93,171380.36,69.8,1,2212.08,1,37.6,0,1,0,0
TXN002789,2025-03-11 19:42:00,4977.92,ecommerce,restaurants,Mumbai,desktop,63,68226.03,43210.68,119722.98,37.4,0,2094.64,0,35.3,0,0,1,0
TXN002790,2025-06-15 12:42:00,2349.87,POS,utilities,Other,Android,154,15765.82,80505.39,138756.17,18.0,3,3449.1,0,,0,1,0,0
TXN002791,2025-07-18 03:38:00,2000.37,mobile_app,fuel,Pune,card_terminal,39,274300.17,116162.74,,59.2,7,2274.95,0,43.7,1,0,0,0
TXN002792,2025-12-02 18:19:00,13877.54,ATM,utilities,Delhi,Android,46,96741.04,44788.14,91574.44,65.3,2,5711.66,0,,0,1,0,0
TXN002793,2025-12-20 15:09:00,2887.74,ecommerce,utilities,Delhi,Android,25,12331.34,44664.1,117507.73,35.0,10,1079.72,0,,0,0,0,1
TXN002794,2025-07-09 17:11:00,1048.54,mobile_app,groceries,Mumbai,Android,132,20657.48,47810.77,109692.92,28.0,3,2396.33,0,96.0,0,0,0,0
TXN002795,2025-09-12 11:36:00,1891.62,ecommerce,utilities,Bengaluru,iOS,159,78204.14,67970.52,,55.3,0,778.82,0,17.7,0,0,2,0
TXN002796,2025-05-02 22:20:00,2873.67,ecommerce,fashion,Hyderabad,Android,129,59148.41,46954.12,198023.41,26.2,0,1082.77,4,4.6,0,0,0,0
TXN002797,2025-05-01 07:29:00,3173.45,POS,fashion,Chennai,Android,100,,43734.83,104316.87,,0,2431.6,0,10.6,0,0,1,0
TXN002798,2025-10-12 02:15:00,1768.53,ecommerce,fashion,Bengaluru,desktop,41,105876.12,32259.63,121921.31,15.3,0,805.32,0,10.8,0,0,0,0
TXN002799,2025-03-04 00:58:00,767.58,POS,fashion,Chennai,Android,174,71448.1,22746.15,91325.01,42.9,0,2518.98,0,12.6,0,1,0,0
TXN002800,2025-08-01 13:07:00,17839.66,POS,restaurants,Hyderabad,,160,161504.02,62318.67,234815.73,35.6,2,3787.4,0,35.4,0,1,0,0
TXN002801,2025-03-24 23:32:00,6080.5,ecommerce,restaurants,Other,iOS,102,15410.78,60492.93,111455.56,,5,,0,40.4,0,0,0,0
TXN002802,2025-11-10 21:28:00,1101.6,ATM,restaurants,Chennai,card_terminal,115,160771.98,51866.82,152892.89,61.1,0,3488.52,0,0.9,0,1,2,1
TXN002803,2025-06-17 13:52:00,1200.53,ecommerce,groceries,Mumbai,Android,7,141340.03,103735.07,212875.96,57.3,3,1777.07,0,92.4,0,0,0,0
TXN002804,2025-06-10 22:50:00,1283.93,mobile_app,cash_withdrawal,Mumbai,iOS,34,29464.38,129915.37,146901.63,23.8,1,2874.14,0,113.9,0,0,0,0
TXN002805,2025-12-27 22:47:00,4407.88,ecommerce,electronics,Delhi,Android,156,178142.3,49934.58,141105.93,50.1,2,1698.96,0,63.6,0,0,0,0
TXN002806,2025-07-04 19:40:00,2707.95,POS,electronics,Bengaluru,desktop,43,116552.3,38054.05,92075.81,6.1,0,4107.36,0,,0,0,0,0
TXN002807,2025-07-31 21:16:00,3097.52,mobile_app,groceries,Bengaluru,iOS,75,423487.89,128839.19,319391.11,41.6,2,2378.28,0,49.7,0,0,1,0
TXN002808,2025-01-02 08:26:00,937.18,POS,groceries,Bengaluru,card_terminal,2,,50111.21,111632.35,52.3,5,1259.02,5,996.3000000000001,0,1,0,0
TXN002809,2025-10-09 03:31:00,961.88,ecommerce,travel,Hyderabad,card_terminal,56,186160.55,49922.83,155389.27,10.9,3,1116.29,4,84.2,1,0,2,1
TXN002810,2025-02-15 17:02:00,1441.19,ecommerce,restaurants,Pune,Android,21,279695.31,89980.01,249547.04,57.7,10,1859.03,0,23.0,0,0,0,0
TXN002811,2025-10-17 11:05:00,1747.02,mobile_app,groceries,Bengaluru,Android,12,98850.5,,246499.41,74.5,0,1683.5,0,1697.6,0,0,0,0
TXN002812,2025-01-23 00:29:00,518.03,ecommerce,travel,Hyderabad,Android,73,190853.68,76123.38,95157.88,36.6,1,860.47,0,16.0,0,0,0,1
TXN002813,2025-07-28 23:40:00,3000.09,POS,groceries,Delhi,desktop,53,48889.96,35023.47,74657.4,75.4,2,1381.32,1,3.8,0,1,0,0
TXN002814,2025-06-20 11:35:00,69019.44,ecommerce,,Delhi,desktop,145,334622.44,138518.5,547148.86,,8,2052.47,0,3.1,0,0,0,0
TXN002815,2025-08-21 18:22:00,651.24,POS,electronics,Mumbai,Android,108,12815.84,33601.62,124192.99,26.3,3,573.1,0,24.6,0,1,0,0
TXN002816,2025-12-28 02:54:00,2522.39,POS,restaurants,Delhi,iOS,12,262394.9,,94571.11,,0,2509.21,0,20.1,0,1,0,0
TXN002817,2025-08-20 06:37:00,277.74,POS,electronics,,Android,176,407462.58,151693.57,170553.72,37.2,1,923.23,0,36.5,0,1,0,0
TXN002818,2025-09-25 09:33:00,635.22,mobile_app,restaurants,Delhi,iOS,157,60138.46,63891.27,84428.42,32.5,0,,0,21.4,0,0,3,0
TXN002819,2025-11-03 23:45:00,1549.86,POS,travel,Bengaluru,iOS,155,151546.72,67749.28,222267.82,31.7,0,3345.13,6,2.9,0,1,0,0
TXN002820,2025-11-28 10:06:00,753.5,mobile_app,fashion,Mumbai,Android,51,394842.38,113118.22,138526.14,76.3,14,1516.63,0,14.9,0,0,0,0
TXN002821,2025-06-12 19:06:00,844.06,ATM,electronics,Bengaluru,desktop,59,235937.17,120418.13,178076.49,25.9,2,1159.97,0,1.1,0,1,0,0
TXN002822,2025-08-24 06:25:00,12064.01,ecommerce,electronics,Bengaluru,Android,68,75167.14,43458.3,185779.27,73.3,2,5513.87,0,31.7,1,0,0,0
TXN002823,2025-03-23 08:02:00,2184.22,mobile_app,groceries,Bengaluru,card_terminal,83,36209.41,30876.15,62260.44,57.6,0,1347.15,1,,0,0,0,0
TXN002824,2025-07-21 00:17:00,2086.05,mobile_app,fashion,Bengaluru,Android,23,129092.23,142499.52,467241.8,22.3,1,2551.58,0,0.6,0,0,0,0
TXN002825,2025-06-14 17:48:00,2163.2,ATM,travel,,Android,168,78030.18,27849.88,47820.9,6.2,3,1444.53,0,9.9,0,1,0,0
TXN002826,2025-01-06 17:55:00,943.13,ecommerce,restaurants,Chennai,,137,,40361.34,104909.16,27.0,10,1314.98,0,28.6,0,0,0,0
TXN002827,2025-09-20 01:09:00,6391.56,mobile_app,electronics,Other,card_terminal,90,169309.18,83467.0,279158.08,39.3,1,4004.48,0,13.1,0,0,0,0
TXN002828,2025-10-02 08:01:00,1238.51,mobile_app,fuel,Mumbai,Android,121,6704.84,12000,,,7,1850.49,0,35.2,0,0,0,0
TXN002829,2025-11-20 12:52:00,100.62,POS,restaurants,Bengaluru,desktop,126,223941.09,105232.64,111979.49,48.9,4,392.74,0,28.4,0,1,0,0
TXN002830,2025-01-03 09:27:00,2163.33,ecommerce,fashion,Delhi,card_terminal,118,55506.92,85085.36,334638.15,40.8,17,3448.62,0,3.8,0,0,0,0
TXN002831,2025-04-03 05:58:00,343.43,ecommerce,electronics,Delhi,card_terminal,180,32534.9,51456.39,189010.08,68.0,0,758.23,0,24.4,0,0,0,1
TXN002832,2025-10-09 08:36:00,6593.68,ecommerce,travel,Mumbai,iOS,21,58418.58,83563.38,316787.8,28.8,5,1925.25,0,57.6,0,0,0,0
TXN002833,2025-04-08 22:06:00,2858.59,mobile_app,restaurants,Delhi,iOS,180,119354.12,,64778.68,39.8,4,1864.7,1,28.3,0,0,0,0
TXN002834,2025-08-22 04:58:00,560.66,POS,cash_withdrawal,Hyderabad,iOS,14,101466.32,,54068.01,33.8,2,851.51,5,5.1,0,1,0,0
TXN002835,2025-07-16 18:52:00,857.95,POS,electronics,Mumbai,Android,114,120281.21,37841.88,118058.23,84.3,9,1200.88,0,2.0,0,1,0,0
TXN002836,2025-03-26 22:20:00,3055.84,mobile_app,cash_withdrawal,Bengaluru,iOS,7,16302.76,29856.96,34476.2,70.6,0,1104.44,1,1.8,0,0,0,0
TXN002837,2025-09-24 14:12:00,2793.49,POS,travel,Mumbai,desktop,180,53733.27,48606.71,42557.53,52.1,7,1484.05,1,4.0,0,1,0,0
TXN002838,2025-03-10 10:52:00,1254.74,mobile_app,electronics,Hyderabad,Android,6,97034.15,33715.97,95511.69,52.7,0,1345.17,0,53.6,1,0,0,0
TXN002839,2025-06-12 22:05:00,815.15,mobile_app,restaurants,Other,iOS,57,201415.05,,59362.39,19.4,1,,0,32.8,1,0,0,0
TXN002840,2025-11-22 01:50:00,26034.91,POS,utilities,Other,desktop,165,217505.0,56256.84,67972.5,25.0,3,5389.99,0,10.5,0,1,0,1
TXN002841,2025-08-08 11:52:00,3044.91,POS,fuel,Delhi,iOS,24,187459.19,115610.94,468536.87,,0,,0,19.3,0,1,0,0
TXN002842,2025-05-31 17:49:00,1046.66,ATM,fuel,Hyderabad,,33,244934.86,79345.88,111875.65,20.9,1,1494.68,0,121.2,0,1,0,0
TXN002843,2025-07-11 12:09:00,876.3,POS,groceries,Hyderabad,Android,55,149221.21,,68469.65,4.0,1,513.97,0,12.8,0,1,0,0
