transaction_id,customer_age,transaction_amount_inr,account_age_months,transactions_last_hour,distance_from_home_km,merchant_risk_score,device_change_7d,failed_pin_attempts,hour_of_day,card_present,international_txn,merchant_category,payment_channel,device_type,customer_segment,weekday,avg_transaction_inr,city_tier,is_fraud
02000243,45,132701,69,21,222,49,8,3,15,Yes,Yes,Electronics,POS,Android,Preferred,7,5,Tier 1,0
02000244,52,73423,43,2,488,76,6,2,16,Yes,No,Grocery,ATM,Web,Premium,2,8,Tier 1,0
02000245,35,79894,32,7,140,82,1,1,7,No,No,Electronics,Online,Android,Mass,8,6,Tier 3,0
02000246,58,78709,61,6,548,36,3,5,19,No,No,Travel,Online,iOS,Premium,7,2,Tier 1,0
02000247,69,168946,27,7,741,60,5,4,1,Yes,Yes,Grocery,ATM,Android,Preferred,9,6,Tier 3,0
02000248,69,118469,63,7,665,64,2,1,10,No,No,Grocery,ATM,Web,Mass,1,7,Tier 2,1
02000249,34,84388,46,3,404,78,6,5,7,Yes,Yes,Dining,Online,Android,Preferred,8,8,Tier 1,1
02000250,33,162345,61,0,447,78,0,0,23,No,No,Dining,POS,Android,Preferred,0,7,Tier 1,0
02000251,25,57663,39,10,66,6,9,1,16,Yes,Yes,Fuel,Online,Web,Premium,8,3,Tier 3,1
02000252,58,9159,22,6,388,52,3,0,11,No,No,Grocery,Online,iOS,Mass,7,9,Tier 2,0
02000253,54,9090,41,10,733,19,6,1,18,No,Yes,Travel,ATM,Android,Premium,1,8,Tier 3,0
02000254,63,159746,23,18,695,48,1,4,6,Yes,Yes,Electronics,Online,iOS,Premium,3,8,Tier 3,1
02000255,44,19669,43,19,429,60,10,3,15,No,No,Electronics,Online,Web,Mass,9,8,Tier 2,1
02000256,65,168212,44,20,281,63,8,0,14,No,Yes,Fuel,POS,iOS,Preferred,1,3,Tier 1,1
02000257,55,4627,66,10,318,39,4,2,23,No,No,Dining,Online,Web,Preferred,1,6,Tier 2,0
02000258,66,102741,66,7,44,78,9,4,1,No,Yes,Fuel,POS,iOS,Preferred,7,9,Tier 3,0
02000259,37,111399,49,3,600,33,0,3,18,No,Yes,Grocery,POS,Web,Premium,10,7,Tier 3,0
02000260,68,115145,38,22,440,35,8,2,7,No,Yes,Travel,Online,iOS,Mass,4,5,Tier 2,1
02000261,69,125353,45,12,645,53,0,1,4,No,Yes,Electronics,POS,Android,Mass,2,4,Tier 3,0
02000262,55,40428,27,19,116,6,4,1,3,Yes,No,Grocery,Online,Android,Premium,8,10,Tier 2,0
02000263,56,177366,41,0,119,80,7,2,5,No,No,Electronics,POS,Android,Mass,4,4,Tier 1,0
02000264,68,72190,40,21,333,90,8,3,14,No,No,Fuel,Online,iOS,Mass,8,3,Tier 2,1
02000265,27,87978,68,23,603,83,3,0,2,No,Yes,Grocery,ATM,Android,Mass,5,6,Tier 2,0
02000266,29,164379,25,15,306,95,5,1,2,No,No,Grocery,ATM,Web,Premium,9,5,Tier 2,1
02000267,47,90866,33,12,81,13,1,2,2,Yes,No,Electronics,Online,Android,Mass,4,2,Tier 1,1
02000268,30,118210,66,14,635,56,7,2,19,Yes,Yes,Fuel,POS,Android,Mass,7,2,Tier 1,1
02000269,22,40818,69,16,87,57,3,4,18,Yes,Yes,Travel,ATM,Web,Mass,7,10,Tier 2,1
02000270,45,774,31,7,684,66,5,2,12,No,Yes,Travel,Online,iOS,Preferred,5,1,Tier 3,1
02000271,44,26452,27,12,224,62,6,3,3,Yes,Yes,Travel,Online,Android,Mass,10,2,Tier 2,0
02000272,45,127179,32,1,249,63,3,3,15,Yes,No,Dining,ATM,Web,Premium,2,0,Tier 3,0
02000273,42,137650,33,19,729,50,3,2,23,No,No,Fuel,Online,Android,Mass,5,6,Tier 3,0
02000274,33,139411,57,21,404,41,4,4,14,No,Yes,Travel,ATM,Android,Mass,7,7,Tier 1,1
02000275,39,147845,47,9,83,77,8,1,10,Yes,Yes,Grocery,POS,Web,Premium,4,9,Tier 2,0
02000276,30,112684,63,13,108,10,7,4,15,Yes,Yes,Travel,ATM,Android,Mass,0,8,Tier 3,0
02000277,23,129033,45,20,354,14,9,0,17,No,Yes,Grocery,ATM,Web,Mass,7,3,Tier 1,1
02000278,62,130575,46,1,191,39,5,0,6,No,No,Electronics,POS,Web,Mass,2,8,Tier 1,0
02000279,53,67948,27,6,276,29,3,0,9,No,Yes,Grocery,POS,iOS,Premium,4,6,Tier 3,0
02000280,24,77969,50,6,459,60,1,0,19,No,Yes,Grocery,POS,Web,Mass,9,3,Tier 1,0
02000281,45,111644,41,10,169,18,4,4,15,Yes,Yes,Electronics,Online,iOS,Mass,3,8,Tier 3,0
02000282,48,154741,49,8,311,17,8,4,1,Yes,Yes,Fuel,Online,Android,Premium,4,9,Tier 1,0
02000283,66,165469,47,3,570,95,7,3,10,No,No,Fuel,Online,Web,Mass,6,2,Tier 2,1
02000284,37,109769,34,0,703,12,2,0,17,Yes,No,Fuel,POS,Web,Preferred,2,7,Tier 2,0
02000285,44,131512,60,15,648,56,5,1,8,Yes,Yes,Travel,Online,Android,Preferred,4,5,Tier 2,1
02000286,63,69245,48,11,714,74,0,0,14,No,No,Grocery,ATM,iOS,Preferred,0,6,Tier 1,1
02000287,53,120540,23,11,334,14,2,0,20,Yes,No,Electronics,Online,Android,Mass,4,0,Tier 3,0
02000288,32,58150,35,6,200,84,7,3,19,Yes,Yes,Dining,POS,Web,Preferred,5,3,Tier 3,1
02000289,47,165364,40,23,109,42,6,0,19,No,Yes,Fuel,POS,iOS,Preferred,1,3,Tier 2,0
02000290,22,108303,25,7,605,48,0,1,13,Yes,Yes,Fuel,POS,Android,Mass,1,8,Tier 2,0
02000291,45,89209,49,20,164,40,1,3,2,Yes,No,Travel,ATM,Android,Premium,8,7,Tier 1,0
02000292,31,79325,25,23,94,89,3,0,21,No,No,Travel,ATM,Web,Preferred,10,10,Tier 3,1
02000293,26,53437,30,14,568,36,10,4,18,Yes,No,Grocery,Online,Web,Mass,10,4,Tier 3,1
02000294,38,48028,56,13,593,5,7,3,14,No,Yes,Grocery,POS,iOS,Mass,3,7,Tier 1,0
02000295,41,148261,50,6,514,61,7,5,19,No,Yes,Grocery,POS,Android,Mass,10,2,Tier 2,0
02000296,26,170693,36,11,159,65,5,0,15,Yes,No,Dining,POS,Android,Preferred,3,2,Tier 1,1
02000297,30,176400,66,14,572,30,8,0,9,No,No,Travel,POS,Web,Premium,7,10,Tier 2,1
02000298,37,46199,33,12,234,48,10,3,15,Yes,No,Fuel,POS,Web,Mass,6,10,Tier 2,1
02000299,26,9198,23,23,544,73,9,5,23,Yes,No,Travel,ATM,iOS,Preferred,9,10,Tier 1,1
02000300,21,98184,27,18,155,14,4,0,18,Yes,Yes,Fuel,POS,Web,Mass,0,7,Tier 2,1
02000301,21,119244,29,17,3,83,9,0,1,No,Yes,Electronics,Online,iOS,Premium,0,0,Tier 3,1
02000302,46,145254,50,19,631,10,2,3,20,Yes,Yes,Fuel,POS,Android,Preferred,8,2,Tier 3,1
02000303,48,39107,62,12,566,31,4,4,5,Yes,No,Grocery,ATM,Android,Mass,2,4,Tier 3,0
02000304,43,64859,36,0,43,54,4,1,21,No,Yes,Fuel,POS,iOS,Premium,6,7,Tier 3,0
02000305,45,50824,35,19,179,29,0,0,12,No,Yes,Travel,Online,iOS,Premium,8,8,Tier 2,0
02000306,64,29351,33,21,482,20,8,2,14,No,Yes,Travel,POS,iOS,Premium,10,9,Tier 3,0
02000307,26,30820,41,13,255,65,4,5,7,Yes,Yes,Electronics,POS,Android,Preferred,7,5,Tier 2,1
02000308,55,80256,59,6,399,67,2,2,3,Yes,Yes,Travel,POS,iOS,Preferred,3,8,Tier 3,0
02000309,22,55151,58,6,3,62,9,0,12,No,Yes,Fuel,POS,Web,Preferred,2,7,Tier 1,1
02000310,51,91486,52,2,87,67,3,2,15,No,No,Grocery,Online,Android,Premium,3,3,Tier 2,1
02000311,56,146600,41,8,53,45,4,5,3,No,No,Grocery,Online,iOS,Premium,1,9,Tier 1,0
02000312,43,104460,53,3,346,35,2,0,19,No,No,Grocery,ATM,Android,Preferred,3,7,Tier 1,0
02000313,34,166001,40,11,591,30,1,0,13,Yes,Yes,Grocery,POS,Android,Mass,7,3,Tier 2,1
02000314,64,137637,52,12,65,46,1,2,15,No,Yes,Electronics,ATM,iOS,Premium,6,7,Tier 3,0
02000315,62,40916,63,13,169,55,8,2,23,No,No,Travel,Online,Android,Preferred,0,5,Tier 2,0
02000316,52,81603,69,11,3,65,8,5,8,Yes,Yes,Electronics,Online,Web,Preferred,4,5,Tier 3,1
02000317,21,76197,27,14,713,69,3,2,5,No,Yes,Grocery,ATM,Android,Mass,10,9,Tier 1,1
02000318,67,118255,68,22,334,53,3,2,9,Yes,No,Dining,POS,Web,Mass,9,5,Tier 1,1
02000319,58,152622,42,4,422,17,4,2,7,Yes,Yes,Fuel,Online,iOS,Premium,2,7,Tier 3,0
02000320,54,31376,42,0,89,47,6,4,6,No,Yes,Fuel,ATM,Android,Premium,10,8,Tier 3,0
02000321,66,132684,42,2,21,49,9,4,18,Yes,Yes,Electronics,Online,iOS,Mass,0,1,Tier 3,0
02000322,26,21543,47,9,526,49,7,3,10,No,Yes,Grocery,ATM,Web,Mass,7,7,Tier 2,1
02000323,68,26302,44,13,307,21,9,3,11,No,No,Electronics,POS,Web,Mass,10,10,Tier 2,0
02000324,64,32427,53,20,39,53,7,1,8,No,No,Fuel,Online,Android,Mass,3,2,Tier 1,1
02000325,59,168091,39,23,561,18,0,5,17,No,Yes,Fuel,POS,Android,Mass,6,8,Tier 3,1
02000326,42,7851,53,8,130,58,1,1,11,Yes,No,Dining,Online,iOS,Mass,10,10,Tier 1,0
02000327,33,112361,49,13,528,29,8,2,18,Yes,Yes,Grocery,POS,Android,Mass,5,5,Tier 3,1
02000328,53,116811,31,14,160,67,6,4,10,Yes,No,Travel,POS,iOS,Mass,5,1,Tier 1,1
02000329,57,49036,54,10,634,50,7,4,1,No,No,Travel,POS,Web,Premium,3,9,Tier 1,0
02000330,21,177807,54,9,333,39,2,1,9,Yes,No,Fuel,ATM,Web,Mass,10,7,Tier 1,0
02000331,40,131172,49,11,693,10,6,4,6,Yes,No,Travel,POS,Android,Mass,4,8,Tier 1,0
02000332,60,136241,59,11,129,90,9,1,21,No,No,Travel,POS,Web,Mass,6,4,Tier 2,0
02000333,69,89944,32,2,451,30,8,0,18,Yes,No,Fuel,Online,Web,Preferred,6,10,Tier 2,0
02000334,44,11384,65,9,402,55,7,4,18,Yes,No,Grocery,POS,Web,Mass,8,5,Tier 2,1
02000335,29,47744,47,2,451,31,3,2,20,Yes,No,Electronics,ATM,Android,Premium,4,1,Tier 1,0
02000336,45,132952,34,22,195,26,9,0,4,Yes,No,Grocery,ATM,Web,Mass,0,4,Tier 1,0
02000337,36,18432,38,4,331,37,3,2,9,No,No,Grocery,POS,iOS,Preferred,6,7,Tier 1,0
02000338,45,154716,60,2,231,38,8,1,22,No,Yes,Travel,ATM,Web,Preferred,9,5,Tier 3,0
02000339,64,166164,28,10,740,71,10,4,3,Yes,Yes,Fuel,ATM,Android,Preferred,5,5,Tier 1,0
02000340,45,133173,69,18,634,59,0,4,15,Yes,Yes,Grocery,ATM,iOS,Preferred,6,3,Tier 3,1
02000341,43,141831,60,21,100,80,2,1,9,Yes,Yes,Electronics,ATM,iOS,Premium,2,9,Tier 2,1
02000342,48,161600,43,10,741,89,6,2,5,No,Yes,Dining,ATM,Android,Premium,0,7,Tier 3,1
02000343,30,40527,32,0,200,37,2,2,5,No,Yes,Grocery,POS,Web,Preferred,6,3,Tier 1,1
02000344,44,11948,34,23,383,51,1,2,21,Yes,Yes,Travel,ATM,Web,Mass,4,9,Tier 3,0
02000345,56,130339,51,0,528,70,3,0,11,No,No,Fuel,ATM,Web,Mass,7,0,Tier 3,1
02000346,39,4782,29,15,511,55,2,4,22,No,No,Fuel,ATM,iOS,Mass,5,4,Tier 2,0
02000347,27,17717,26,8,360,94,10,5,14,Yes,No,Electronics,Online,Android,Preferred,4,2,Tier 1,1
02000348,69,170523,32,19,381,54,3,5,23,No,No,Dining,POS,Web,Preferred,6,4,Tier 2,0
02000349,57,131804,37,14,316,71,2,5,12,No,No,Grocery,Online,iOS,Mass,1,7,Tier 2,1
02000350,47,100029,22,22,95,67,1,2,20,No,No,Travel,Online,Android,Mass,1,6,Tier 2,1
02000351,40,9329,46,11,98,31,8,5,12,No,No,Electronics,ATM,Web,Preferred,0,6,Tier 1,1
02000352,31,18948,46,7,482,73,6,2,11,Yes,No,Fuel,ATM,Web,Mass,9,8,Tier 1,0
02000353,23,82129,63,5,568,74,4,4,2,No,Yes,Fuel,POS,iOS,Mass,8,7,Tier 3,1
02000354,66,133545,40,7,436,56,9,5,6,Yes,No,Fuel,POS,Android,Mass,5,7,Tier 2,0
02000355,38,129237,37,22,215,62,0,1,23,Yes,No,Travel,ATM,Android,Premium,5,7,Tier 3,0
02000356,37,57229,22,2,690,55,9,1,17,Yes,No,Grocery,Online,Web,Premium,3,9,Tier 3,0
02000357,68,97469,55,21,206,79,9,3,17,Yes,No,Travel,ATM,Web,Mass,1,8,Tier 2,1
02000358,53,132054,55,23,417,24,6,3,17,No,Yes,Grocery,ATM,Web,Premium,2,2,Tier 1,1
02000359,69,84851,51,18,641,75,7,0,3,No,No,Grocery,POS,Android,Preferred,5,7,Tier 1,1
02000360,38,108035,66,2,32,76,8,1,10,Yes,No,Fuel,POS,Web,Preferred,7,2,Tier 1,0
02000361,36,18576,39,1,718,36,10,5,9,No,No,Fuel,POS,Web,Preferred,2,6,Tier 1,1
02000362,42,73861,27,16,629,72,3,5,19,No,Yes,Electronics,Online,Android,Preferred,9,10,Tier 3,1
02000363,38,70590,51,5,479,23,8,5,23,No,Yes,Dining,POS,iOS,Premium,8,3,Tier 2,1
02000364,40,150539,54,18,345,69,2,3,18,Yes,No,Travel,ATM,Android,Preferred,6,10,Tier 3,1
02000365,64,154911,36,2,336,89,7,1,18,No,Yes,Electronics,ATM,Android,Premium,7,3,Tier 3,1
02000366,31,69359,36,1,515,8,0,3,3,Yes,Yes,Grocery,POS,iOS,Preferred,9,2,Tier 3,0
02000367,35,27257,44,19,603,37,3,4,3,No,No,Dining,Online,iOS,Mass,7,4,Tier 2,1
02000368,31,80735,60,17,357,16,1,4,8,Yes,No,Dining,POS,iOS,Premium,5,1,Tier 3,0
02000369,35,114427,39,23,500,19,0,5,21,Yes,No,Electronics,POS,Web,Premium,3,0,Tier 3,0
02000370,25,179473,47,8,713,94,9,1,3,Yes,No,Fuel,Online,Android,Premium,4,6,Tier 1,1
02000371,38,101818,50,11,190,50,10,2,23,Yes,No,Electronics,Online,iOS,Premium,9,6,Tier 1,0
02000372,46,134770,23,15,633,13,8,2,6,Yes,No,Electronics,ATM,Web,Premium,8,8,Tier 3,0
02000373,34,29253,27,10,630,41,9,4,5,Yes,No,Fuel,Online,iOS,Premium,10,7,Tier 3,1
02000374,39,73339,26,9,540,36,5,4,6,Yes,Yes,Electronics,Online,Web,Premium,1,1,Tier 1,0
02000375,24,94884,42,1,507,57,5,1,9,No,No,Travel,ATM,Web,Premium,0,0,Tier 2,1
02000376,57,83697,60,11,107,63,7,2,11,No,No,Dining,Online,Web,Mass,9,4,Tier 2,0
02000377,59,91968,54,17,121,52,5,0,19,Yes,Yes,Dining,Online,Web,Mass,2,6,Tier 2,1
02000378,36,95939,44,3,712,58,1,3,1,No,No,Fuel,POS,Android,Preferred,8,6,Tier 1,1
02000379,52,169856,26,6,226,12,2,2,23,No,No,Travel,ATM,Android,Mass,6,10,Tier 2,0
02000380,31,85904,25,10,522,75,5,3,21,Yes,Yes,Dining,Online,Android,Mass,5,8,Tier 1,1
02000381,50,18726,38,12,205,49,4,0,6,No,Yes,Fuel,Online,iOS,Mass,2,4,Tier 3,0
02000382,31,178569,53,14,514,51,2,2,19,No,No,Fuel,ATM,Android,Mass,4,2,Tier 3,1
02000383,23,93637,50,8,669,92,8,1,7,No,Yes,Grocery,Online,Web,Mass,10,3,Tier 2,1
02000384,33,52965,27,14,586,15,1,5,9,No,Yes,Travel,Online,iOS,Mass,4,6,Tier 2,1
02000385,40,67133,27,15,195,47,8,2,18,Yes,Yes,Fuel,Online,Web,Mass,3,0,Tier 2,1
02000386,49,56795,65,8,568,93,2,3,14,Yes,No,Dining,Online,Web,Preferred,7,9,Tier 2,1
02000387,30,151678,53,1,710,12,3,2,1,Yes,No,Fuel,ATM,Web,Preferred,9,6,Tier 1,1
02000388,33,85241,67,7,456,41,0,5,14,No,No,Electronics,POS,iOS,Mass,5,3,Tier 2,1
02000389,28,58878,33,4,99,67,7,0,18,No,Yes,Dining,Online,iOS,Mass,2,6,Tier 1,0
02000390,35,157206,63,2,418,85,0,5,13,No,Yes,Dining,ATM,Android,Mass,10,1,Tier 1,1
02000391,31,118640,69,19,354,56,6,2,14,No,Yes,Dining,ATM,Web,Preferred,4,3,Tier 3,1
02000392,64,7350,57,20,73,15,8,1,21,No,Yes,Electronics,POS,iOS,Mass,9,6,Tier 2,0
02000393,48,174353,22,6,399,28,3,1,11,Yes,No,Travel,Online,iOS,Mass,9,6,Tier 2,0
02000394,51,168732,28,1,431,95,1,4,9,Yes,Yes,Electronics,ATM,Web,Mass,1,6,Tier 1,0
02000395,27,141458,25,8,340,37,8,1,18,No,Yes,Electronics,ATM,iOS,Mass,6,9,Tier 2,0
02000396,39,162553,38,23,225,41,4,5,16,Yes,Yes,Electronics,ATM,Android,Preferred,1,1,Tier 3,1
02000397,36,11493,21,2,503,13,4,1,1,Yes,Yes,Travel,ATM,iOS,Premium,10,9,Tier 3,0
02000398,58,112833,61,18,466,7,4,3,9,Yes,Yes,Fuel,ATM,Web,Premium,1,3,Tier 3,0
02000399,57,96659,46,2,38,32,7,0,18,Yes,No,Electronics,ATM,Web,Premium,8,6,Tier 2,1
02000400,23,50335,55,22,18,5,7,2,8,No,No,Dining,POS,iOS,Preferred,7,10,Tier 3,0
02000401,27,176939,39,19,686,79,8,3,15,Yes,No,Dining,Online,Android,Mass,1,1,Tier 3,0
02000402,52,85259,62,10,292,87,4,0,11,No,Yes,Travel,ATM,Android,Preferred,3,6,Tier 1,1
02000403,36,80966,23,18,220,73,9,2,3,Yes,No,Dining,Online,iOS,Preferred,4,0,Tier 2,1
02000404,43,57019,51,14,136,68,8,2,6,No,Yes,Fuel,POS,Web,Mass,5,8,Tier 1,0
02000405,23,15393,27,10,337,45,1,5,3,No,Yes,Travel,Online,Android,Preferred,6,4,Tier 1,0
02000406,69,169703,56,0,584,8,9,2,13,Yes,No,Dining,POS,iOS,Preferred,2,6,Tier 3,0
02000407,39,162667,46,7,447,91,0,0,19,Yes,No,Fuel,ATM,Android,Mass,7,2,Tier 2,1
02000408,44,107829,30,13,423,77,9,1,8,No,Yes,Electronics,Online,Android,Mass,3,3,Tier 1,0
02000409,27,166992,40,23,590,53,4,1,9,Yes,Yes,Fuel,ATM,iOS,Preferred,8,2,Tier 3,1
02000410,47,73089,56,6,322,11,3,5,16,No,No,Fuel,Online,Android,Preferred,0,2,Tier 1,0
02000411,21,59207,61,12,67,48,10,1,23,Yes,No,Electronics,Online,Web,Preferred,0,7,Tier 1,1
02000412,51,44135,53,1,398,94,5,2,13,Yes,No,Dining,POS,Web,Preferred,5,9,Tier 3,0
02000413,59,132645,60,8,230,64,6,1,0,Yes,No,Electronics,POS,Android,Preferred,4,7,Tier 2,1
02000414,60,76647,24,17,450,89,0,4,3,No,Yes,Electronics,POS,Web,Preferred,8,8,Tier 3,0
02000415,63,79750,32,11,17,42,3,4,4,Yes,Yes,Fuel,ATM,iOS,Premium,4,4,Tier 2,0
02000416,62,16977,50,10,681,14,4,4,13,No,No,Electronics,ATM,Android,Premium,9,2,Tier 3,0
02000417,31,122383,35,5,483,69,1,3,8,Yes,No,Electronics,ATM,Web,Preferred,10,0,Tier 2,1
02000418,52,122315,29,17,166,20,8,4,2,No,Yes,Grocery,POS,Web,Mass,2,7,Tier 3,0
02000419,26,111268,44,20,333,34,6,4,15,Yes,No,Electronics,Online,Android,Mass,3,8,Tier 3,1
02000420,40,125657,67,21,706,23,0,4,3,No,Yes,Fuel,Online,iOS,Mass,0,4,Tier 2,1
02000421,35,4502,62,22,483,25,8,1,3,No,Yes,Fuel,ATM,Android,Preferred,2,3,Tier 2,1
02000422,49,127020,37,9,368,65,3,4,10,Yes,No,Travel,ATM,iOS,Premium,3,8,Tier 2,1
02000423,44,58064,58,4,201,90,3,1,10,Yes,No,Grocery,POS,Android,Mass,1,6,Tier 2,0
02000424,37,155364,25,20,29,48,7,0,12,No,Yes,Grocery,Online,Web,Mass,3,4,Tier 1,1
02000425,38,35427,52,12,642,66,4,0,21,Yes,No,Travel,POS,Android,Preferred,10,9,Tier 1,0
02000426,51,174604,37,19,271,41,10,3,23,Yes,Yes,Dining,POS,Web,Mass,6,6,Tier 2,1
02000427,48,146150,58,15,121,27,10,1,4,No,Yes,Grocery,ATM,Web,Mass,9,5,Tier 3,0
02000428,63,161890,54,15,178,90,0,2,3,Yes,No,Travel,POS,iOS,Premium,2,6,Tier 3,0
02000429,63,154128,66,11,276,33,2,3,12,No,No,Electronics,Online,Web,Preferred,8,0,Tier 1,0
02000430,58,70716,31,18,254,23,0,3,13,No,Yes,Fuel,Online,iOS,Preferred,5,0,Tier 3,0
02000431,33,38399,25,20,293,25,1,3,19,Yes,No,Travel,POS,iOS,Premium,10,0,Tier 3,1
02000432,32,72824,54,20,693,15,10,3,8,No,No,Travel,Online,Web,Preferred,6,1,Tier 2,1
02000433,48,87340,22,5,153,27,3,3,23,No,No,Grocery,Online,Web,Mass,0,8,Tier 2,0
02000434,25,10290,55,4,102,25,6,5,9,No,No,Grocery,Online,Web,Preferred,0,8,Tier 2,1
02000435,69,96228,39,0,555,5,4,2,18,Yes,Yes,Dining,POS,Android,Preferred,1,6,Tier 1,0
02000436,62,108092,31,12,692,59,4,4,0,Yes,No,Electronics,Online,iOS,Premium,0,2,Tier 3,1
02000437,23,94730,38,11,417,17,9,4,4,No,Yes,Electronics,ATM,Web,Mass,2,1,Tier 1,1
02000438,36,144023,23,21,479,20,0,0,10,No,Yes,Travel,Online,Web,Premium,6,8,Tier 2,1
02000439,59,102541,23,5,706,34,6,5,2,Yes,Yes,Dining,Online,Android,Premium,7,0,Tier 3,1
02000440,34,42351,50,7,594,75,9,3,17,No,Yes,Electronics,ATM,Web,Premium,8,5,Tier 2,1
02000441,66,44640,69,23,131,85,9,2,23,No,No,Dining,Online,iOS,Mass,2,2,Tier 3,1
02000442,54,4307,21,3,664,41,8,4,4,No,Yes,Fuel,Online,Android,Premium,8,1,Tier 3,0
02000443,40,27987,67,18,719,34,5,2,19,Yes,Yes,Electronics,Online,Web,Premium,3,5,Tier 3,1
02000444,56,3519,30,12,603,19,9,3,15,No,No,Grocery,Online,Web,Preferred,6,1,Tier 1,1
02000445,26,108296,37,11,554,40,3,5,23,No,Yes,Electronics,POS,Web,Mass,6,0,Tier 3,1
02000446,48,42614,22,14,620,41,4,3,16,No,Yes,Fuel,POS,Web,Mass,8,10,Tier 1,0
02000447,43,92091,46,5,52,42,2,2,16,No,No,Fuel,ATM,Android,Preferred,7,9,Tier 3,0
02000448,45,70162,67,16,382,16,9,2,11,No,Yes,Dining,Online,iOS,Premium,1,3,Tier 2,0
02000449,35,170246,31,21,121,88,5,3,20,No,Yes,Dining,POS,iOS,Premium,9,5,Tier 1,1
02000450,37,172317,21,3,661,74,2,5,16,Yes,No,Travel,POS,Android,Premium,5,2,Tier 2,0
02000451,52,6273,67,13,195,72,2,0,12,No,No,Travel,ATM,iOS,Premium,6,7,Tier 1,0
02000452,26,159286,49,3,69,68,4,5,12,No,No,Travel,ATM,Web,Preferred,0,2,Tier 3,0
02000453,64,34799,27,20,362,11,10,4,4,Yes,Yes,Electronics,Online,Android,Mass,0,5,Tier 3,0
02000454,35,133239,50,14,107,53,0,1,18,No,No,Fuel,ATM,Android,Mass,6,1,Tier 2,0
02000455,60,50898,29,10,60,23,1,1,12,No,No,Fuel,ATM,Android,Preferred,3,4,Tier 3,0
02000456,50,111285,58,9,15,21,4,3,8,No,No,Fuel,Online,Android,Preferred,7,1,Tier 1,1
02000457,29,65600,65,8,393,39,3,5,23,Yes,No,Dining,Online,iOS,Premium,10,1,Tier 3,1
02000458,58,55477,30,2,700,48,10,1,9,Yes,Yes,Fuel,Online,Web,Preferred,4,5,Tier 2,0
02000459,32,115762,23,16,538,67,7,4,13,No,Yes,Fuel,POS,iOS,Premium,1,6,Tier 2,1
02000460,21,59648,54,14,485,23,9,2,2,Yes,Yes,Dining,Online,iOS,Preferred,4,9,Tier 3,1
02000461,63,15059,38,3,133,75,0,5,13,Yes,Yes,Electronics,POS,Web,Premium,4,8,Tier 3,0
02000462,36,18166,25,1,5,73,10,4,18,No,Yes,Travel,ATM,Web,Premium,1,7,Tier 3,1
02000463,34,65271,35,12,130,47,8,0,4,Yes,No,Fuel,ATM,iOS,Preferred,8,9,Tier 1,1
02000464,66,36474,29,20,69,30,0,1,4,No,Yes,Travel,POS,Web,Premium,10,5,Tier 1,0
02000465,32,152815,48,12,369,34,4,2,20,No,No,Fuel,ATM,Web,Preferred,6,2,Tier 3,1
02000466,44,28400,56,11,611,91,9,1,14,No,Yes,Fuel,Online,Web,Mass,1,5,Tier 3,1
02000467,53,86938,40,1,182,83,0,2,9,No,Yes,Travel,ATM,Android,Premium,5,1,Tier 2,0
02000468,27,67145,22,13,431,46,0,3,8,Yes,Yes,Grocery,POS,Web,Mass,0,8,Tier 1,1
02000469,38,116444,63,12,651,41,6,1,20,Yes,No,Dining,POS,Web,Mass,8,7,Tier 1,1
02000470,50,77546,26,19,570,60,6,5,22,No,Yes,Fuel,POS,Web,Preferred,4,3,Tier 2,1
02000471,57,155364,38,13,186,52,4,3,12,Yes,No,Dining,POS,Web,Mass,9,3,Tier 1,0
02000472,54,59281,22,13,724,12,0,2,4,Yes,Yes,Grocery,POS,Android,Mass,3,4,Tier 2,1
02000473,30,99465,68,0,616,79,6,4,9,No,Yes,Grocery,POS,Android,Mass,10,9,Tier 3,0
02000474,47,124414,54,23,612,64,9,0,15,No,Yes,Electronics,POS,Android,Mass,9,10,Tier 1,1
02000475,50,89259,63,13,611,75,4,5,10,Yes,Yes,Electronics,ATM,iOS,Premium,5,10,Tier 2,1
02000476,56,61740,60,4,87,79,9,0,12,No,Yes,Grocery,Online,Web,Mass,10,3,Tier 1,1
02000477,29,98263,33,9,95,23,6,2,7,No,Yes,Travel,ATM,Web,Premium,0,2,Tier 1,1
02000478,47,7041,64,3,496,15,7,4,18,No,No,Fuel,POS,Web,Premium,8,9,Tier 2,1
02000479,28,14338,69,0,425,62,8,1,8,No,Yes,Electronics,Online,Web,Preferred,1,3,Tier 2,0
02000480,35,157663,52,9,515,86,6,1,20,No,Yes,Travel,ATM,Web,Mass,4,0,Tier 3,1
02000481,39,43665,58,3,513,37,9,2,5,No,Yes,Electronics,ATM,Web,Preferred,8,2,Tier 3,1
02000482,24,179420,28,12,679,55,4,0,13,No,Yes,Grocery,ATM,Web,Preferred,7,8,Tier 2,0
02000483,32,126078,24,3,489,52,9,0,22,No,Yes,Fuel,POS,Web,Premium,0,8,Tier 1,0
02000484,58,36634,55,10,533,7,3,0,0,No,No,Electronics,Online,iOS,Preferred,10,4,Tier 3,0
02000485,66,153026,52,4,234,70,10,4,2,No,No,Dining,POS,Android,Preferred,6,7,Tier 2,0
02000486,53,122557,59,15,196,47,10,4,10,No,No,Travel,Online,Android,Premium,10,10,Tier 2,1
02000487,58,176577,29,21,162,53,5,1,9,No,No,Grocery,POS,iOS,Premium,1,5,Tier 2,0
