contact_id,customer_age,account_balance_inr,last_contact_days_ago,campaign_contacts,prior_campaign_successes,call_duration_seconds,bank_tenure_years,monthly_income_inr,savings_products_count,housing_loan,personal_loan,occupation,education,contact_method,contact_month,marital_status,digital_active,branch_visits_3m,subscribed
03000243,26,561823,57,5,2,174,22,571188,8,No,Yes,Retired,Graduate,Branch,Jan,Other,No,1,1
03000244,64,1189462,67,3,7,608,15,398607,7,No,Yes,Professional,School,Branch,Mar,Other,No,2,1
03000245,44,1184611,90,7,2,489,16,558440,5,No,Yes,Business,Postgraduate,Branch,Jun,Single,Yes,2,1
03000246,37,382373,12,4,8,450,20,2651461,3,Yes,No,Professional,Postgraduate,Branch,Nov,Married,Yes,1,1
03000247,57,713503,164,7,6,408,20,1374985,0,No,Yes,Retired,School,Branch,Jun,Other,Yes,3,0
03000248,39,880239,165,9,9,373,7,2438603,7,Yes,No,Business,Graduate,Phone,Sep,Other,No,9,0
03000249,24,1043783,2,2,0,624,11,876601,5,Yes,Yes,Retired,Postgraduate,Branch,Nov,Other,Yes,6,0
03000250,22,244125,13,12,0,46,3,781702,3,Yes,Yes,Business,Graduate,Email,Jan,Other,Yes,1,0
03000251,28,429293,21,10,9,280,22,2911419,5,Yes,No,Retired,School,Phone,Jan,Other,No,4,1
03000252,63,313287,125,11,0,508,6,994308,0,Yes,Yes,Professional,Graduate,Phone,Sep,Other,No,3,0
03000253,23,62825,82,5,4,202,8,1704966,8,No,Yes,Service,School,Email,Nov,Other,No,6,0
03000254,63,157540,32,9,0,216,19,594953,3,No,Yes,Service,Postgraduate,Branch,Mar,Single,Yes,10,0
03000255,59,235663,23,11,4,364,21,2996710,5,Yes,Yes,Professional,Graduate,Branch,Jun,Other,Yes,5,1
03000256,29,45176,163,5,0,156,10,1477717,1,Yes,No,Retired,Graduate,Phone,Jan,Single,Yes,9,0
03000257,52,1141415,79,3,1,410,20,1921685,6,Yes,Yes,Service,School,Email,Mar,Other,No,10,1
03000258,34,744330,151,4,10,248,16,2191182,0,No,No,Retired,Graduate,Branch,Nov,Single,No,8,1
03000259,61,49229,164,2,3,79,4,1334517,3,No,Yes,Professional,Postgraduate,Email,Sep,Other,No,5,0
03000260,41,972570,21,9,2,94,7,2558577,4,Yes,No,Business,Postgraduate,Email,Nov,Single,Yes,9,0
03000261,50,1193874,0,1,2,201,6,2206923,7,No,No,Service,School,Branch,Sep,Single,Yes,4,0
03000262,49,209825,29,4,4,141,19,786429,7,Yes,Yes,Retired,Graduate,Branch,Sep,Other,No,11,1
03000263,59,1095597,80,7,6,365,21,873530,3,No,No,Professional,Postgraduate,Email,Mar,Married,Yes,0,1
03000264,67,903701,52,1,8,268,16,1496075,4,Yes,Yes,Professional,Graduate,Branch,Jan,Other,Yes,8,1
03000265,25,191785,88,4,9,548,3,928103,6,Yes,No,Service,Postgraduate,Email,Mar,Single,Yes,0,1
03000266,22,380221,153,10,2,252,16,852420,2,Yes,No,Business,Graduate,Branch,Nov,Other,Yes,9,1
03000267,44,839722,25,3,0,427,5,1648055,8,No,No,Retired,Postgraduate,Email,Jan,Other,No,8,0
03000268,33,794895,130,4,7,428,18,982833,4,No,Yes,Service,Graduate,Phone,Jun,Single,Yes,0,1
03000269,49,347812,83,6,7,645,5,1939727,3,Yes,No,Service,Graduate,Branch,Jan,Other,No,10,0
03000270,45,383429,78,8,7,568,13,651803,4,No,Yes,Service,Graduate,Branch,Mar,Single,No,2,1
03000271,47,278828,178,3,3,439,2,2590176,0,Yes,Yes,Professional,Graduate,Email,Sep,Married,Yes,7,1
03000272,61,467279,131,3,0,96,19,308464,5,No,No,Retired,Graduate,Email,Jun,Single,No,11,0
03000273,57,344636,3,2,9,428,20,541866,5,No,No,Professional,School,Branch,Mar,Married,No,8,1
03000274,51,425531,13,5,4,588,20,1725638,6,No,Yes,Business,Postgraduate,Email,Sep,Other,No,11,1
03000275,37,260353,35,6,4,166,11,1835789,4,No,Yes,Retired,Postgraduate,Email,Sep,Married,No,3,1
03000276,66,193230,8,12,5,345,9,835204,5,No,No,Professional,Postgraduate,Branch,Nov,Other,No,5,1
03000277,34,888105,14,9,10,68,9,282606,2,No,No,Retired,Graduate,Phone,Nov,Single,Yes,9,0
03000278,30,973646,75,12,1,471,6,2536789,3,Yes,No,Professional,School,Phone,Jan,Married,Yes,0,1
03000279,62,777872,134,1,3,574,10,2644175,8,Yes,No,Business,Postgraduate,Phone,Mar,Married,No,6,0
03000280,39,271047,95,3,2,417,15,1884990,7,Yes,Yes,Business,School,Phone,Nov,Single,Yes,5,0
03000281,30,542652,94,7,3,574,10,254353,8,Yes,Yes,Retired,Graduate,Phone,Mar,Other,No,4,1
03000282,35,943189,7,1,5,368,17,1117906,8,Yes,No,Retired,Postgraduate,Branch,Sep,Single,No,8,1
03000283,48,1042949,87,4,4,214,22,2373230,5,No,No,Business,School,Phone,Nov,Married,No,4,1
03000284,62,516386,28,9,10,521,17,1291463,1,No,Yes,Business,School,Phone,Nov,Other,No,6,1
03000285,60,615103,10,1,0,239,21,312084,3,Yes,Yes,Professional,Graduate,Email,Jun,Married,Yes,2,1
03000286,48,415576,1,11,8,533,3,1689821,6,Yes,Yes,Retired,Postgraduate,Branch,Jan,Other,Yes,4,1
03000287,22,66113,97,11,1,220,14,2428471,2,No,Yes,Service,Postgraduate,Email,Nov,Single,No,0,0
03000288,41,1077568,16,4,0,440,3,424057,0,Yes,No,Service,Graduate,Email,Jan,Other,Yes,8,0
03000289,30,326573,172,6,0,285,19,2081206,0,Yes,Yes,Professional,School,Email,Jan,Single,No,4,0
03000290,32,339583,71,11,5,409,18,651206,5,Yes,Yes,Retired,Graduate,Branch,Nov,Married,Yes,5,0
03000291,61,74553,110,11,10,262,15,1539211,7,Yes,Yes,Business,Postgraduate,Branch,Sep,Single,Yes,8,0
03000292,28,1108978,161,2,7,539,7,1899707,0,Yes,No,Professional,School,Phone,Jun,Married,Yes,7,1
03000293,61,948686,36,4,8,105,24,2740584,5,Yes,No,Business,Graduate,Phone,Jan,Other,No,3,0
03000294,40,349591,101,10,0,49,22,475693,0,Yes,Yes,Service,Postgraduate,Email,Nov,Single,Yes,5,0
03000295,50,87477,106,12,8,198,0,1290010,1,Yes,No,Retired,School,Phone,Mar,Single,Yes,2,0
03000296,46,158298,72,3,6,526,19,1681043,7,No,Yes,Service,School,Email,Sep,Single,No,9,0
03000297,64,54084,15,10,10,587,14,2878750,7,Yes,Yes,Service,Postgraduate,Email,Nov,Single,No,0,1
03000298,26,657564,134,2,0,448,2,2535314,6,No,No,Professional,Graduate,Email,Sep,Married,No,9,1
03000299,36,685059,64,4,9,122,3,1881040,1,Yes,No,Professional,School,Branch,Nov,Other,No,5,1
03000300,24,56935,63,8,6,354,23,2655728,6,No,No,Retired,Postgraduate,Branch,Sep,Other,No,6,1
03000301,28,428537,107,1,10,269,15,1913165,7,No,Yes,Professional,School,Phone,Jun,Other,No,5,1
03000302,34,1066772,25,4,5,609,4,1396878,6,Yes,No,Professional,Postgraduate,Email,Jan,Married,Yes,12,0
03000303,65,1036614,35,11,9,629,1,1390051,8,Yes,Yes,Retired,Graduate,Branch,Nov,Other,Yes,11,1
03000304,52,717180,180,7,5,270,5,1519881,3,Yes,Yes,Retired,Postgraduate,Phone,Sep,Married,Yes,8,0
03000305,39,197465,81,12,8,148,12,599707,1,Yes,Yes,Professional,Graduate,Phone,Nov,Other,Yes,10,0
03000306,53,240150,53,3,4,291,13,2176855,5,Yes,Yes,Business,Postgraduate,Phone,Sep,Single,Yes,8,1
03000307,42,244175,158,6,10,273,18,257925,3,No,Yes,Business,Postgraduate,Phone,Mar,Other,Yes,6,1
03000308,50,481844,51,11,6,204,8,299669,5,Yes,No,Business,School,Phone,Mar,Other,Yes,1,0
03000309,30,739841,40,6,7,92,19,649286,4,No,No,Business,Graduate,Email,Mar,Single,No,10,1
03000310,35,542864,72,6,7,397,22,634052,1,Yes,Yes,Business,School,Email,Jan,Single,Yes,12,1
03000311,28,32357,90,6,10,378,2,2227527,5,Yes,Yes,Business,School,Email,Mar,Single,No,11,0
03000312,35,884229,116,2,8,349,21,1792631,6,No,Yes,Business,Graduate,Phone,Mar,Other,No,10,0
03000313,35,38688,6,10,4,607,24,1866586,7,No,No,Service,Graduate,Phone,Jun,Married,No,11,0
03000314,26,66182,35,10,6,368,8,2777031,6,No,No,Service,Graduate,Phone,Jun,Single,Yes,10,1
03000315,31,44966,31,4,7,162,1,1036928,5,Yes,Yes,Business,Graduate,Email,Jun,Married,Yes,4,0
03000316,35,366851,36,7,9,130,12,756128,7,No,No,Business,School,Email,Jun,Other,Yes,11,0
03000317,48,1011435,31,6,0,199,14,1485684,8,No,Yes,Business,School,Email,Mar,Married,Yes,6,0
03000318,25,252883,126,6,9,507,25,1449194,8,Yes,Yes,Retired,Graduate,Phone,Jun,Other,Yes,3,1
03000319,29,1171087,176,6,6,471,16,802941,5,Yes,Yes,Service,Postgraduate,Phone,Nov,Other,No,7,1
03000320,38,287624,105,1,5,639,1,2265265,7,Yes,No,Service,School,Branch,Jan,Married,No,4,1
03000321,61,498400,173,11,9,263,11,2267701,5,Yes,Yes,Professional,Postgraduate,Email,Mar,Married,Yes,7,0
03000322,68,72500,100,6,7,367,10,1420461,0,Yes,Yes,Professional,School,Branch,Jun,Married,No,10,0
03000323,41,1080348,128,4,9,241,16,1724126,3,No,No,Professional,Graduate,Branch,Sep,Single,No,12,0
03000324,29,603545,97,4,5,504,22,833979,5,Yes,Yes,Professional,Graduate,Branch,Jan,Other,No,6,1
03000325,38,894588,97,11,4,278,14,420069,8,No,Yes,Professional,Postgraduate,Branch,Sep,Married,No,9,1
03000326,26,462766,118,5,10,265,0,2041048,8,No,No,Business,Graduate,Email,Mar,Other,No,0,1
03000327,52,1041451,10,5,2,27,13,2945757,8,Yes,No,Business,Graduate,Branch,Sep,Single,No,0,0
03000328,31,357392,137,9,6,606,6,2561369,8,No,Yes,Professional,School,Email,Mar,Other,Yes,8,1
03000329,27,606832,5,10,9,445,18,2972107,4,No,Yes,Service,School,Email,Jan,Single,No,9,1
03000330,48,728273,63,2,8,519,17,760691,2,No,No,Business,School,Branch,Mar,Other,No,10,1
03000331,37,529631,100,12,5,73,11,1278938,8,No,No,Retired,Graduate,Email,Nov,Single,No,5,1
03000332,39,897059,122,9,2,543,8,2620098,5,Yes,Yes,Business,Postgraduate,Email,Mar,Married,No,3,0
03000333,31,109341,36,8,4,456,25,1341443,7,No,Yes,Retired,School,Phone,Sep,Other,No,7,0
03000334,67,454515,41,11,7,447,8,1242291,7,No,Yes,Service,School,Phone,Mar,Single,No,9,1
03000335,31,322286,75,1,0,645,23,2043032,1,Yes,Yes,Business,Graduate,Branch,Jun,Other,Yes,10,1
03000336,51,524912,35,9,3,580,5,1454040,0,Yes,No,Service,Postgraduate,Phone,Mar,Other,No,4,0
03000337,43,944897,30,9,9,499,25,2477062,1,Yes,No,Retired,Postgraduate,Email,Mar,Other,Yes,7,1
03000338,59,820404,60,9,0,213,24,995255,3,Yes,Yes,Business,School,Phone,Nov,Single,Yes,9,0
03000339,42,525852,45,9,5,241,20,1573170,4,Yes,No,Professional,Postgraduate,Branch,Jun,Other,Yes,3,1
03000340,55,684533,144,4,9,297,19,2973281,2,No,Yes,Retired,School,Email,Mar,Married,Yes,2,1
03000341,56,96364,132,7,6,530,2,839204,8,No,Yes,Retired,School,Email,Mar,Other,Yes,1,1
03000342,62,1168631,111,3,5,562,25,997538,5,Yes,No,Professional,Graduate,Branch,Nov,Single,No,7,1
03000343,41,414056,136,4,7,126,20,1343919,6,Yes,No,Retired,Postgraduate,Phone,Jan,Single,Yes,9,0
03000344,45,856785,32,6,5,574,19,1664250,4,No,Yes,Service,Graduate,Phone,Sep,Single,No,3,0
03000345,37,740537,35,4,3,236,9,502209,0,No,No,Service,Postgraduate,Email,Jun,Other,No,1,0
03000346,28,776631,86,8,0,408,15,541534,4,No,Yes,Professional,Graduate,Branch,Nov,Single,No,7,0
03000347,61,789847,33,12,3,302,4,1493171,8,Yes,No,Service,Graduate,Email,Sep,Other,No,10,0
03000348,51,91696,101,3,9,558,5,2088647,7,Yes,No,Professional,Postgraduate,Phone,Mar,Married,Yes,2,1
03000349,35,942704,150,5,5,57,18,1169584,0,Yes,No,Service,Graduate,Branch,Mar,Married,Yes,2,0
03000350,23,836475,56,8,0,136,12,426939,1,No,No,Retired,School,Phone,Mar,Single,No,2,0
03000351,60,506687,119,3,3,274,18,269308,4,Yes,Yes,Service,School,Phone,Jan,Single,Yes,2,0
03000352,40,24649,163,8,1,59,12,2211268,8,Yes,No,Retired,Graduate,Email,Sep,Married,No,2,0
03000353,66,1033377,26,11,9,636,17,2104917,2,No,No,Service,Postgraduate,Phone,Jan,Other,No,2,0
03000354,59,575208,8,8,9,249,9,302805,6,No,No,Professional,Graduate,Branch,Jun,Single,Yes,10,1
03000355,61,26953,78,5,2,114,15,2072301,3,No,Yes,Business,Graduate,Phone,Jun,Other,Yes,7,0
03000356,67,433079,147,4,4,49,9,2874735,5,No,No,Professional,Postgraduate,Email,Mar,Single,No,10,0
03000357,45,1097524,155,1,3,459,0,1285026,7,Yes,No,Service,Postgraduate,Phone,Sep,Single,Yes,4,1
03000358,67,126866,98,5,4,58,16,2302946,4,No,Yes,Business,School,Branch,Sep,Married,No,0,1
03000359,65,199950,96,1,6,282,8,1350461,5,Yes,Yes,Business,School,Phone,Jun,Single,Yes,5,1
03000360,22,1115794,53,3,8,564,19,455147,7,Yes,Yes,Business,Graduate,Branch,Nov,Single,No,3,0
03000361,23,160029,5,1,3,238,19,2170616,2,Yes,Yes,Business,School,Branch,Jan,Single,Yes,11,1
03000362,33,1165842,174,8,6,38,11,611238,0,No,Yes,Business,Graduate,Branch,Sep,Single,Yes,0,0
03000363,64,255900,20,1,9,234,17,2432715,2,Yes,No,Retired,Graduate,Phone,Mar,Single,No,2,0
03000364,53,92176,54,1,0,620,17,2562136,7,No,No,Service,School,Email,Sep,Other,No,4,0
03000365,41,412390,40,4,4,146,17,2196355,7,Yes,No,Service,School,Phone,Mar,Married,Yes,3,0
03000366,53,895512,37,5,4,53,13,1117024,7,No,No,Professional,Graduate,Branch,Sep,Other,No,11,1
03000367,44,315236,139,9,0,279,15,770835,2,Yes,Yes,Service,Graduate,Email,Sep,Married,Yes,10,1
03000368,55,793479,172,7,3,386,16,1974413,0,Yes,No,Professional,Graduate,Email,Sep,Single,Yes,4,0
03000369,56,212839,88,6,3,431,10,2458409,5,Yes,No,Retired,Postgraduate,Branch,Mar,Married,No,3,1
03000370,39,575448,26,9,1,481,20,2114178,8,No,No,Retired,School,Email,Nov,Other,No,2,1
03000371,27,538214,33,1,3,468,21,1893435,6,Yes,Yes,Service,School,Email,Sep,Other,Yes,1,0
03000372,60,527106,116,2,8,561,14,1732350,4,Yes,No,Business,Postgraduate,Phone,Jan,Single,No,5,1
03000373,25,1067611,176,7,1,462,0,2516939,1,Yes,No,Retired,Graduate,Phone,Sep,Other,No,8,0
03000374,52,274828,140,12,5,321,2,999483,4,No,No,Business,Graduate,Email,Sep,Single,Yes,9,0
03000375,38,28311,98,7,9,607,14,1881578,1,Yes,Yes,Retired,Postgraduate,Email,Mar,Single,Yes,8,1
03000376,37,738466,78,5,2,442,0,2683947,2,Yes,Yes,Professional,Postgraduate,Phone,Jan,Single,Yes,8,0
03000377,26,434029,64,4,5,573,18,2470776,2,Yes,Yes,Business,School,Branch,Jun,Other,No,11,1
03000378,45,1026248,53,5,8,271,24,1557054,6,Yes,Yes,Professional,Postgraduate,Email,Jun,Married,No,12,1
03000379,58,1195522,174,10,2,383,1,1575476,3,Yes,Yes,Service,Graduate,Phone,Jun,Single,No,11,0
03000380,68,223572,18,3,3,209,3,1118340,2,No,No,Service,School,Branch,Nov,Married,No,2,1
03000381,34,1105310,52,9,6,277,16,773078,3,No,No,Service,Postgraduate,Phone,Sep,Other,Yes,5,0
03000382,38,256849,38,4,5,335,24,2488739,7,Yes,No,Retired,Postgraduate,Branch,Jan,Other,Yes,7,1
03000383,41,412731,92,1,9,270,10,1589064,7,No,No,Service,School,Phone,Nov,Married,No,2,1
03000384,42,780562,152,4,0,563,9,2422591,3,No,Yes,Retired,Graduate,Email,Jun,Other,No,12,0
03000385,45,865317,135,6,8,328,7,2879390,5,No,No,Service,School,Phone,Jun,Married,No,11,1
03000386,35,546828,9,1,0,614,16,1376735,6,Yes,Yes,Service,Graduate,Email,Nov,Other,No,7,1
03000387,59,1167237,141,1,3,560,7,704075,4,Yes,Yes,Retired,Postgraduate,Branch,Jan,Single,Yes,4,1
03000388,54,848980,140,5,3,115,16,644329,8,Yes,Yes,Service,School,Branch,Jan,Single,No,5,0
03000389,36,766430,9,2,7,272,16,665278,1,Yes,Yes,Service,School,Phone,Jan,Single,No,4,0
03000390,33,821461,144,3,1,493,1,1860118,3,Yes,Yes,Business,School,Email,Jan,Married,No,10,1
03000391,34,48720,170,7,2,60,19,1382419,0,Yes,No,Retired,School,Phone,Jun,Other,Yes,1,0
03000392,51,563730,128,12,5,561,23,1840854,3,Yes,Yes,Retired,Graduate,Branch,Jun,Single,No,5,1
03000393,45,66142,119,3,2,43,10,1910195,4,Yes,Yes,Retired,Graduate,Email,Jan,Married,Yes,9,0
03000394,25,807750,116,8,7,334,17,2533340,4,No,Yes,Professional,Postgraduate,Email,Mar,Other,No,6,0
03000395,27,484766,10,10,1,41,18,2771744,6,No,Yes,Retired,Graduate,Email,Nov,Married,No,2,0
03000396,58,891622,139,9,4,73,23,1635329,3,No,No,Professional,Postgraduate,Phone,Jan,Single,Yes,10,0
03000397,45,965565,82,2,5,131,16,1730998,7,Yes,No,Business,Graduate,Branch,Jun,Single,No,12,0
03000398,41,1176099,96,9,5,235,9,1741754,6,Yes,No,Service,Graduate,Phone,Nov,Other,No,7,1
03000399,64,541441,153,5,10,486,8,1889815,1,No,No,Business,Postgraduate,Phone,Mar,Married,Yes,6,1
03000400,48,1018963,87,1,0,425,22,604516,0,Yes,No,Business,Graduate,Phone,Jan,Married,Yes,8,1
03000401,50,170906,178,2,4,338,7,1218935,5,No,No,Service,School,Branch,Mar,Married,No,1,0
03000402,48,103281,81,5,7,231,18,2394628,7,No,Yes,Retired,School,Branch,Mar,Single,No,10,1
03000403,69,556601,100,2,2,539,25,789142,8,Yes,No,Service,Postgraduate,Branch,Mar,Single,Yes,1,0
03000404,27,1155985,13,4,4,450,4,1476838,4,No,No,Professional,School,Phone,Mar,Other,No,1,0
03000405,21,923154,160,11,4,615,6,2687698,6,No,No,Retired,School,Branch,Mar,Single,No,4,1
03000406,39,980026,86,7,9,162,19,638020,3,Yes,Yes,Service,Graduate,Email,Jan,Married,Yes,12,0
03000407,63,955628,34,5,10,558,9,366676,1,No,Yes,Business,Postgraduate,Phone,Jun,Single,No,9,1
03000408,21,519968,101,8,4,574,5,644953,5,No,Yes,Professional,Graduate,Branch,Sep,Married,Yes,3,1
03000409,56,756525,40,11,10,359,2,555981,8,No,No,Retired,Graduate,Email,Nov,Married,Yes,7,0
03000410,42,550136,132,8,0,306,19,2146061,8,Yes,Yes,Business,School,Email,Sep,Other,Yes,7,1
03000411,23,487325,149,12,8,284,2,2323677,2,No,Yes,Service,Postgraduate,Branch,Jan,Other,No,0,1
03000412,51,858941,144,5,4,286,7,1394118,7,Yes,Yes,Professional,Graduate,Phone,Jan,Other,No,8,0
03000413,48,803474,78,11,5,443,9,865422,6,No,No,Business,Graduate,Email,Mar,Married,No,12,1
03000414,65,782421,2,5,6,259,9,2443155,6,Yes,No,Retired,Postgraduate,Email,Sep,Other,Yes,10,1
03000415,25,912043,64,6,2,136,5,2163207,5,Yes,No,Service,Graduate,Phone,Sep,Other,No,11,1
03000416,66,296248,131,6,1,507,16,492926,0,No,No,Business,Postgraduate,Branch,Nov,Single,No,0,0
03000417,57,1195692,36,7,1,520,17,374239,7,Yes,No,Professional,Postgraduate,Branch,Nov,Married,No,1,0
03000418,45,411161,34,8,9,36,20,2245254,2,Yes,No,Retired,Postgraduate,Email,Jun,Other,Yes,11,0
03000419,69,902467,57,12,3,164,2,777711,4,Yes,No,Service,Graduate,Phone,Jan,Married,No,9,0
03000420,24,900638,16,2,9,84,17,2929361,0,No,No,Business,Graduate,Branch,Mar,Single,Yes,7,0
03000421,23,977422,170,4,5,292,0,2276915,3,No,No,Professional,School,Phone,Jan,Married,Yes,0,1
03000422,25,85970,68,10,1,108,4,2292655,0,Yes,No,Retired,Graduate,Phone,Mar,Single,No,4,0
03000423,22,599688,67,7,3,143,17,2469944,0,Yes,No,Business,Postgraduate,Email,Jun,Single,No,10,1
03000424,60,584560,172,2,1,474,2,2781891,2,No,Yes,Business,Postgraduate,Branch,Jan,Married,No,9,0
03000425,35,300532,0,2,0,66,22,1958484,5,Yes,No,Professional,School,Branch,Sep,Married,No,5,0
03000426,32,818689,48,2,1,141,24,448008,2,Yes,No,Business,Postgraduate,Branch,Nov,Single,No,3,0
03000427,41,901593,54,2,6,346,21,2041989,2,Yes,No,Retired,Postgraduate,Phone,Nov,Married,No,12,1
03000428,62,112776,124,9,2,384,13,1638542,7,No,No,Business,School,Email,Sep,Married,Yes,7,1
03000429,51,307332,144,10,7,482,23,1126238,0,Yes,No,Service,Graduate,Branch,Sep,Married,No,2,1
03000430,64,255299,35,5,0,232,10,2123836,2,No,No,Business,School,Branch,Jan,Other,No,11,0
03000431,53,1003144,63,7,9,203,22,2996562,2,Yes,Yes,Retired,Postgraduate,Branch,Sep,Single,Yes,12,0
03000432,30,1062159,61,11,4,464,18,1633074,6,Yes,No,Business,Postgraduate,Email,Jan,Other,No,11,1
03000433,25,218151,47,6,7,123,13,2800781,5,Yes,No,Service,Graduate,Phone,Jan,Single,Yes,6,1
03000434,25,841214,146,12,6,519,4,2061789,6,No,Yes,Business,Postgraduate,Phone,Jan,Married,No,2,1
03000435,28,98306,5,12,6,32,5,2239881,2,No,Yes,Business,School,Phone,Nov,Other,Yes,8,0
03000436,22,745896,73,1,9,638,5,565533,3,No,No,Business,School,Phone,Mar,Other,Yes,5,1
03000437,62,901409,49,2,2,385,8,1696421,4,Yes,No,Business,Postgraduate,Branch,Mar,Other,No,10,0
03000438,56,501213,73,6,5,40,21,791782,0,Yes,Yes,Service,Postgraduate,Phone,Jun,Married,No,5,0
03000439,22,624362,19,10,0,338,25,1166663,7,No,Yes,Professional,Postgraduate,Email,Nov,Other,No,7,0
03000440,32,834978,71,11,4,250,7,2141230,3,No,Yes,Business,Postgraduate,Email,Nov,Single,Yes,2,0
03000441,60,760267,77,7,4,359,2,1345680,7,Yes,Yes,Business,Graduate,Email,Sep,Married,Yes,4,1
03000442,45,899726,167,4,9,413,12,668803,0,Yes,No,Service,School,Phone,Nov,Other,No,7,1
03000443,32,804823,16,6,2,215,16,1695830,5,No,Yes,Service,Graduate,Email,Mar,Other,Yes,2,0
03000444,35,1060486,174,12,1,103,16,2315116,8,Yes,No,Professional,School,Email,Jan,Single,No,4,0
03000445,51,554154,174,4,5,293,22,1797647,0,No,No,Service,Graduate,Email,Jun,Other,Yes,11,0
03000446,62,621374,96,2,5,421,23,2766134,8,No,Yes,Professional,Postgraduate,Phone,Mar,Single,No,2,1
03000447,62,205329,55,5,0,151,13,2799678,6,Yes,Yes,Professional,Graduate,Branch,Nov,Married,Yes,1,0
03000448,28,868580,98,4,2,471,15,2374172,7,Yes,Yes,Professional,Graduate,Phone,Sep,Other,Yes,11,0
03000449,67,782072,75,1,1,323,10,1459877,6,Yes,Yes,Business,School,Email,Mar,Married,Yes,6,0
03000450,24,614290,126,9,6,267,1,2680428,1,Yes,Yes,Business,School,Branch,Sep,Married,No,12,1
03000451,43,75556,48,6,9,397,22,2031896,5,No,Yes,Business,Postgraduate,Phone,Mar,Married,No,5,1
03000452,48,241703,161,11,4,610,8,2837009,4,Yes,No,Service,School,Branch,Jun,Other,Yes,7,1
03000453,30,437069,132,9,2,308,15,335243,0,No,Yes,Business,Postgraduate,Branch,Jan,Married,No,7,1
03000454,55,215309,146,1,5,450,1,831687,2,No,Yes,Business,Postgraduate,Phone,Jan,Other,Yes,4,1
03000455,49,545932,148,5,2,87,0,1669484,4,Yes,No,Retired,School,Branch,Jun,Other,Yes,1,0
03000456,53,71693,130,4,4,290,20,2436028,3,No,No,Service,Graduate,Branch,Jun,Other,Yes,4,0
03000457,33,460075,113,12,0,254,16,2913376,2,Yes,No,Business,Postgraduate,Email,Nov,Married,Yes,0,1
03000458,30,960596,160,5,3,158,5,1147812,1,Yes,Yes,Professional,Graduate,Branch,Jun,Single,Yes,10,0
03000459,32,393304,110,11,9,190,14,1298598,1,No,Yes,Service,Postgraduate,Email,Jun,Married,Yes,6,1
03000460,37,89097,4,4,4,624,1,1781860,7,Yes,No,Professional,School,Email,Mar,Other,Yes,10,0
03000461,43,765351,18,1,2,227,13,2794931,3,No,Yes,Retired,Postgraduate,Email,Sep,Other,No,0,0
03000462,33,85828,44,2,4,268,21,1799787,4,Yes,Yes,Business,School,Email,Jan,Married,No,7,1
03000463,65,582410,97,6,1,360,22,2754056,0,Yes,No,Service,Postgraduate,Branch,Jun,Single,Yes,8,0
03000464,55,551029,28,12,0,415,21,537471,4,Yes,Yes,Professional,Graduate,Email,Jan,Married,Yes,9,1
03000465,43,1183325,56,3,8,432,7,1111174,8,No,Yes,Retired,Postgraduate,Phone,Jan,Other,Yes,8,1
03000466,42,1063991,131,8,10,483,20,2921858,0,No,Yes,Retired,Postgraduate,Branch,Sep,Single,No,9,0
03000467,22,267283,100,11,4,144,5,2173297,1,No,Yes,Business,School,Phone,Nov,Other,No,1,0
03000468,38,880882,18,2,0,558,13,802239,6,Yes,Yes,Service,Postgraduate,Email,Sep,Other,No,1,1
03000469,51,1177266,70,8,8,146,23,945777,1,No,No,Business,School,Email,Mar,Other,No,9,0
03000470,47,377646,151,6,4,305,2,2194497,7,No,Yes,Service,School,Phone,Sep,Married,Yes,12,0
03000471,33,97065,34,10,2,90,15,644606,4,No,Yes,Retired,School,Phone,Jan,Married,Yes,10,0
03000472,37,1188136,42,4,4,516,3,1828235,5,Yes,Yes,Service,Postgraduate,Email,Jan,Married,No,8,0
03000473,51,205610,64,3,8,541,24,1771277,5,Yes,Yes,Retired,Graduate,Branch,Sep,Married,Yes,0,0
03000474,69,1136257,35,9,7,209,24,2623504,7,No,No,Retired,School,Phone,Sep,Married,No,11,1
03000475,46,939191,29,12,10,108,8,2608687,4,Yes,No,Retired,School,Phone,Mar,Other,Yes,1,1
03000476,25,651615,39,1,3,348,25,959051,7,No,Yes,Retired,Graduate,Branch,Sep,Single,No,1,0
03000477,67,718269,57,11,8,73,17,2922078,0,Yes,Yes,Professional,Graduate,Branch,Jan,Other,No,8,0
03000478,66,1039638,166,8,2,341,0,1447962,3,No,No,Professional,Graduate,Phone,Nov,Other,Yes,4,0
03000479,24,464001,76,9,8,220,13,2486685,6,Yes,No,Retired,Postgraduate,Branch,Nov,Other,No,0,1
03000480,34,802969,25,10,0,249,10,1928672,4,Yes,No,Service,Graduate,Branch,Nov,Other,No,9,0
03000481,47,622577,73,7,0,520,21,2222005,3,No,Yes,Service,School,Phone,Mar,Married,Yes,5,1
03000482,46,668154,101,7,7,371,7,2206563,1,No,Yes,Professional,School,Branch,Mar,Other,Yes,12,0
03000483,21,868864,95,8,3,552,17,2734826,0,Yes,Yes,Service,Graduate,Phone,Nov,Other,No,0,0
03000484,58,490424,173,7,7,351,16,1457225,4,No,No,Professional,Graduate,Email,Nov,Single,Yes,7,1
03000485,24,1002324,171,4,2,542,0,2383382,5,Yes,Yes,Retired,Postgraduate,Email,Jan,Married,Yes,2,0
03000486,32,1191500,50,6,10,612,6,660324,3,Yes,No,Retired,School,Branch,Nov,Single,Yes,5,1
