dispute_id,customer_age,disputed_amount_inr,days_to_report,merchant_refund_attempts,transaction_age_days,device_seen_before,otp_verified,merchant_risk_score,prior_disputes_12m,transaction_type,merchant_category,card_network,authentication_method,evidence_submitted,merchant_response,customer_tenure_months,transaction_country,account_segment,dispute_upheld
07000225,64,130313,56,3,62,No,Yes,59,0,ATM,Grocery,RuPay,Biometric,No,Rejected,30,International,Standard,1
07000226,56,151303,18,0,37,Yes,Yes,31,3,Card purchase,Travel,RuPay,None,No,Pending,8,India,Premium,1
07000227,54,53797,129,3,51,No,Yes,13,0,Transfer,Dining,Visa,None,No,Rejected,34,International,Premium,0
07000228,59,64641,148,4,28,No,Yes,89,2,Transfer,Dining,Visa,PIN,No,Pending,19,India,Premium,0
07000229,66,8146,113,5,61,No,Yes,26,3,Card purchase,Fuel,Visa,OTP,Yes,Pending,63,International,Standard,1
07000230,62,176990,112,3,26,Yes,Yes,30,4,Transfer,Travel,RuPay,None,No,Agreed,79,International,Standard,0
07000231,48,157910,166,4,52,Yes,No,61,2,Transfer,Fuel,RuPay,PIN,Yes,Rejected,12,India,Standard,1
07000232,41,132964,8,1,47,No,Yes,65,1,Transfer,Grocery,Visa,PIN,Yes,Agreed,19,International,Premium,1
07000233,55,166493,166,2,25,Yes,No,60,2,ATM,Travel,Visa,PIN,Yes,Rejected,4,International,Premium,1
07000234,24,103340,78,0,65,No,No,59,4,Transfer,Travel,Visa,Biometric,No,Pending,5,India,Standard,0
07000235,35,37894,53,4,54,Yes,No,8,3,ATM,Travel,RuPay,Biometric,No,Rejected,3,International,Premium,1
07000236,31,74731,117,3,21,Yes,No,17,0,Transfer,Electronics,Visa,None,Yes,Agreed,2,India,Premium,0
07000237,21,2233,111,1,44,Yes,Yes,11,5,Transfer,Travel,RuPay,None,Yes,Pending,21,International,Premium,0
07000238,67,55624,70,0,60,Yes,Yes,24,2,Card purchase,Travel,Visa,Biometric,No,Pending,0,International,Standard,0
07000239,27,136830,60,0,55,No,Yes,85,4,ATM,Grocery,RuPay,Biometric,Yes,Agreed,12,International,Premium,1
07000240,46,120951,44,0,39,No,No,47,0,Transfer,Travel,Mastercard,Biometric,No,Agreed,52,International,Premium,0
07000241,53,80538,168,1,47,No,Yes,63,0,Card purchase,Grocery,Visa,Biometric,No,Pending,26,India,Standard,1
07000242,43,33224,56,3,60,No,Yes,89,3,ATM,Electronics,RuPay,Biometric,No,Pending,37,International,Premium,0
07000243,47,1970,110,1,23,Yes,No,34,5,Card purchase,Dining,RuPay,None,No,Pending,28,India,Premium,1
07000244,30,111569,146,1,33,Yes,No,24,2,Card purchase,Dining,Visa,Biometric,Yes,Pending,6,International,Premium,1
07000245,59,134286,66,5,49,Yes,Yes,83,4,ATM,Fuel,Mastercard,PIN,Yes,Agreed,4,International,Premium,0
07000246,31,36768,110,3,29,No,Yes,11,0,ATM,Grocery,Visa,None,Yes,Pending,71,International,Premium,1
07000247,41,153679,95,2,54,No,No,20,1,Card purchase,Travel,Visa,None,No,Rejected,61,India,Standard,0
07000248,50,59226,59,1,58,Yes,No,70,2,ATM,Dining,RuPay,PIN,No,Pending,69,India,Standard,0
07000249,31,115575,112,0,31,No,No,82,0,Card purchase,Fuel,Mastercard,Biometric,No,Pending,56,International,Standard,0
07000250,31,114073,166,3,58,No,Yes,44,5,ATM,Grocery,RuPay,OTP,Yes,Pending,34,International,Premium,1
07000251,31,49050,136,0,67,Yes,No,56,5,ATM,Grocery,Mastercard,PIN,Yes,Pending,76,International,Standard,1
07000252,61,107505,58,3,28,Yes,Yes,87,2,ATM,Electronics,Visa,None,No,Agreed,1,International,Premium,0
07000253,23,158289,143,2,27,Yes,No,48,0,Card purchase,Electronics,Visa,PIN,Yes,Pending,70,India,Standard,0
07000254,37,132937,116,0,35,Yes,No,77,2,Card purchase,Fuel,Mastercard,None,Yes,Rejected,48,India,Premium,1
07000255,37,42255,47,1,45,No,No,26,1,Card purchase,Dining,RuPay,OTP,Yes,Pending,69,International,Premium,1
07000256,23,90088,42,3,49,No,No,90,1,Card purchase,Electronics,Mastercard,Biometric,Yes,Pending,18,India,Premium,1
07000257,65,130423,50,3,54,Yes,No,49,3,ATM,Dining,Visa,Biometric,Yes,Agreed,63,International,Premium,0
07000258,28,171187,135,1,26,No,No,67,3,ATM,Electronics,RuPay,None,Yes,Agreed,70,International,Standard,0
07000259,31,49248,109,3,22,Yes,No,35,2,ATM,Fuel,RuPay,OTP,Yes,Rejected,3,India,Premium,1
07000260,23,41758,132,3,60,Yes,No,44,2,ATM,Electronics,RuPay,None,Yes,Pending,0,India,Standard,1
07000261,37,161791,111,3,46,No,Yes,34,1,Card purchase,Grocery,Mastercard,None,No,Pending,70,International,Premium,0
07000262,69,179179,136,0,43,No,Yes,29,4,Card purchase,Fuel,Mastercard,Biometric,No,Agreed,38,India,Premium,0
07000263,43,107594,48,4,33,Yes,Yes,38,5,Card purchase,Fuel,Mastercard,PIN,Yes,Rejected,13,International,Standard,1
07000264,21,109320,75,3,43,Yes,Yes,59,1,ATM,Dining,Visa,OTP,Yes,Pending,32,International,Standard,1
07000265,50,82436,85,1,69,No,No,78,0,Transfer,Travel,Visa,Biometric,No,Rejected,36,International,Standard,0
07000266,44,162888,156,4,64,Yes,No,9,1,ATM,Travel,RuPay,Biometric,No,Agreed,79,India,Premium,0
07000267,44,173366,88,3,39,Yes,Yes,30,2,ATM,Fuel,RuPay,PIN,Yes,Pending,70,India,Standard,0
07000268,63,175436,134,1,38,No,Yes,51,0,ATM,Electronics,RuPay,OTP,No,Agreed,20,International,Premium,0
07000269,35,72983,174,4,58,Yes,No,52,5,Card purchase,Fuel,Visa,None,Yes,Pending,29,India,Premium,0
07000270,66,168436,93,2,53,Yes,No,16,0,Card purchase,Travel,RuPay,None,No,Agreed,58,International,Premium,0
07000271,69,112101,143,0,24,No,Yes,37,3,ATM,Grocery,Visa,Biometric,No,Agreed,59,India,Premium,1
07000272,26,129160,1,0,39,Yes,No,19,4,Transfer,Grocery,Mastercard,None,No,Rejected,38,International,Premium,0
07000273,65,56937,37,3,56,Yes,Yes,60,5,Card purchase,Electronics,Mastercard,OTP,Yes,Agreed,8,India,Standard,1
07000274,66,155045,53,3,25,Yes,Yes,70,2,Transfer,Dining,Visa,None,Yes,Rejected,42,India,Standard,1
07000275,32,24620,66,3,27,No,Yes,26,3,Card purchase,Electronics,Mastercard,Biometric,No,Agreed,55,International,Premium,1
07000276,69,43794,145,0,50,No,No,10,1,Transfer,Electronics,RuPay,None,Yes,Pending,56,India,Premium,1
07000277,68,177852,71,3,62,Yes,Yes,6,4,Transfer,Grocery,Mastercard,Biometric,No,Agreed,76,International,Premium,1
07000278,67,155458,143,2,39,Yes,No,21,3,Transfer,Travel,Visa,OTP,Yes,Agreed,48,International,Standard,0
07000279,34,73415,100,1,34,Yes,Yes,55,2,Card purchase,Travel,RuPay,None,Yes,Agreed,81,India,Standard,1
07000280,24,22766,21,3,45,Yes,Yes,41,1,Card purchase,Grocery,Mastercard,OTP,Yes,Pending,59,India,Premium,1
07000281,50,96365,103,0,32,Yes,Yes,66,0,Card purchase,Fuel,RuPay,Biometric,No,Pending,63,India,Standard,1
07000282,56,62885,108,3,41,No,Yes,64,4,ATM,Fuel,Visa,OTP,Yes,Rejected,21,International,Standard,1
07000283,66,152099,50,1,46,No,No,27,2,ATM,Grocery,Visa,Biometric,Yes,Pending,24,India,Premium,0
07000284,25,134169,141,4,30,No,No,91,0,Card purchase,Grocery,Visa,PIN,No,Rejected,69,International,Standard,1
07000285,46,30290,92,2,61,No,No,66,4,ATM,Electronics,RuPay,OTP,No,Pending,49,India,Premium,1
07000286,44,98489,1,3,34,Yes,No,79,5,ATM,Travel,Mastercard,PIN,No,Agreed,65,International,Premium,0
07000287,65,161427,149,3,29,No,No,12,1,ATM,Fuel,RuPay,None,No,Agreed,60,International,Standard,0
07000288,43,89881,108,3,32,No,No,82,0,ATM,Electronics,RuPay,OTP,Yes,Agreed,32,International,Premium,0
07000289,41,90188,176,3,22,Yes,No,25,4,Card purchase,Fuel,RuPay,None,Yes,Rejected,31,International,Standard,0
07000290,40,31117,39,4,62,No,Yes,35,0,Card purchase,Grocery,Visa,Biometric,No,Rejected,31,International,Standard,1
07000291,53,137314,41,4,41,No,Yes,68,1,Card purchase,Grocery,RuPay,OTP,Yes,Pending,59,International,Standard,1
07000292,65,120019,109,5,56,Yes,Yes,80,0,Card purchase,Grocery,Visa,None,No,Pending,5,International,Standard,1
07000293,37,130362,0,1,67,Yes,No,65,3,Card purchase,Fuel,RuPay,OTP,No,Rejected,67,India,Standard,1
07000294,23,21710,88,5,47,Yes,Yes,79,4,ATM,Grocery,Mastercard,Biometric,No,Pending,65,India,Standard,1
07000295,44,85207,109,5,45,Yes,No,89,1,Card purchase,Grocery,RuPay,Biometric,No,Agreed,33,India,Standard,1
07000296,56,91370,118,0,58,No,Yes,64,3,Card purchase,Travel,Mastercard,OTP,Yes,Pending,3,International,Standard,1
07000297,55,73001,10,3,66,Yes,Yes,66,4,Transfer,Travel,RuPay,OTP,No,Pending,80,India,Premium,1
07000298,54,122955,46,4,51,No,Yes,64,4,ATM,Fuel,RuPay,Biometric,Yes,Pending,33,India,Standard,1
07000299,50,99690,67,5,37,No,No,28,4,ATM,Grocery,Mastercard,Biometric,No,Pending,57,International,Standard,0
07000300,24,15142,38,2,48,Yes,Yes,10,2,Card purchase,Travel,RuPay,None,Yes,Rejected,27,International,Standard,1
07000301,27,103943,145,1,61,Yes,Yes,13,1,Card purchase,Dining,Mastercard,PIN,Yes,Agreed,70,International,Standard,1
07000302,34,157991,30,2,43,Yes,Yes,79,2,Card purchase,Fuel,RuPay,Biometric,No,Agreed,14,International,Premium,0
07000303,38,144562,54,5,48,Yes,No,25,2,Transfer,Fuel,Mastercard,None,Yes,Pending,82,India,Premium,0
07000304,52,143622,157,5,30,Yes,Yes,18,5,Card purchase,Grocery,RuPay,PIN,No,Pending,70,International,Premium,0
07000305,68,155874,104,5,46,No,No,32,5,Transfer,Fuel,Mastercard,PIN,Yes,Agreed,19,India,Standard,1
07000306,45,169698,12,0,29,No,No,47,0,Transfer,Grocery,Visa,PIN,Yes,Rejected,51,International,Premium,0
07000307,45,156050,179,3,62,No,Yes,84,1,ATM,Electronics,RuPay,PIN,Yes,Pending,83,International,Standard,0
07000308,30,58560,155,5,63,Yes,No,54,2,Transfer,Fuel,RuPay,Biometric,Yes,Agreed,7,International,Premium,0
07000309,64,138006,52,4,68,No,No,80,1,Transfer,Dining,Visa,Biometric,Yes,Agreed,1,International,Premium,1
07000310,47,42706,17,3,24,No,Yes,34,5,Card purchase,Grocery,Mastercard,PIN,No,Rejected,43,International,Premium,0
07000311,54,7680,130,3,26,Yes,No,94,0,Transfer,Travel,Visa,None,Yes,Pending,46,International,Standard,1
07000312,32,137842,20,5,22,No,No,53,2,ATM,Electronics,RuPay,OTP,Yes,Agreed,21,India,Standard,1
07000313,65,88828,8,0,40,Yes,No,40,4,ATM,Electronics,RuPay,OTP,No,Agreed,72,India,Premium,0
07000314,49,76634,110,2,64,Yes,Yes,91,2,Card purchase,Dining,RuPay,OTP,Yes,Rejected,35,International,Premium,1
07000315,25,168420,93,5,38,No,No,41,1,Card purchase,Grocery,Visa,OTP,Yes,Agreed,68,India,Standard,1
07000316,26,136830,124,2,65,No,Yes,80,4,ATM,Fuel,Visa,Biometric,Yes,Agreed,27,International,Premium,1
07000317,23,105388,131,5,42,Yes,Yes,45,5,Transfer,Electronics,RuPay,OTP,Yes,Pending,66,India,Standard,1
07000318,64,108398,112,0,54,No,Yes,67,1,Transfer,Electronics,Mastercard,None,No,Pending,41,International,Premium,0
07000319,21,9839,135,2,68,Yes,Yes,49,0,Transfer,Electronics,Visa,PIN,No,Rejected,5,India,Premium,0
07000320,36,54954,56,3,55,No,Yes,89,4,Card purchase,Grocery,RuPay,Biometric,No,Rejected,38,India,Premium,1
07000321,54,78142,27,0,69,No,Yes,76,1,ATM,Fuel,RuPay,None,No,Pending,50,International,Premium,0
07000322,25,130617,106,5,39,No,No,74,0,Card purchase,Electronics,Mastercard,Biometric,Yes,Pending,23,International,Premium,1
07000323,52,143891,168,3,65,No,Yes,88,2,Transfer,Travel,Mastercard,OTP,No,Pending,47,India,Standard,0
07000324,53,35612,154,0,59,No,No,38,1,Card purchase,Grocery,RuPay,None,No,Pending,60,International,Standard,0
07000325,42,45816,35,3,28,No,No,46,5,ATM,Fuel,RuPay,OTP,Yes,Agreed,50,International,Standard,0
07000326,47,19465,4,2,53,Yes,Yes,13,0,Transfer,Travel,RuPay,Biometric,No,Rejected,25,International,Standard,0
07000327,48,102492,151,2,64,Yes,Yes,49,2,Card purchase,Electronics,Visa,OTP,Yes,Rejected,2,International,Premium,0
07000328,53,84768,131,2,53,No,Yes,45,2,ATM,Electronics,Mastercard,OTP,Yes,Rejected,84,International,Standard,0
07000329,46,67586,64,2,26,No,Yes,90,1,ATM,Fuel,Mastercard,OTP,Yes,Pending,9,International,Standard,1
07000330,27,153444,119,3,28,Yes,No,15,3,ATM,Fuel,Mastercard,PIN,Yes,Pending,26,India,Standard,0
07000331,53,22207,34,4,26,Yes,Yes,25,1,Transfer,Travel,Mastercard,Biometric,No,Pending,10,India,Premium,0
07000332,32,159114,26,5,61,No,Yes,82,3,ATM,Grocery,RuPay,Biometric,No,Pending,73,India,Premium,1
07000333,29,152392,108,0,41,Yes,Yes,34,1,ATM,Grocery,Visa,OTP,No,Pending,59,India,Premium,1
07000334,47,159250,120,2,22,No,No,26,1,Card purchase,Grocery,Visa,Biometric,No,Pending,67,India,Standard,0
07000335,22,62564,50,4,38,No,Yes,65,5,Card purchase,Travel,Visa,None,No,Agreed,35,International,Premium,1
07000336,59,134507,15,3,23,Yes,Yes,36,0,ATM,Dining,Visa,OTP,Yes,Agreed,69,India,Premium,0
07000337,58,150459,136,1,43,No,Yes,71,4,ATM,Electronics,Mastercard,None,No,Agreed,71,India,Standard,0
07000338,52,174244,152,0,55,Yes,Yes,52,0,ATM,Dining,Visa,Biometric,Yes,Pending,49,International,Standard,1
07000339,44,171568,48,5,38,No,Yes,20,4,Card purchase,Dining,RuPay,Biometric,Yes,Rejected,82,India,Standard,0
07000340,50,27463,134,2,42,No,Yes,49,4,ATM,Travel,Visa,OTP,No,Pending,0,International,Standard,1
07000341,23,155225,120,1,49,No,No,92,2,Transfer,Grocery,Visa,None,No,Rejected,77,International,Standard,0
07000342,32,80449,176,4,24,No,No,74,1,Transfer,Electronics,Visa,Biometric,No,Pending,24,India,Standard,0
07000343,64,89425,119,2,31,Yes,Yes,17,4,Transfer,Dining,Mastercard,OTP,No,Rejected,50,India,Premium,0
07000344,28,171107,139,2,64,Yes,No,39,4,Card purchase,Grocery,Visa,OTP,Yes,Rejected,65,International,Premium,1
07000345,23,56499,83,1,40,No,Yes,82,3,ATM,Grocery,RuPay,PIN,Yes,Pending,49,India,Standard,1
07000346,59,105809,143,5,34,No,Yes,52,1,Transfer,Dining,Visa,None,No,Pending,63,India,Standard,1
07000347,51,9208,12,3,38,Yes,Yes,81,4,Transfer,Grocery,RuPay,PIN,No,Rejected,18,International,Standard,0
07000348,47,68940,122,4,29,No,No,90,5,Card purchase,Travel,Mastercard,OTP,No,Pending,32,International,Standard,0
07000349,68,178812,37,4,30,No,Yes,7,2,Transfer,Grocery,Visa,None,No,Rejected,57,International,Standard,0
07000350,32,141814,91,3,31,Yes,No,67,1,Card purchase,Fuel,RuPay,Biometric,No,Rejected,66,India,Standard,0
07000351,55,155099,118,3,21,No,No,57,3,Card purchase,Grocery,Mastercard,Biometric,Yes,Agreed,58,International,Standard,1
07000352,57,28730,125,2,56,Yes,Yes,5,1,Card purchase,Fuel,RuPay,OTP,Yes,Pending,21,International,Standard,0
07000353,21,168944,25,4,59,No,No,19,2,Transfer,Electronics,Visa,None,No,Agreed,57,India,Standard,0
07000354,34,24921,133,1,53,No,Yes,85,0,ATM,Grocery,RuPay,None,No,Pending,25,India,Standard,1
07000355,32,39308,169,3,21,No,Yes,78,5,Card purchase,Fuel,RuPay,PIN,Yes,Pending,66,International,Standard,1
07000356,45,17085,10,2,50,No,No,71,0,Card purchase,Grocery,Mastercard,PIN,Yes,Pending,54,International,Premium,1
07000357,23,152424,153,3,23,No,No,95,4,Card purchase,Electronics,Mastercard,None,Yes,Pending,66,International,Standard,1
07000358,26,15088,103,5,22,No,Yes,84,4,Transfer,Grocery,RuPay,None,No,Pending,43,India,Standard,1
07000359,22,28414,41,3,37,No,Yes,91,2,ATM,Electronics,RuPay,None,No,Rejected,56,India,Standard,1
07000360,62,13158,51,1,28,Yes,No,56,0,ATM,Grocery,Mastercard,Biometric,No,Pending,20,International,Standard,0
07000361,66,134101,148,3,67,Yes,No,34,5,Card purchase,Dining,Visa,OTP,No,Pending,4,India,Premium,0
07000362,35,96306,36,1,29,Yes,Yes,41,2,Transfer,Grocery,RuPay,OTP,No,Pending,46,India,Standard,1
07000363,34,67590,123,4,51,Yes,No,87,3,ATM,Dining,Visa,Biometric,Yes,Agreed,78,India,Standard,1
07000364,51,133575,2,5,29,No,No,68,3,ATM,Travel,Visa,None,No,Agreed,81,International,Standard,1
07000365,56,48831,165,0,24,Yes,No,62,0,ATM,Fuel,RuPay,None,No,Agreed,68,International,Premium,0
07000366,43,159417,139,0,27,No,No,44,1,ATM,Grocery,Mastercard,PIN,Yes,Agreed,32,International,Standard,1
07000367,21,6463,75,0,23,No,Yes,46,3,Card purchase,Fuel,Mastercard,OTP,Yes,Rejected,42,International,Premium,1
07000368,26,31926,113,1,29,Yes,Yes,78,3,Transfer,Dining,Mastercard,PIN,No,Rejected,30,India,Premium,0
07000369,53,104051,168,2,43,No,No,25,1,ATM,Fuel,RuPay,OTP,No,Agreed,32,International,Standard,0
07000370,65,59784,8,1,35,Yes,Yes,52,3,Card purchase,Electronics,Mastercard,OTP,Yes,Rejected,29,India,Premium,1
07000371,42,138078,113,0,56,No,Yes,68,1,ATM,Fuel,RuPay,PIN,No,Agreed,61,India,Standard,0
07000372,57,97129,151,4,24,Yes,No,81,3,Transfer,Travel,RuPay,PIN,Yes,Agreed,16,India,Standard,0
07000373,49,178641,11,1,61,No,Yes,39,1,ATM,Travel,Mastercard,OTP,No,Agreed,20,International,Standard,0
07000374,35,35872,152,0,35,No,No,90,0,Transfer,Electronics,Mastercard,Biometric,Yes,Rejected,12,International,Premium,1
07000375,37,76027,31,4,38,No,Yes,56,2,Card purchase,Dining,Mastercard,None,Yes,Rejected,72,International,Standard,1
07000376,56,21540,178,2,63,No,No,39,4,Card purchase,Electronics,Mastercard,PIN,Yes,Agreed,72,International,Premium,0
07000377,28,85920,24,1,62,Yes,Yes,26,4,Card purchase,Fuel,Mastercard,Biometric,Yes,Rejected,58,International,Standard,0
07000378,21,101157,43,1,51,No,Yes,61,0,Transfer,Fuel,RuPay,PIN,Yes,Pending,83,International,Premium,1
07000379,66,102036,13,2,57,No,No,56,0,ATM,Dining,RuPay,Biometric,No,Pending,43,International,Premium,1
07000380,50,134525,165,2,69,No,No,62,5,Card purchase,Fuel,Visa,PIN,No,Agreed,75,India,Premium,0
07000381,31,15473,65,1,45,Yes,Yes,52,1,Transfer,Dining,Visa,OTP,Yes,Rejected,21,International,Standard,1
07000382,51,160095,20,2,44,No,Yes,15,0,Transfer,Dining,Visa,PIN,Yes,Agreed,48,India,Standard,0
07000383,51,149332,122,5,66,No,Yes,21,0,Transfer,Dining,Mastercard,OTP,No,Agreed,48,India,Premium,1
07000384,27,24974,146,2,60,No,No,65,2,Card purchase,Dining,RuPay,OTP,Yes,Agreed,2,India,Standard,0
07000385,33,151401,96,4,35,Yes,Yes,36,5,Transfer,Dining,Visa,None,No,Pending,83,International,Premium,0
07000386,46,159657,134,3,60,Yes,Yes,24,3,ATM,Grocery,Mastercard,Biometric,Yes,Pending,53,International,Premium,1
07000387,67,143101,82,3,30,Yes,No,79,1,Card purchase,Fuel,Visa,PIN,Yes,Rejected,22,India,Premium,1
07000388,33,46364,115,0,48,Yes,No,92,2,Card purchase,Travel,Mastercard,PIN,No,Agreed,34,International,Standard,0
07000389,44,114436,52,3,57,No,No,86,1,Card purchase,Grocery,Mastercard,None,Yes,Pending,32,India,Premium,1
07000390,53,169943,36,0,62,Yes,No,92,0,ATM,Travel,Mastercard,OTP,Yes,Rejected,23,India,Premium,1
07000391,51,138334,63,5,23,Yes,Yes,64,5,ATM,Grocery,Mastercard,PIN,Yes,Pending,66,International,Standard,1
07000392,22,110143,86,4,24,No,No,31,0,ATM,Travel,Visa,None,Yes,Rejected,81,India,Premium,0
07000393,32,1227,57,1,66,No,Yes,10,4,Transfer,Electronics,Mastercard,Biometric,Yes,Agreed,65,India,Standard,0
07000394,68,37480,19,1,61,No,Yes,23,2,Card purchase,Travel,Visa,Biometric,No,Agreed,26,International,Standard,0
07000395,23,46749,32,4,40,Yes,Yes,81,5,Transfer,Grocery,RuPay,Biometric,No,Pending,38,India,Standard,0
07000396,23,106314,69,2,40,Yes,No,19,0,Transfer,Travel,Mastercard,Biometric,Yes,Pending,59,International,Standard,0
07000397,57,93830,109,5,64,No,No,65,5,ATM,Dining,Mastercard,Biometric,No,Pending,75,India,Standard,1
07000398,23,123796,132,4,47,No,Yes,81,3,ATM,Electronics,Visa,PIN,No,Pending,67,India,Premium,1
07000399,46,67172,91,4,62,No,Yes,25,2,Card purchase,Dining,RuPay,PIN,No,Pending,66,International,Premium,0
07000400,55,158833,28,2,25,Yes,Yes,66,2,ATM,Dining,Mastercard,OTP,Yes,Rejected,27,India,Premium,1
07000401,47,112427,130,2,30,No,No,77,0,Card purchase,Fuel,Visa,Biometric,Yes,Agreed,38,International,Standard,0
07000402,57,38112,153,2,34,No,Yes,41,1,ATM,Grocery,Visa,Biometric,No,Pending,42,India,Standard,0
07000403,31,20583,81,3,42,Yes,Yes,53,0,Card purchase,Grocery,Visa,OTP,Yes,Rejected,79,India,Premium,1
07000404,55,33174,130,3,48,No,No,53,3,Transfer,Dining,Mastercard,OTP,Yes,Rejected,21,India,Standard,1
07000405,68,142413,169,4,40,No,Yes,46,1,Card purchase,Electronics,Visa,None,No,Agreed,54,International,Standard,0
07000406,31,80720,124,1,60,No,Yes,81,3,Transfer,Electronics,Visa,Biometric,Yes,Pending,67,India,Premium,1
07000407,32,170559,21,2,22,No,Yes,10,2,Card purchase,Travel,RuPay,Biometric,No,Pending,72,International,Premium,1
07000408,34,59943,5,0,42,No,Yes,87,5,ATM,Electronics,Mastercard,None,No,Pending,42,India,Standard,1
07000409,21,27313,34,3,31,No,Yes,55,2,Transfer,Electronics,Mastercard,PIN,No,Agreed,13,India,Standard,1
07000410,43,5059,63,0,54,Yes,Yes,68,0,Card purchase,Fuel,Mastercard,None,No,Pending,45,International,Premium,0
07000411,49,76099,14,4,21,Yes,No,67,2,Card purchase,Travel,Mastercard,OTP,Yes,Agreed,13,India,Premium,1
07000412,64,10134,108,5,49,No,No,20,3,Transfer,Travel,Mastercard,PIN,Yes,Rejected,14,International,Premium,0
07000413,27,31426,179,4,26,Yes,No,63,3,Transfer,Travel,Mastercard,None,Yes,Agreed,3,India,Premium,1
07000414,34,16637,0,1,32,Yes,No,57,1,Transfer,Fuel,Mastercard,Biometric,Yes,Rejected,48,International,Premium,1
07000415,30,140340,33,4,66,No,No,57,1,Transfer,Electronics,RuPay,Biometric,Yes,Rejected,12,India,Standard,1
07000416,52,26492,173,0,68,Yes,No,91,1,Card purchase,Grocery,Mastercard,Biometric,No,Rejected,3,International,Premium,0
07000417,62,113621,111,2,39,Yes,Yes,69,1,Card purchase,Electronics,Mastercard,PIN,Yes,Pending,57,India,Standard,1
07000418,58,83336,170,2,38,Yes,Yes,64,1,Transfer,Electronics,Visa,None,Yes,Pending,52,India,Standard,0
07000419,28,68205,121,3,54,No,Yes,77,3,ATM,Fuel,Mastercard,PIN,No,Rejected,17,International,Standard,1
07000420,69,38779,24,1,46,Yes,No,41,5,Card purchase,Electronics,RuPay,Biometric,No,Rejected,1,India,Premium,0
07000421,55,171933,3,0,67,No,Yes,85,0,Transfer,Grocery,RuPay,None,No,Agreed,58,India,Standard,0
07000422,53,45874,93,2,43,No,No,79,1,Card purchase,Grocery,Visa,PIN,No,Pending,28,India,Standard,0
07000423,23,163723,36,3,58,Yes,No,56,4,Transfer,Electronics,Visa,Biometric,Yes,Rejected,71,India,Premium,1
07000424,50,145971,63,3,44,Yes,No,7,5,ATM,Dining,Visa,None,No,Pending,79,India,Standard,0
07000425,40,30039,39,0,69,Yes,Yes,51,1,ATM,Electronics,Mastercard,PIN,No,Pending,68,International,Premium,0
07000426,23,124286,107,0,51,Yes,Yes,9,4,ATM,Fuel,Mastercard,None,No,Rejected,21,India,Standard,0
07000427,30,16929,4,3,41,Yes,Yes,45,2,Card purchase,Fuel,Visa,OTP,No,Rejected,77,India,Premium,0
07000428,65,103668,0,0,42,Yes,Yes,92,4,Transfer,Fuel,Mastercard,PIN,Yes,Pending,40,International,Premium,1
07000429,47,164619,171,0,27,Yes,No,5,5,ATM,Grocery,RuPay,OTP,Yes,Agreed,64,India,Standard,0
07000430,42,83357,172,1,41,No,Yes,25,5,Transfer,Electronics,Visa,None,No,Rejected,34,International,Premium,0
07000431,51,43632,44,3,62,No,No,57,2,Transfer,Dining,RuPay,PIN,Yes,Pending,32,International,Standard,0
07000432,22,163344,150,0,44,Yes,Yes,45,2,Card purchase,Grocery,RuPay,Biometric,Yes,Agreed,68,International,Standard,1
07000433,59,48074,4,2,24,No,No,71,0,Card purchase,Dining,Visa,Biometric,Yes,Rejected,69,India,Premium,1
07000434,52,21153,49,4,69,Yes,Yes,46,1,Card purchase,Grocery,Mastercard,PIN,No,Pending,55,International,Premium,0
07000435,58,131315,119,3,22,No,No,75,0,Card purchase,Grocery,Mastercard,OTP,No,Pending,22,International,Standard,0
07000436,33,62382,130,3,37,Yes,No,78,5,ATM,Grocery,Visa,None,Yes,Rejected,22,International,Premium,1
07000437,42,152648,102,4,40,No,No,30,2,Transfer,Travel,Mastercard,OTP,No,Rejected,5,International,Standard,0
07000438,25,142832,8,3,57,Yes,No,91,0,ATM,Travel,Visa,PIN,No,Agreed,24,International,Standard,0
07000439,37,88567,173,4,54,No,No,47,3,ATM,Electronics,RuPay,None,No,Agreed,62,India,Standard,0
07000440,69,51870,35,2,27,Yes,Yes,76,2,Card purchase,Grocery,RuPay,PIN,Yes,Agreed,77,International,Standard,1
07000441,57,11805,177,0,48,No,Yes,93,2,Transfer,Travel,Visa,None,No,Rejected,38,International,Standard,1
07000442,23,11233,161,5,68,No,No,44,1,Card purchase,Grocery,RuPay,Biometric,Yes,Pending,30,International,Premium,1
07000443,40,169536,64,2,63,No,Yes,83,3,ATM,Dining,RuPay,Biometric,Yes,Agreed,24,India,Standard,0
07000444,68,14176,107,0,60,No,Yes,75,1,ATM,Fuel,RuPay,PIN,No,Rejected,33,India,Premium,1
07000445,31,27240,70,0,52,Yes,Yes,83,3,ATM,Grocery,RuPay,None,No,Pending,31,India,Premium,1
07000446,66,163197,163,1,64,Yes,Yes,18,2,ATM,Grocery,Mastercard,None,No,Agreed,63,India,Premium,1
07000447,62,102688,53,4,58,No,No,88,3,Card purchase,Grocery,RuPay,Biometric,Yes,Pending,48,India,Standard,1
07000448,43,166166,126,2,31,Yes,No,32,3,ATM,Fuel,Mastercard,Biometric,Yes,Agreed,46,India,Premium,1
07000449,29,139474,66,3,63,No,Yes,10,0,ATM,Dining,Visa,PIN,Yes,Rejected,5,India,Premium,0
07000450,33,61589,179,1,63,No,No,93,1,ATM,Fuel,RuPay,PIN,Yes,Rejected,65,India,Premium,1
