offer_id,customer_age,monthly_income_inr,bank_tenure_years,dependents,monthly_spend_inr,life_cover_existing_inr,savings_balance_inr,products_held,last_offer_response_score,home_owner,marital_status,occupation_group,contact_channel,policy_type,risk_appetite,branch_visits_6m,app_sessions_30d,recent_life_event,accepted_offer
06000245,40,1109179,0,4,29194,2469477,955481,5,61,Yes,Single,Professional,App,Health,Medium,10,31,No,0
06000246,43,944193,0,2,126590,3669061,92269,4,47,No,Married,Salaried,App,Health,Low,8,54,No,0
06000247,63,2583612,23,3,52599,3724619,978983,6,42,No,Single,Salaried,Phone,Accident,Medium,1,35,Yes,1
06000248,64,2624673,16,4,69534,1613731,304684,2,38,No,Other,Professional,App,Health,High,6,30,No,0
06000249,54,951178,24,4,173867,526802,437885,4,36,No,Single,Professional,Email,Life,High,4,3,No,1
06000250,59,687723,15,3,129674,764745,881867,1,62,No,Other,Salaried,App,Accident,High,4,54,Yes,0
06000251,31,2838336,18,2,119526,4412463,763906,3,90,Yes,Married,Professional,Phone,Accident,Low,7,27,No,1
06000252,49,1975285,15,5,137940,75153,960528,1,67,No,Married,Business,Phone,Health,High,9,23,No,1
06000253,57,1988929,23,3,38478,3349114,356465,6,61,No,Single,Salaried,App,Health,Medium,4,20,Yes,1
06000254,29,1691950,1,5,19430,3396407,925187,1,55,Yes,Married,Professional,Phone,Accident,High,7,6,No,0
06000255,25,2334434,23,2,41671,3967938,610393,3,47,No,Other,Professional,Email,Life,Medium,5,29,Yes,1
06000256,60,1229095,4,0,119874,1382619,226172,4,62,Yes,Other,Business,Email,Health,Low,12,34,No,0
06000257,34,1717947,18,2,92494,3783147,64428,4,39,No,Single,Salaried,App,Accident,Medium,8,0,No,1
06000258,29,1914724,11,0,78664,1240708,385731,1,92,No,Married,Professional,Phone,Health,Low,8,52,Yes,1
06000259,59,1358490,3,3,24997,3510422,776402,1,44,No,Married,Salaried,Email,Life,Low,11,17,Yes,0
06000260,56,507096,11,3,73532,355543,256424,3,62,Yes,Other,Professional,Email,Life,Low,0,32,Yes,1
06000261,40,1184833,12,4,158585,4475183,1003177,1,41,Yes,Other,Business,App,Health,High,1,2,Yes,0
06000262,30,1682282,11,2,168147,2818064,133997,1,31,No,Single,Business,App,Life,Low,7,16,Yes,0
06000263,62,1409654,14,2,31130,63461,1011895,6,87,Yes,Other,Professional,Phone,Life,Low,5,4,No,1
06000264,57,2754592,5,1,55889,2814661,129108,3,69,No,Other,Salaried,Phone,Health,Low,6,1,Yes,0
06000265,58,2098018,15,2,166928,1607034,470049,3,58,No,Married,Business,Email,Accident,Medium,4,32,Yes,0
06000266,46,2558365,8,3,120939,3416074,330311,1,30,No,Other,Salaried,Phone,Health,High,12,40,Yes,0
06000267,47,1192029,5,2,23254,2815559,765565,5,85,No,Married,Salaried,Email,Life,High,12,25,Yes,0
06000268,46,2521247,8,4,26995,1162683,910173,6,95,No,Other,Salaried,Email,Life,High,0,17,No,1
06000269,40,494145,8,2,93268,3557897,271075,6,61,Yes,Single,Professional,Email,Life,High,9,30,No,1
06000270,67,1371863,8,1,157444,2397397,303849,5,28,Yes,Married,Salaried,Phone,Accident,Medium,11,15,Yes,1
06000271,68,362687,11,5,152402,1537544,1045778,3,36,Yes,Married,Professional,Phone,Life,High,1,27,Yes,1
06000272,38,2647192,13,1,46067,1579897,586295,2,75,No,Single,Salaried,Email,Health,High,1,1,Yes,1
06000273,28,2630837,4,3,27058,3723338,426353,4,31,No,Other,Salaried,Phone,Life,Low,2,55,Yes,0
06000274,34,896000,11,2,89187,1889114,704731,2,33,Yes,Married,Professional,App,Life,High,11,18,No,0
06000275,65,1347631,23,1,99446,2340115,193045,2,80,No,Other,Salaried,Phone,Accident,Medium,9,51,No,0
06000276,53,1322188,13,0,84630,780758,429511,2,38,Yes,Married,Professional,Email,Life,Low,7,39,No,1
06000277,40,1900798,15,2,24959,857652,385113,2,25,No,Other,Business,Email,Life,Medium,12,54,Yes,0
06000278,46,1432157,24,2,25530,522761,777443,5,46,No,Married,Business,App,Health,Low,9,47,No,1
06000279,43,1451754,22,3,144607,2248252,204334,3,58,Yes,Single,Professional,App,Accident,Medium,3,26,Yes,0
06000280,46,279646,10,5,6754,1471150,723746,3,36,Yes,Other,Business,Phone,Accident,High,2,28,Yes,1
06000281,23,1623317,5,1,11218,2424650,377787,1,76,Yes,Other,Business,App,Life,Low,10,35,Yes,1
06000282,60,1848382,13,0,67155,1043717,488503,3,36,Yes,Other,Professional,Phone,Health,Low,2,44,No,0
06000283,32,630612,8,3,62800,3630615,1063810,4,40,Yes,Married,Professional,Email,Accident,High,9,9,Yes,1
06000284,63,1919912,19,3,28925,2916883,274534,5,90,No,Other,Professional,Phone,Health,Medium,8,0,No,0
06000285,39,825784,3,5,78585,1779650,71930,1,50,Yes,Married,Professional,Phone,Life,Medium,3,16,No,0
06000286,22,740935,24,0,50523,3960224,1072901,5,54,No,Other,Business,App,Accident,High,1,37,No,0
06000287,35,336222,3,0,129902,3187673,98953,1,41,Yes,Married,Professional,Email,Health,Medium,11,1,No,0
06000288,49,1264029,21,0,14667,1197110,1059241,4,88,Yes,Other,Professional,Phone,Accident,Low,12,6,No,0
06000289,32,876303,17,2,108307,3716238,536137,5,24,No,Other,Salaried,Phone,Health,Medium,10,12,Yes,1
06000290,36,2737288,9,1,58436,1437739,85892,6,72,No,Married,Salaried,Email,Health,High,2,28,Yes,1
06000291,55,2951186,22,2,125576,619741,467488,2,42,Yes,Married,Salaried,Phone,Health,High,4,39,Yes,1
06000292,65,573760,7,2,147775,2273134,974761,4,30,Yes,Married,Business,App,Life,High,5,34,No,0
06000293,60,2824655,20,5,138930,1115895,692342,6,45,Yes,Single,Business,Phone,Life,Low,8,42,No,0
06000294,44,1191686,24,2,49241,1751758,568054,2,44,Yes,Married,Business,Email,Accident,Medium,12,32,Yes,1
06000295,51,456335,24,5,112701,2618548,135034,3,43,No,Other,Business,Phone,Accident,Low,5,55,No,0
06000296,68,2294623,25,1,105057,484345,322199,5,27,No,Married,Business,Phone,Health,Low,2,29,Yes,1
06000297,50,1124115,11,1,124004,2796628,334825,5,31,No,Other,Business,Phone,Accident,Medium,7,4,Yes,1
06000298,56,928223,25,0,73503,4455409,736793,5,29,No,Other,Salaried,Phone,Life,Low,3,32,Yes,1
06000299,38,1834720,16,1,7873,2413852,1094783,1,78,Yes,Other,Professional,Phone,Health,High,10,16,No,0
06000300,62,1097347,4,4,114054,2854990,733834,3,60,Yes,Single,Professional,App,Life,Medium,2,47,Yes,1
06000301,56,2569424,4,0,82602,1494911,240489,4,66,Yes,Married,Professional,Email,Health,Low,0,8,No,1
06000302,65,1578463,10,2,149094,1499104,702347,2,41,Yes,Single,Salaried,Phone,Accident,Medium,2,17,Yes,0
06000303,28,1296143,10,4,142762,1045251,156346,5,79,Yes,Single,Business,Phone,Health,Low,4,27,Yes,1
06000304,36,1235397,20,4,136999,713658,98894,3,35,No,Single,Salaried,App,Life,Medium,11,30,No,1
06000305,69,2440531,8,4,169806,366214,11565,5,29,No,Other,Professional,Email,Health,Medium,11,44,No,0
06000306,41,769032,14,2,41194,54182,151391,3,31,Yes,Other,Business,App,Accident,Low,10,49,No,0
06000307,24,1997244,11,5,132841,3996186,81862,3,71,No,Single,Professional,App,Accident,Low,9,40,Yes,1
06000308,62,495197,19,3,93067,2686923,566309,4,57,Yes,Other,Salaried,App,Life,High,6,35,No,1
06000309,58,2058286,10,2,27621,3120945,829290,5,36,No,Other,Business,Email,Health,High,4,44,Yes,1
06000310,47,2485114,22,0,155823,3514388,1140686,1,53,No,Other,Salaried,App,Accident,High,8,50,Yes,0
06000311,49,339066,11,3,147077,3220213,488531,3,28,Yes,Married,Business,Phone,Life,High,12,5,No,1
06000312,44,753749,7,2,104358,865963,10585,1,61,Yes,Other,Professional,Email,Accident,Medium,7,3,No,0
06000313,60,1449107,18,2,47344,733075,575678,1,59,No,Other,Salaried,Phone,Life,Medium,3,8,No,1
06000314,67,396204,21,4,72231,1405334,49417,1,72,No,Married,Professional,Email,Health,Low,0,1,Yes,0
06000315,33,388692,3,3,38012,586165,1162067,2,91,Yes,Married,Professional,Phone,Life,High,3,22,No,0
06000316,59,1759567,23,0,76309,2574768,1138997,6,34,Yes,Single,Professional,Email,Accident,Low,3,8,Yes,1
06000317,61,1219386,15,5,67584,1213309,779643,2,43,Yes,Other,Professional,App,Accident,Low,9,49,No,0
06000318,48,1690509,7,5,54596,2865515,60104,6,81,No,Other,Professional,App,Health,High,8,1,Yes,1
06000319,22,1355201,10,4,134682,3604532,777784,5,69,Yes,Single,Professional,Email,Health,Low,10,15,Yes,1
06000320,62,985178,5,1,85167,2362952,218885,6,64,Yes,Other,Business,Email,Health,High,5,46,Yes,1
06000321,23,1319067,12,5,144844,3781054,873530,1,58,No,Other,Salaried,Phone,Accident,High,6,24,Yes,1
06000322,48,2251020,8,4,62016,1380473,1197315,6,79,Yes,Married,Professional,Phone,Health,Low,5,6,Yes,1
06000323,42,2076627,2,0,111423,831407,537593,5,30,Yes,Married,Professional,Phone,Accident,Medium,2,18,Yes,1
06000324,59,2776493,24,4,20607,4371769,1176401,4,45,No,Other,Professional,Email,Accident,High,5,23,No,0
06000325,67,1351052,9,1,100447,1393191,463362,2,84,No,Single,Professional,Email,Life,High,6,1,Yes,1
06000326,50,2309405,11,4,103190,2327305,807814,5,87,Yes,Single,Business,Email,Health,Low,4,7,No,1
06000327,39,1222984,22,4,66954,668714,1118047,6,30,Yes,Other,Salaried,App,Life,High,12,42,No,1
06000328,63,1283841,11,5,39866,12458,197258,4,45,Yes,Single,Business,App,Health,Medium,11,21,No,0
06000329,21,2638685,11,5,84287,296434,835022,4,73,No,Married,Salaried,App,Life,High,1,19,Yes,1
06000330,22,2805229,25,1,13627,3338780,1127631,2,57,Yes,Married,Salaried,App,Accident,High,8,8,Yes,0
06000331,59,592004,19,0,68022,2274311,443653,5,77,No,Other,Professional,Phone,Accident,Medium,1,44,No,0
06000332,43,2689843,13,1,137834,3804759,890284,6,27,Yes,Single,Professional,App,Health,Low,8,36,No,0
06000333,64,2811263,9,4,85697,198987,987702,4,29,Yes,Married,Salaried,Email,Health,High,2,26,No,0
06000334,57,2825893,17,1,42306,4036359,758990,3,28,Yes,Single,Professional,Email,Accident,Low,12,24,Yes,0
06000335,54,510044,15,4,131422,43169,693492,4,93,No,Single,Business,Phone,Accident,High,4,51,No,1
06000336,28,1984117,22,5,48697,1622890,433425,3,93,Yes,Married,Salaried,App,Life,Low,5,22,Yes,1
06000337,49,1284887,5,5,110608,212058,634986,5,60,Yes,Other,Salaried,Phone,Health,High,1,52,Yes,1
06000338,33,894159,2,3,114128,4361022,92334,3,44,No,Other,Business,Email,Health,High,1,6,No,1
06000339,49,487994,21,2,130660,2345501,755713,3,24,No,Married,Professional,Phone,Life,Low,3,13,Yes,0
06000340,58,2557132,4,5,12265,4361428,760948,2,35,Yes,Other,Professional,Email,Accident,Medium,6,15,No,0
06000341,45,1635295,23,1,124456,2056611,336472,3,37,No,Single,Business,App,Accident,High,3,51,No,0
06000342,36,679899,10,0,6896,2541212,1046361,5,85,No,Single,Business,Email,Health,High,10,24,Yes,1
06000343,45,2886436,7,1,133187,1641028,623111,5,23,No,Other,Business,Phone,Life,Low,7,36,Yes,0
06000344,48,1071951,10,5,18946,1841670,277336,2,36,Yes,Married,Professional,Email,Accident,Low,6,46,Yes,1
06000345,25,869196,23,0,101647,2324520,715738,5,87,Yes,Single,Business,App,Life,High,6,31,No,1
06000346,68,910060,1,3,44387,1758109,129403,2,39,Yes,Other,Professional,Phone,Life,Low,4,49,Yes,0
06000347,48,2567743,17,4,159216,1684755,761855,3,94,Yes,Other,Business,Email,Life,High,6,21,Yes,1
06000348,49,1808467,11,4,176007,1621030,18810,6,89,Yes,Other,Professional,Phone,Accident,High,3,46,Yes,1
06000349,40,745849,12,1,64336,4009837,1158561,5,48,Yes,Other,Business,Phone,Life,Low,9,51,Yes,1
06000350,26,717806,20,5,161410,254048,1069274,1,91,Yes,Single,Business,Email,Accident,Medium,9,52,Yes,1
06000351,69,1054494,4,4,96973,3356940,214688,4,70,No,Single,Professional,Phone,Health,Medium,0,8,No,1
06000352,23,605827,11,4,15055,131632,772109,6,85,No,Married,Professional,App,Accident,High,6,13,No,1
06000353,43,991916,3,1,164577,1400729,739979,5,49,No,Other,Business,Email,Accident,High,1,11,No,1
06000354,64,1528882,20,1,163294,1281677,49054,1,36,No,Other,Salaried,Phone,Accident,High,1,44,No,0
06000355,55,1361857,2,3,85881,1269028,908403,2,89,No,Other,Salaried,App,Accident,Low,10,4,Yes,1
06000356,41,1032158,3,0,146662,4465795,1109381,6,83,No,Other,Business,App,Life,Low,8,9,No,1
06000357,21,1325241,21,0,139168,535938,627444,1,30,Yes,Other,Salaried,Phone,Accident,High,5,7,No,0
06000358,23,420644,16,0,125923,2466541,1058577,5,57,Yes,Other,Business,App,Accident,Low,4,41,No,1
06000359,45,2458152,13,3,171190,1205641,41367,2,62,Yes,Married,Business,App,Life,Medium,9,16,Yes,0
06000360,62,1929323,5,0,158937,1940190,161911,6,24,No,Married,Business,App,Life,Medium,10,21,No,1
06000361,66,513266,7,2,155020,2081814,1117386,5,87,No,Married,Business,Phone,Life,Low,5,4,Yes,0
06000362,59,1431066,5,0,6410,1256275,386905,4,53,Yes,Single,Salaried,App,Life,Low,9,43,No,1
06000363,53,668302,7,5,104827,105786,917661,2,67,Yes,Single,Professional,App,Accident,Low,6,9,No,0
06000364,45,1246316,22,4,66906,3037530,389563,3,94,No,Other,Business,Phone,Health,Medium,8,37,No,1
06000365,65,336928,2,0,101935,1974526,269683,3,24,No,Single,Business,App,Life,Medium,11,1,No,1
06000366,59,1817716,16,2,42536,1289674,1058149,2,20,No,Other,Professional,App,Accident,High,9,25,Yes,0
06000367,25,2773423,22,5,164117,3909097,476132,4,53,No,Married,Professional,App,Accident,Medium,5,2,Yes,0
06000368,21,2697707,25,2,166366,2380742,558165,5,80,Yes,Single,Professional,App,Accident,High,1,44,Yes,1
06000369,54,1461948,16,3,134105,3666403,146337,5,24,Yes,Other,Professional,App,Life,Medium,6,45,Yes,1
06000370,41,1874553,24,3,86175,3487559,702208,2,74,No,Single,Professional,Email,Life,Medium,1,27,Yes,1
06000371,64,520093,22,2,119151,211295,222722,1,43,Yes,Single,Professional,Phone,Accident,Low,0,35,No,0
06000372,68,1858598,9,2,29276,3261176,605523,5,84,Yes,Single,Professional,Phone,Life,High,4,26,Yes,1
06000373,50,1197930,25,4,73653,1493886,552531,4,56,Yes,Married,Business,Email,Health,Medium,5,14,No,1
06000374,49,2932132,20,5,53573,1617108,1143049,6,20,No,Married,Salaried,Phone,Life,Low,11,4,Yes,1
06000375,30,690363,17,1,155578,1139758,1172949,6,92,No,Married,Business,Phone,Accident,Medium,11,43,Yes,1
06000376,48,1901573,25,2,103940,2046995,1111737,5,72,Yes,Other,Business,App,Life,High,7,27,No,0
06000377,68,545219,21,1,73727,3073881,320882,4,68,Yes,Married,Salaried,App,Life,High,11,30,No,1
06000378,22,1752187,23,0,121286,4158776,609614,2,60,Yes,Single,Business,App,Accident,High,11,31,No,1
06000379,31,1331486,15,0,136582,542667,801175,2,71,No,Married,Professional,App,Accident,High,9,28,Yes,1
06000380,26,2065076,3,5,133939,2241128,403721,6,33,No,Single,Business,App,Accident,Low,8,21,No,1
06000381,40,1586513,14,4,58680,1897687,319652,4,45,No,Single,Business,Phone,Health,High,1,21,No,1
06000382,66,302331,24,1,177659,561359,938530,2,44,No,Married,Business,Email,Health,Low,10,15,No,0
06000383,46,1647969,4,2,112244,747585,928609,3,32,Yes,Married,Professional,App,Accident,Medium,11,28,Yes,1
06000384,26,1828036,4,2,126208,2907648,378070,4,90,No,Single,Salaried,Phone,Accident,Low,12,46,Yes,1
06000385,21,2497811,11,1,57411,3755794,397379,4,32,Yes,Single,Salaried,Email,Life,Medium,0,22,No,0
06000386,27,613307,7,1,143194,1163015,585761,6,62,No,Other,Business,Phone,Accident,High,2,7,No,0
06000387,21,2850410,2,4,75566,229067,854758,5,23,Yes,Single,Professional,Email,Life,Low,4,17,No,1
06000388,38,2204600,7,5,118454,560172,467184,1,49,No,Married,Business,Phone,Life,High,11,9,No,0
06000389,46,2740572,0,0,126407,2095065,377747,5,62,No,Single,Salaried,App,Health,Medium,4,23,No,1
06000390,42,1313520,1,0,162786,2718896,3203,1,26,No,Single,Business,Email,Life,Low,12,10,Yes,0
06000391,36,751362,21,1,39883,526818,794763,3,86,No,Single,Business,Phone,Life,High,3,3,No,1
06000392,66,2252581,19,0,179076,3932735,575637,4,50,No,Other,Business,App,Accident,High,8,13,Yes,0
06000393,25,2458636,0,1,49367,2807174,446886,5,55,No,Other,Salaried,App,Life,Low,5,27,No,0
06000394,36,360057,1,0,173056,4344691,972195,3,53,Yes,Married,Professional,Email,Accident,Low,11,46,Yes,0
06000395,28,2638082,11,5,116818,2947933,393835,1,75,Yes,Married,Business,Email,Life,Low,5,18,Yes,1
06000396,67,1848691,4,4,95316,1776353,606604,2,31,Yes,Other,Business,Phone,Accident,High,12,39,No,0
06000397,47,2734100,21,4,60415,2896226,134649,4,28,Yes,Married,Professional,Phone,Life,Medium,5,31,Yes,0
06000398,64,2109337,13,5,27314,2553969,456480,2,59,No,Married,Professional,Phone,Life,High,9,2,Yes,1
06000399,60,1539836,6,1,74533,2913378,757925,2,48,No,Single,Salaried,Phone,Health,Medium,12,39,Yes,1
06000400,41,1578885,23,3,84077,883433,339880,2,41,No,Married,Salaried,Phone,Health,Low,1,45,No,0
06000401,45,987192,7,4,157946,4073333,891858,2,72,Yes,Other,Salaried,Email,Health,Medium,9,31,Yes,1
06000402,24,876908,13,2,43113,1140624,328854,3,32,No,Single,Business,Phone,Accident,Medium,1,54,No,1
06000403,23,807980,17,2,100998,1457197,1037972,4,55,Yes,Single,Professional,Phone,Health,Medium,2,37,Yes,1
06000404,30,2646050,25,0,131058,450206,100369,5,85,Yes,Single,Business,Email,Life,Medium,8,21,Yes,1
06000405,26,2104492,10,0,83960,3241577,1060131,6,56,No,Married,Business,App,Accident,Medium,11,0,No,1
06000406,66,2553665,22,3,101485,2589839,29894,2,60,No,Married,Professional,App,Life,High,3,13,No,0
06000407,35,1605108,23,0,39975,2155945,1120355,3,23,No,Other,Business,App,Health,Medium,10,37,Yes,0
06000408,65,1637121,18,2,64687,1638108,975096,2,22,No,Married,Business,Phone,Life,High,12,3,No,0
06000409,35,817712,0,4,142410,3084042,972973,2,39,Yes,Other,Professional,App,Life,Low,1,37,Yes,1
06000410,41,2552370,17,2,152493,1746693,462785,4,61,No,Single,Business,Email,Accident,High,0,47,No,1
06000411,21,2846787,8,5,58293,2958696,976063,1,47,Yes,Single,Salaried,Email,Accident,Low,4,24,Yes,1
06000412,47,1815664,15,4,137196,2319677,364518,4,42,Yes,Other,Salaried,Email,Health,High,11,17,Yes,0
06000413,56,265749,22,0,33461,1562549,755881,5,88,No,Other,Business,Phone,Accident,Low,5,43,Yes,1
06000414,24,2581364,8,0,21126,1371802,1136524,1,36,No,Other,Professional,Phone,Health,Low,3,24,Yes,0
06000415,28,2404053,21,0,129297,1829434,353191,2,24,Yes,Single,Business,Email,Accident,Low,9,8,No,0
06000416,36,423214,21,4,130189,519222,288007,4,79,No,Married,Professional,Email,Health,Low,6,1,No,1
06000417,66,592793,17,1,171047,1170013,379947,1,72,Yes,Married,Business,App,Accident,High,9,29,Yes,0
06000418,24,2063955,8,4,137597,1280805,62290,1,42,No,Other,Business,App,Life,High,8,34,No,0
06000419,69,1501969,24,4,23235,1356048,756983,4,62,No,Single,Salaried,Email,Accident,Medium,9,19,Yes,0
06000420,31,2946938,19,5,35472,1885673,664060,2,34,No,Married,Salaried,App,Life,High,12,30,Yes,1
06000421,35,912265,16,5,157623,4084864,684785,6,55,Yes,Married,Professional,Phone,Accident,Low,4,31,No,1
06000422,32,1190183,6,2,46254,2995573,1044222,5,45,Yes,Single,Professional,App,Health,High,3,22,No,0
06000423,55,2934988,20,3,46213,4006991,201876,5,89,No,Married,Business,App,Life,High,5,43,No,1
06000424,32,300281,5,0,104150,1995809,950693,2,71,Yes,Single,Professional,Phone,Health,Low,6,6,No,1
06000425,33,2756975,2,3,26312,2365946,629564,6,60,Yes,Married,Business,Email,Life,Medium,10,17,Yes,1
06000426,50,2637423,5,2,18578,1045992,285306,1,61,No,Single,Business,Phone,Accident,Medium,7,53,No,0
06000427,68,2017375,0,2,102710,3145941,895419,1,43,Yes,Other,Salaried,Phone,Life,Medium,9,34,Yes,0
06000428,44,2678800,24,0,113059,3053607,12136,5,87,Yes,Other,Business,App,Accident,High,5,16,Yes,1
06000429,34,385047,22,4,105952,3068145,567300,4,64,Yes,Married,Salaried,App,Health,Low,8,21,No,1
06000430,51,1402886,6,1,130447,675243,221826,4,29,Yes,Other,Salaried,App,Health,High,12,47,Yes,1
06000431,26,2547587,9,1,177312,3946154,730509,4,86,Yes,Married,Salaried,App,Accident,Medium,5,26,Yes,0
06000432,30,2498049,16,3,7139,711425,285971,1,20,No,Other,Professional,Email,Life,Medium,12,26,Yes,1
06000433,43,1481269,19,5,163953,281498,312515,5,65,No,Single,Salaried,Phone,Health,High,11,20,No,1
06000434,53,1047447,8,5,16954,3957993,482027,6,53,No,Other,Salaried,Email,Accident,Low,1,42,Yes,1
06000435,50,2675282,12,4,36127,1749312,295403,2,80,No,Other,Professional,Email,Accident,Medium,12,21,Yes,1
06000436,24,2459043,18,2,85887,3968187,270499,3,56,Yes,Other,Professional,Phone,Life,Low,7,6,No,0
06000437,31,429744,21,1,110339,4046534,509797,2,32,Yes,Married,Business,Phone,Health,Medium,0,14,No,0
06000438,58,1322997,6,3,149769,327487,295021,5,75,No,Other,Business,Phone,Accident,Low,11,18,Yes,1
06000439,33,1964265,1,3,93751,3619854,312322,2,23,Yes,Other,Salaried,Email,Accident,High,10,2,No,1
06000440,21,754051,20,2,98703,4013837,987469,2,81,No,Single,Salaried,Email,Life,Low,12,0,No,0
06000441,36,1643898,10,2,58144,4157323,832941,4,35,Yes,Married,Business,App,Accident,High,2,41,No,0
06000442,54,1903615,11,0,36386,4111046,627168,5,22,No,Other,Professional,Email,Health,High,7,42,No,0
06000443,46,690796,10,0,162357,2909624,298018,6,30,No,Other,Salaried,App,Health,Medium,2,54,No,1
06000444,35,348002,19,0,63522,3363718,731558,6,70,No,Single,Professional,Phone,Life,Medium,6,52,Yes,1
06000445,65,2775804,23,4,34412,1714924,62779,5,78,No,Other,Salaried,Phone,Accident,Low,9,25,No,0
06000446,37,1655109,8,3,11652,4246140,67178,2,94,Yes,Single,Professional,App,Health,High,12,19,No,1
06000447,64,1957163,11,4,53354,2733735,506081,6,45,No,Single,Professional,Phone,Life,Medium,2,14,Yes,0
06000448,48,1370795,3,3,72951,7325,313851,5,67,Yes,Married,Professional,App,Accident,Medium,5,55,No,1
06000449,41,458145,9,0,143400,227763,273433,2,53,No,Married,Professional,Email,Accident,Medium,8,52,Yes,0
06000450,27,290872,15,0,146819,2149965,994592,3,44,Yes,Single,Salaried,Phone,Accident,High,10,36,No,0
06000451,42,1976290,14,4,93752,2496473,785811,2,53,No,Married,Business,App,Accident,High,0,4,Yes,0
06000452,65,2248111,12,2,76837,2418634,330776,3,34,No,Other,Professional,Email,Accident,Low,6,53,No,0
06000453,27,1239143,2,0,50068,475779,29664,4,57,Yes,Single,Business,Phone,Health,High,7,19,No,0
06000454,69,394498,21,1,97401,4068867,995893,3,66,Yes,Single,Salaried,Email,Accident,High,4,4,Yes,1
06000455,24,2654279,4,5,88602,1244186,81570,5,42,No,Other,Salaried,Email,Health,Medium,8,45,Yes,1
06000456,67,1562531,3,2,41214,362111,961691,3,33,Yes,Single,Professional,App,Life,Medium,12,14,No,1
06000457,29,267659,21,5,33296,2773712,356039,3,83,Yes,Married,Business,App,Health,Low,11,14,No,1
06000458,57,410361,23,1,26466,4440955,396608,1,80,Yes,Married,Salaried,App,Health,Low,4,44,Yes,0
06000459,22,1330327,1,4,16173,4406000,363674,5,30,No,Married,Professional,Phone,Life,Low,1,55,No,0
06000460,54,2414297,24,2,138163,3049429,491235,2,88,No,Married,Salaried,Email,Accident,High,7,39,Yes,1
06000461,50,1453621,17,4,72069,543943,1179626,6,83,Yes,Married,Business,Phone,Health,High,9,28,Yes,1
06000462,37,599169,1,5,78418,2743489,323731,6,48,Yes,Other,Professional,App,Life,Medium,11,27,Yes,1
06000463,32,2230620,24,5,125813,929299,589879,3,82,No,Other,Salaried,Phone,Health,High,7,22,No,1
06000464,25,1714869,7,4,21706,1140426,637331,4,58,Yes,Married,Professional,Email,Accident,Medium,11,16,Yes,0
06000465,31,1137441,12,0,176919,2098528,239363,2,75,Yes,Single,Professional,Phone,Life,Low,1,1,No,0
06000466,41,2505308,10,5,170174,1522580,858374,6,45,No,Single,Business,Email,Life,Medium,1,33,No,0
06000467,45,2803656,5,3,157942,3500985,927853,1,87,No,Single,Salaried,Email,Health,High,1,28,No,0
06000468,57,2361085,20,1,26877,2806472,865568,5,60,No,Married,Business,App,Accident,Low,10,20,Yes,1
06000469,57,808217,15,2,27667,3888493,971776,4,29,Yes,Married,Salaried,Phone,Health,Medium,10,29,No,1
06000470,28,507718,7,5,9781,1088943,745029,6,52,Yes,Single,Salaried,Phone,Health,Medium,5,6,Yes,1
06000471,36,1698496,7,2,118080,3086282,423932,3,62,No,Single,Professional,App,Life,High,3,19,No,1
06000472,69,2401828,23,5,134157,1548490,725087,4,79,Yes,Other,Business,App,Accident,Medium,12,18,No,1
06000473,30,323566,24,0,107021,2671537,440831,1,32,No,Other,Business,Email,Life,Low,0,18,No,0
06000474,57,2609139,9,1,50930,2802105,746018,5,77,No,Single,Professional,Email,Accident,Medium,7,4,No,1
06000475,47,463285,16,5,57466,1163618,977377,6,56,No,Married,Salaried,Phone,Health,Low,10,44,No,1
06000476,25,2389515,6,4,57941,3483861,276857,2,25,Yes,Married,Professional,App,Health,High,7,17,No,1
06000477,35,1944282,11,1,102690,1506185,58893,1,38,No,Married,Salaried,Email,Health,High,10,15,Yes,1
06000478,64,1275335,11,0,138841,1514070,1031034,5,90,Yes,Married,Professional,Email,Accident,Low,11,49,No,0
06000479,49,2508552,19,0,105937,3388793,650635,6,59,No,Other,Professional,App,Accident,Low,3,12,No,1
06000480,51,2244658,6,3,10201,2481572,538066,1,59,Yes,Other,Professional,App,Accident,Medium,3,45,Yes,1
06000481,59,1610687,15,3,18994,3177673,1079099,1,82,No,Married,Professional,Phone,Life,Medium,8,27,No,0
06000482,61,2230831,24,5,40680,3941572,1063237,2,71,No,Other,Salaried,App,Accident,Medium,4,30,No,0
06000483,50,2420335,18,3,73847,2604498,155860,5,51,Yes,Single,Professional,App,Health,High,8,14,Yes,1
06000484,53,854174,9,2,59045,2969695,839335,1,79,No,Other,Professional,App,Health,Low,9,2,No,0
06000485,52,2073274,6,2,107700,4410465,180211,4,54,Yes,Other,Professional,Email,Life,High,11,52,No,1
06000486,38,1404862,11,4,54167,3560618,300313,6,37,Yes,Single,Salaried,Phone,Life,Medium,0,31,Yes,1
06000487,27,1946038,3,4,75981,3711718,331481,1,91,No,Other,Salaried,Phone,Health,Medium,3,23,No,1
06000488,42,2096132,9,2,75069,1266448,481218,2,38,No,Single,Professional,Phone,Health,High,2,42,Yes,1
06000489,22,2552490,9,5,165333,3329331,684221,6,73,Yes,Single,Professional,Phone,Accident,Medium,6,17,No,1
06000490,32,2176656,21,3,28376,46611,147906,5,39,Yes,Other,Business,App,Health,High,0,38,Yes,0
06000491,51,634249,10,3,111381,734018,697979,4,85,No,Single,Business,Phone,Life,Medium,3,33,Yes,1
