business_application_id,business_age_years,annual_revenue_inr,annual_profit_inr,loan_requested_inr,owner_credit_score,existing_business_debt_inr,monthly_cashflow_inr,tax_filing_years,late_payments_12m,industry,business_type,collateral_type,region,employee_count,has_audited_statements,owner_experience_years,bank_relationship_years,exporter,approved
08000228,58,25868770,1462092,4260960,561,469081,711046,15,6,Services,Proprietorship,None,East,3,No,19,15,Yes,1
08000229,60,19526317,2015877,2912031,654,3951618,106089,18,6,Services,Partnership,Property,North,4,No,13,10,Yes,0
08000230,54,16758041,5324752,4693449,602,896186,353266,12,4,Retail,Partnership,None,East,7,No,8,21,Yes,0
08000231,56,24575190,784069,1824094,800,2712960,-27293,2,5,Agriculture,Proprietorship,Deposit,South,0,Yes,21,13,No,1
08000232,27,17598721,4232120,7957671,828,1424446,62390,9,6,Manufacturing,Partnership,None,West,4,No,14,22,No,1
08000233,37,6205627,3207190,5522851,751,2141354,329357,23,4,Retail,Proprietorship,None,East,7,Yes,4,17,Yes,1
08000234,65,2053659,3864573,1616763,672,1886279,531213,0,3,Services,Partnership,Deposit,South,1,No,2,1,Yes,0
08000235,67,3863715,485562,5943707,736,350714,334267,21,4,Agriculture,Partnership,Property,West,5,Yes,24,17,Yes,0
08000236,52,33916376,5343449,4514929,533,91613,511867,6,7,Agriculture,Partnership,None,West,1,No,15,25,No,1
08000237,21,1443360,238950,3447521,639,2870114,205645,15,1,Retail,Proprietorship,Property,South,6,Yes,4,19,Yes,0
08000238,39,18599214,6719502,1242941,808,134691,-45271,21,1,Services,Proprietorship,None,West,7,No,3,0,Yes,1
08000239,34,30684725,3215575,2878253,843,3011922,479226,2,4,Agriculture,Proprietorship,None,East,5,No,1,10,Yes,0
08000240,39,17699720,7517204,1445726,845,2164595,352369,0,2,Services,Partnership,Deposit,East,5,Yes,24,6,No,1
08000241,64,4083193,6491125,391504,612,3737505,128063,6,5,Services,Private limited,Property,South,6,No,11,1,Yes,1
08000242,35,5842792,6249531,3171203,506,123115,236495,13,4,Services,Proprietorship,Deposit,South,1,No,3,13,No,0
08000243,22,33896955,7243797,5579499,579,8683,276537,11,2,Services,Partnership,None,West,2,Yes,22,14,Yes,0
08000244,48,5675140,7710850,2289611,791,2870566,464469,15,6,Manufacturing,Proprietorship,Deposit,South,3,No,0,19,No,1
08000245,46,30257332,3586729,664030,518,627247,835680,10,4,Services,Proprietorship,Property,North,3,Yes,25,1,No,1
08000246,22,26521980,7255336,7277948,571,339482,520052,24,1,Manufacturing,Partnership,Property,South,2,No,1,24,No,0
08000247,63,27462644,5157013,4259568,767,2527897,744281,16,7,Retail,Proprietorship,Property,South,3,No,12,2,Yes,1
08000248,21,15522467,7050667,7126174,739,647721,-45572,6,2,Agriculture,Proprietorship,Deposit,North,8,Yes,19,24,Yes,0
08000249,41,15411953,6575318,6152473,531,1091789,570454,23,5,Agriculture,Partnership,Property,North,1,No,3,7,No,0
08000250,38,6569903,1556973,7927728,622,2492595,483539,6,2,Agriculture,Proprietorship,Deposit,East,4,Yes,9,16,No,0
08000251,38,33369834,5218970,7701461,845,451850,81532,23,6,Retail,Private limited,None,South,4,Yes,22,18,No,1
08000252,37,16618499,4110418,3642316,556,2539274,566506,9,4,Agriculture,Partnership,Property,East,8,Yes,14,5,No,0
08000253,35,13635594,6073209,584104,840,3744200,-61085,6,1,Manufacturing,Private limited,Property,West,3,No,20,9,No,1
08000254,41,2788251,5909404,7562691,695,3933922,627735,18,3,Services,Private limited,None,North,2,Yes,1,9,No,0
08000255,25,31107886,2226037,1865339,579,2469119,508404,2,0,Retail,Proprietorship,Property,South,3,Yes,25,4,Yes,0
08000256,51,26631830,5071185,2413152,741,1702027,626901,17,0,Agriculture,Proprietorship,Deposit,North,4,Yes,2,14,Yes,0
08000257,55,7419161,7775885,4556355,771,1877624,414474,1,7,Agriculture,Partnership,Property,East,0,Yes,6,24,No,1
08000258,43,27654065,4010163,325965,486,2434243,355427,10,6,Retail,Private limited,None,South,6,Yes,21,18,No,0
08000259,41,14767140,2012968,4900438,723,3978886,173838,4,3,Retail,Partnership,Property,West,6,No,5,0,No,1
08000260,23,30528623,6067636,3749660,691,512617,715376,19,3,Manufacturing,Proprietorship,Deposit,North,8,No,21,24,Yes,0
08000261,49,4903138,1319754,4606352,583,3208060,49774,24,2,Services,Proprietorship,None,West,8,No,14,13,Yes,0
08000262,29,15813007,1795067,2794387,791,3356362,4037,14,7,Agriculture,Private limited,Deposit,West,0,Yes,9,3,Yes,1
08000263,21,15756584,4069642,4285738,760,32926,787238,17,7,Agriculture,Partnership,None,South,8,Yes,10,0,No,0
08000264,29,19695858,1951919,4259015,580,3883256,717952,6,2,Retail,Private limited,None,South,7,Yes,21,8,Yes,0
08000265,35,29001460,6026634,7834842,594,1717048,703897,0,4,Retail,Partnership,Deposit,West,3,Yes,10,4,No,1
08000266,67,13289601,4271918,6095622,648,2963307,424974,23,0,Services,Partnership,Property,West,4,No,22,23,Yes,0
08000267,43,12216028,1154143,2973257,592,3254715,-56703,16,0,Agriculture,Proprietorship,None,East,3,No,16,9,Yes,0
08000268,64,19726809,2097867,2451707,769,1411382,342380,10,0,Agriculture,Partnership,None,North,0,Yes,23,22,Yes,0
08000269,64,16142020,5227796,4958302,632,709295,743175,18,3,Services,Private limited,Deposit,North,7,No,2,19,No,0
08000270,46,5109397,2275216,4680819,672,718561,40486,1,0,Agriculture,Partnership,Property,East,0,Yes,20,0,Yes,1
08000271,23,18995308,304545,3001452,606,846965,-37676,20,5,Retail,Private limited,Property,North,1,Yes,8,15,No,0
08000272,54,20762289,4011610,5870083,498,1708946,451439,18,4,Services,Partnership,Property,South,7,Yes,5,3,Yes,0
08000273,31,10597181,5451722,586205,565,1529854,89117,6,6,Manufacturing,Partnership,Deposit,South,7,Yes,0,7,No,1
08000274,55,25145412,-124123,6837098,526,2047090,135682,24,0,Agriculture,Private limited,Deposit,South,1,Yes,6,16,Yes,0
08000275,68,18360908,1373057,1505090,848,49033,698158,23,6,Services,Proprietorship,Deposit,North,6,Yes,21,14,No,1
08000276,25,10321790,7947855,2100617,593,2295359,22835,6,5,Agriculture,Private limited,Deposit,West,5,Yes,1,18,No,0
08000277,55,28936922,7210982,330308,719,588926,95230,6,5,Retail,Proprietorship,Property,East,4,Yes,0,7,No,1
08000278,33,29875835,317377,7600818,651,1446723,114439,21,6,Retail,Partnership,None,North,5,No,14,13,No,1
08000279,64,32752297,-216781,3611804,667,2715411,101582,9,0,Retail,Proprietorship,Deposit,West,7,Yes,12,25,Yes,0
08000280,61,5962653,1483434,3425209,521,2313136,272360,9,0,Retail,Proprietorship,None,North,5,No,15,5,No,0
08000281,55,17296179,7153501,636489,676,561413,-60218,0,5,Retail,Private limited,None,East,0,No,10,3,No,1
08000282,53,9218080,5346189,6035878,481,2711682,339045,17,5,Services,Partnership,Property,North,6,Yes,20,20,No,0
08000283,56,24422741,8060,1186610,813,2936309,360791,5,2,Services,Partnership,Deposit,West,2,No,4,16,No,1
08000284,27,3711613,429635,6544861,609,172723,-21745,9,0,Manufacturing,Partnership,None,West,0,Yes,18,15,Yes,0
08000285,63,14430572,7886005,3447211,526,81043,504788,14,7,Agriculture,Proprietorship,None,West,5,No,13,21,No,1
08000286,45,31761003,244183,3087725,725,3057813,169623,2,0,Services,Private limited,Property,West,1,Yes,0,23,No,0
08000287,52,29623651,5728810,1784436,769,294995,759736,14,7,Manufacturing,Partnership,Property,North,0,No,11,13,Yes,1
08000288,53,5204159,918417,5815299,575,1649931,797101,3,2,Services,Partnership,Deposit,North,6,No,19,11,No,0
08000289,50,18243861,2699850,6640100,805,264332,157193,8,7,Agriculture,Proprietorship,Property,West,3,Yes,11,9,Yes,1
08000290,28,25112593,1171811,7274573,590,903887,-18841,15,5,Agriculture,Partnership,None,North,6,Yes,23,23,Yes,0
08000291,64,2860329,3582878,7689299,771,2089282,698359,18,0,Retail,Proprietorship,None,South,3,Yes,0,22,No,1
08000292,59,32451906,2100045,2123456,729,2226119,116851,17,0,Agriculture,Partnership,Deposit,East,7,Yes,17,12,Yes,1
08000293,53,8202760,5481449,3019828,646,1407031,389555,19,3,Services,Partnership,None,East,0,No,0,22,Yes,1
08000294,28,21772270,7923418,5211925,567,851206,833150,3,4,Retail,Private limited,None,West,2,Yes,18,5,No,1
08000295,49,11167096,6382310,7281645,723,3025494,562694,5,5,Services,Private limited,Deposit,East,5,Yes,7,13,No,0
08000296,45,12213485,2429092,7546956,715,3987948,675814,9,5,Manufacturing,Partnership,None,South,5,Yes,5,4,No,1
08000297,66,17277300,4358502,4129924,772,1819636,77040,4,4,Agriculture,Proprietorship,Property,North,3,No,11,11,Yes,1
08000298,59,34685118,2533227,1087432,716,2611316,265411,14,1,Agriculture,Proprietorship,Property,East,2,No,21,21,Yes,1
08000299,34,28318580,4673718,1361549,640,2658922,296434,3,6,Services,Proprietorship,None,West,6,No,21,12,No,1
08000300,40,29325135,1704297,6285313,579,974033,34490,17,3,Agriculture,Partnership,None,East,3,Yes,19,25,No,0
08000301,30,22050008,724698,3692573,691,826697,63660,6,2,Services,Partnership,Deposit,North,6,No,23,4,No,1
08000302,39,1447609,2955734,7041589,585,2881492,-6406,1,5,Services,Private limited,Property,North,6,Yes,14,12,Yes,0
08000303,47,33209792,77489,4914057,665,1524405,307160,9,1,Retail,Private limited,None,North,4,Yes,0,4,No,0
08000304,65,13148104,1650384,4682431,673,637877,661310,16,3,Manufacturing,Private limited,Property,North,6,Yes,14,24,Yes,1
08000305,28,3934633,3555849,6531401,492,2377399,37496,8,5,Agriculture,Proprietorship,Deposit,West,1,Yes,4,10,No,0
08000306,49,25948387,3379106,5316609,538,228056,804429,21,6,Agriculture,Partnership,Property,East,2,Yes,4,20,No,0
08000307,55,29452874,3137550,2089824,749,1129942,418668,9,4,Manufacturing,Partnership,None,South,7,Yes,24,25,Yes,1
08000308,48,8161192,4558743,3087491,825,1814429,-51215,25,5,Manufacturing,Partnership,None,South,1,No,23,17,No,1
08000309,64,21593753,393527,6649645,500,2665747,179574,10,4,Manufacturing,Private limited,Property,North,6,No,20,22,No,0
08000310,34,33694145,5832620,737340,615,3535085,117607,25,3,Services,Partnership,Property,North,1,Yes,22,24,No,1
08000311,44,12015848,6681855,4153136,561,1263110,528910,10,6,Manufacturing,Proprietorship,Property,North,0,Yes,23,0,Yes,1
08000312,67,12029829,2173435,2354620,815,2979240,-59236,21,2,Services,Partnership,Property,West,4,Yes,6,12,Yes,0
08000313,66,34088022,4951261,7596676,707,2041403,-43120,0,7,Retail,Proprietorship,Property,South,1,Yes,4,0,No,1
08000314,23,29974674,5589134,7604919,562,249787,621747,25,6,Services,Proprietorship,Deposit,East,8,Yes,4,3,No,0
08000315,25,29504168,6797733,1155409,844,649932,147620,11,4,Manufacturing,Private limited,None,West,0,Yes,22,21,Yes,1
08000316,40,28304564,3921896,4126977,640,1518206,707983,19,6,Manufacturing,Private limited,Property,South,2,No,18,4,Yes,1
08000317,55,15042437,2271910,4594771,499,3892374,307820,24,1,Retail,Partnership,Property,South,2,Yes,22,8,Yes,0
08000318,66,8234134,6942850,5148365,747,884670,291817,11,1,Agriculture,Partnership,Property,North,3,Yes,4,21,No,1
08000319,59,16822692,1349447,1783979,665,1239171,543875,2,3,Manufacturing,Proprietorship,None,West,4,No,23,21,No,1
08000320,65,4764438,2846314,4936542,621,1969977,404354,18,2,Services,Partnership,Property,East,2,Yes,13,7,No,0
08000321,37,22736422,5544311,4982405,481,838983,680372,17,6,Agriculture,Proprietorship,None,South,4,No,8,15,Yes,0
08000322,30,7441426,2544938,2394670,792,2670731,511448,17,7,Agriculture,Proprietorship,Deposit,East,6,No,15,23,No,0
08000323,54,2843719,6483415,5991233,841,2671954,-29431,4,2,Services,Private limited,Property,East,4,Yes,13,15,No,1
08000324,47,26150953,4803232,5509326,695,3440385,151217,9,6,Retail,Private limited,None,North,7,Yes,14,10,Yes,1
08000325,53,2211817,6501299,3950024,818,3216875,574227,2,7,Manufacturing,Proprietorship,Property,South,1,No,15,1,Yes,1
08000326,36,3652923,1641340,5574403,735,127109,461967,20,5,Services,Partnership,Deposit,South,2,No,14,16,Yes,1
08000327,36,17417105,6892560,7093106,809,2453012,630790,8,2,Retail,Private limited,Deposit,South,8,Yes,3,8,No,1
08000328,42,21583492,1324780,3733200,496,813516,141376,6,4,Agriculture,Private limited,None,South,5,Yes,1,9,Yes,0
08000329,25,22186855,4585693,296959,696,1879238,-50922,6,6,Agriculture,Private limited,None,East,6,No,1,7,No,1
08000330,34,8070632,131471,3035421,519,836172,546584,3,0,Retail,Partnership,Deposit,South,5,No,0,13,No,1
08000331,45,16993293,4753774,4135747,659,2517052,-8827,24,0,Agriculture,Proprietorship,None,South,7,No,16,4,No,0
08000332,52,5533143,7841992,4207673,505,269271,698464,1,0,Retail,Partnership,Deposit,South,7,Yes,6,18,No,0
08000333,37,14237656,-52351,449673,569,2160488,817918,22,6,Services,Proprietorship,Deposit,South,4,Yes,7,20,Yes,1
08000334,38,4605341,4456894,1572812,482,3773234,711190,1,2,Services,Private limited,None,North,5,No,6,0,Yes,0
08000335,50,4360957,4521018,1734122,707,3285265,300138,14,7,Services,Private limited,Deposit,South,6,Yes,6,6,Yes,1
08000336,31,11313416,5515571,7013167,609,392616,-18075,17,4,Manufacturing,Private limited,Deposit,South,4,No,5,1,No,1
08000337,44,18384022,1460051,4910167,680,637874,302184,1,1,Manufacturing,Proprietorship,Deposit,South,5,Yes,1,24,Yes,1
08000338,49,22837562,7186410,1118427,684,955562,66207,11,2,Services,Partnership,None,East,0,No,6,8,Yes,1
08000339,40,20028407,2572185,1136847,663,3642142,379983,24,0,Agriculture,Private limited,None,West,3,Yes,8,8,No,0
08000340,60,23583155,3447862,2610643,669,3019352,12164,13,4,Retail,Partnership,None,South,3,Yes,15,0,No,0
08000341,50,25944403,6989819,685153,696,2931746,773836,18,1,Services,Proprietorship,Property,West,4,Yes,6,7,No,1
08000342,63,14843977,7685125,3960397,543,3280415,649443,15,3,Manufacturing,Partnership,None,North,8,Yes,20,8,Yes,1
08000343,46,2006177,-152746,966248,622,2408460,34179,4,6,Services,Partnership,Property,North,8,Yes,19,24,No,1
08000344,46,2323465,4700252,3968004,747,3612086,667482,25,5,Retail,Partnership,Deposit,North,3,No,17,20,Yes,0
08000345,42,34912681,4401408,4832752,656,1530434,203222,7,7,Services,Proprietorship,None,South,7,Yes,11,12,Yes,0
08000346,21,29310714,209161,1667150,722,1124858,612484,19,4,Manufacturing,Proprietorship,Deposit,South,7,No,5,14,No,1
08000347,25,26491045,97991,7523322,624,3519872,547129,7,2,Agriculture,Private limited,None,North,5,Yes,2,0,No,1
08000348,42,20064767,7973447,2432313,810,3667437,92118,1,6,Manufacturing,Partnership,Deposit,South,2,No,7,21,Yes,1
08000349,31,12101020,6248228,3939612,779,2727020,479908,21,5,Services,Partnership,Deposit,North,3,Yes,4,9,Yes,1
08000350,25,28471215,5329746,6148379,602,3433279,279517,7,4,Agriculture,Private limited,None,West,0,No,4,6,No,1
08000351,54,15191355,2810595,7330497,824,1127394,168506,18,5,Retail,Proprietorship,Deposit,East,8,No,18,3,Yes,1
08000352,25,26693168,3413084,4001214,822,813735,320251,13,5,Agriculture,Partnership,Property,East,4,Yes,19,15,Yes,1
08000353,30,15167513,7379695,2408857,679,1150787,376385,13,7,Agriculture,Partnership,None,North,5,No,19,25,No,1
08000354,51,20032540,7289793,7990456,693,2589675,465512,3,0,Agriculture,Proprietorship,Property,West,0,No,13,21,No,1
08000355,51,31952611,2438915,6002073,507,1104034,806242,20,2,Agriculture,Partnership,Property,North,3,No,1,16,Yes,0
08000356,55,4726631,1933901,3807158,623,254739,579685,23,1,Agriculture,Private limited,Deposit,North,3,No,17,4,No,1
08000357,34,25614472,3090324,2180945,554,2225981,1767,1,5,Retail,Private limited,None,North,7,Yes,18,8,No,1
08000358,56,21726184,1503538,470662,612,3577239,766567,2,7,Services,Private limited,Deposit,West,2,No,15,22,Yes,1
08000359,30,34645436,3131499,5057014,709,3874314,552812,8,0,Retail,Proprietorship,Property,South,0,Yes,0,14,Yes,0
08000360,67,27117044,5224484,2484403,488,1133154,404559,8,5,Retail,Partnership,Property,South,4,Yes,5,14,No,0
08000361,69,22004711,3508358,5286679,784,2744860,722908,5,4,Manufacturing,Partnership,None,South,0,Yes,24,11,No,1
08000362,48,9696363,3313667,505923,610,2761451,736904,25,4,Manufacturing,Partnership,None,South,5,No,4,2,Yes,0
08000363,55,3377664,2323943,4331920,595,3685790,258627,11,2,Retail,Private limited,Property,South,2,Yes,0,9,No,1
08000364,64,30209976,1322707,3122725,539,628660,812211,12,2,Retail,Partnership,Property,East,8,Yes,13,3,No,0
08000365,25,11001766,2493363,7428016,725,434953,750290,10,6,Services,Proprietorship,None,East,4,Yes,25,22,No,1
08000366,49,29770080,5868999,7899215,758,2889222,399365,7,6,Agriculture,Partnership,None,East,3,No,12,0,Yes,1
08000367,54,4481032,3716380,1434853,695,2416549,771616,5,7,Agriculture,Proprietorship,None,East,0,Yes,12,18,Yes,1
08000368,60,5474538,5503411,2148489,749,741758,139517,0,4,Retail,Partnership,None,East,6,Yes,11,18,No,1
08000369,49,23912497,903166,4554479,519,2080462,-71512,11,3,Retail,Proprietorship,Property,South,8,No,13,9,No,0
08000370,64,33656067,2565238,5210843,666,2926951,-51588,5,3,Agriculture,Partnership,Property,North,5,No,17,25,No,0
08000371,52,2800442,5707963,2311308,556,3120937,-58403,6,5,Agriculture,Proprietorship,Deposit,West,1,Yes,9,5,No,0
08000372,26,16401347,1310098,3875692,700,3198670,754675,2,3,Retail,Partnership,Property,South,4,No,16,3,No,0
08000373,33,15473990,3811708,3661173,591,300840,840544,14,7,Retail,Private limited,None,East,4,No,23,24,No,0
08000374,27,3966212,2049031,5236856,738,3728487,483477,23,7,Services,Partnership,None,East,8,No,24,19,No,1
08000375,57,3209621,6697102,3543910,677,385464,554225,12,2,Manufacturing,Proprietorship,Property,North,0,No,13,11,No,0
08000376,52,20433594,4748710,4156813,700,1588182,297230,21,3,Retail,Proprietorship,Deposit,North,4,Yes,2,2,Yes,0
08000377,44,11821541,75235,385268,546,1347910,-25053,7,4,Manufacturing,Proprietorship,None,West,1,No,3,3,Yes,1
08000378,49,27355743,5719347,600628,549,3459460,736010,14,4,Agriculture,Private limited,Property,East,1,Yes,1,10,No,0
08000379,30,14471436,5287186,6362314,504,2794119,425409,4,7,Retail,Private limited,Property,West,8,No,2,14,No,1
08000380,57,22473897,2451031,1310088,841,3171587,617304,5,7,Agriculture,Private limited,Deposit,West,6,Yes,11,23,No,1
08000381,25,27888156,6504712,7439672,763,3405594,786009,25,1,Manufacturing,Partnership,None,East,3,No,11,13,Yes,1
08000382,30,1776061,5824478,6088335,789,2436075,699971,12,5,Retail,Proprietorship,Deposit,South,1,Yes,2,14,Yes,1
08000383,46,7311828,6336109,2165290,491,2461368,23620,18,6,Retail,Private limited,Deposit,East,3,No,20,3,No,1
08000384,49,12030695,2673209,7618524,676,1990272,300748,13,4,Retail,Private limited,Property,East,7,Yes,10,3,Yes,1
08000385,44,24240414,2220427,708286,480,2202542,328666,4,2,Agriculture,Proprietorship,None,East,1,Yes,16,5,Yes,0
08000386,67,30679488,2798474,622715,738,1429808,-64034,8,5,Manufacturing,Private limited,Deposit,North,8,Yes,15,2,No,0
08000387,63,22463197,5521581,784267,699,577472,377194,21,2,Retail,Partnership,Property,West,4,No,1,17,Yes,0
08000388,36,27270799,7998484,4528542,589,435386,806292,14,1,Services,Private limited,Property,East,2,Yes,23,17,Yes,1
08000389,60,15970644,2543301,3792465,511,1331235,699090,21,1,Services,Proprietorship,Deposit,East,3,Yes,24,22,Yes,0
08000390,43,12235534,6796425,6341504,691,2799321,86914,25,1,Retail,Partnership,None,North,7,No,19,22,Yes,1
08000391,67,14693406,5519660,6638548,680,3641208,487591,12,2,Retail,Private limited,Property,North,6,Yes,1,3,No,0
08000392,53,10838209,3408424,6434754,828,1740143,798103,18,2,Retail,Partnership,Deposit,North,3,Yes,11,7,No,1
08000393,69,17740817,5961878,2723236,658,503596,184275,20,7,Retail,Private limited,None,North,0,Yes,5,3,Yes,1
08000394,59,5001498,1946373,2993885,632,476792,103891,21,5,Retail,Proprietorship,Deposit,West,5,Yes,10,22,Yes,0
08000395,57,8954303,4660144,4126940,638,3055274,406034,23,2,Retail,Proprietorship,Deposit,South,5,No,8,0,Yes,0
08000396,43,20920833,933169,3298516,545,1772417,67874,13,0,Agriculture,Private limited,Property,East,0,Yes,3,13,No,0
08000397,56,21227807,3591659,4460859,527,3223777,678345,23,7,Retail,Private limited,Deposit,North,4,Yes,16,9,No,0
08000398,27,25253394,4792399,3647358,838,612725,761315,16,6,Retail,Partnership,Deposit,East,4,Yes,9,17,No,1
08000399,49,24471838,3527000,6559297,700,2037114,412924,21,5,Manufacturing,Partnership,Deposit,South,1,Yes,21,23,No,1
08000400,66,33109289,421654,3016367,515,3032988,609726,2,7,Retail,Partnership,Deposit,West,3,Yes,1,5,No,1
08000401,55,29005246,5120745,6688362,516,2523963,432244,2,5,Services,Proprietorship,Property,North,8,Yes,12,10,Yes,0
08000402,28,6311943,3508994,3597645,699,2372583,752652,6,1,Retail,Private limited,None,North,0,Yes,20,2,Yes,1
08000403,36,33230157,4210766,7344713,684,2021222,-22985,1,2,Manufacturing,Partnership,None,West,7,No,12,9,Yes,1
08000404,63,19562348,6888570,1381103,510,2886163,730288,1,4,Manufacturing,Partnership,Property,West,1,No,19,12,No,1
08000405,36,22805727,4157420,6338328,679,856565,822945,10,6,Manufacturing,Private limited,Property,West,7,Yes,21,13,No,0
08000406,68,33236855,3675282,5552479,731,2297577,686122,4,1,Services,Partnership,Deposit,North,6,No,11,22,No,0
08000407,57,27616771,7591712,3476189,485,1387343,95578,0,1,Services,Partnership,Property,West,3,Yes,24,12,No,0
08000408,36,12347156,393007,7378426,701,2862805,552877,9,0,Agriculture,Partnership,Property,South,3,No,19,2,No,0
08000409,44,29298974,4901988,2657431,550,1632809,119320,17,5,Services,Private limited,None,South,1,Yes,2,22,Yes,0
08000410,37,5786333,7043143,4509567,789,3117257,720129,24,5,Agriculture,Proprietorship,None,East,3,Yes,21,20,No,1
08000411,44,31075180,3630597,4322067,521,3740682,547604,22,7,Agriculture,Proprietorship,Deposit,South,1,Yes,23,23,No,1
08000412,44,4668953,5447476,2425255,640,1329355,255666,19,3,Manufacturing,Partnership,None,East,2,No,0,2,Yes,0
08000413,34,8905092,3438354,2908389,695,1304520,609722,23,5,Agriculture,Private limited,Property,West,5,Yes,9,21,No,0
08000414,39,29324695,7614288,4034296,669,1331342,234130,3,7,Retail,Private limited,Property,South,2,Yes,1,13,No,1
08000415,22,19261498,1078245,2835453,709,1017514,11187,10,4,Agriculture,Partnership,Deposit,South,6,Yes,0,16,Yes,0
08000416,47,6337598,7831918,7047054,495,702453,834239,25,4,Manufacturing,Private limited,None,North,4,Yes,24,9,No,0
08000417,46,9397960,2979936,5746495,730,2214963,32603,3,3,Agriculture,Partnership,Deposit,West,2,No,24,22,No,1
08000418,29,2586946,-162991,1582107,763,1129530,813901,20,7,Manufacturing,Private limited,Deposit,North,7,Yes,18,16,Yes,1
08000419,36,32877728,3705345,1913281,491,1068888,713168,12,6,Retail,Partnership,None,West,8,No,7,14,Yes,1
08000420,30,21169935,2797456,4363871,741,2562391,35756,2,1,Retail,Proprietorship,Property,South,6,No,21,15,No,1
08000421,64,26764842,141064,5291451,759,1946699,633011,12,5,Retail,Partnership,Deposit,North,4,Yes,8,10,No,0
08000422,28,8102109,836521,4883952,685,3431449,481034,18,1,Services,Proprietorship,None,South,8,Yes,7,11,Yes,0
08000423,48,8771445,3895417,5460735,553,3323843,209292,12,5,Manufacturing,Proprietorship,None,North,2,Yes,6,10,Yes,0
08000424,49,13652517,4810416,1089788,705,3464929,38172,9,0,Retail,Proprietorship,None,South,0,Yes,9,12,Yes,0
08000425,22,26606042,2686759,1865966,647,1891764,-53540,7,2,Retail,Private limited,Property,West,4,No,24,5,Yes,0
08000426,48,13688031,1107082,6208458,523,2751080,556560,15,7,Manufacturing,Private limited,Property,West,1,No,11,12,No,0
08000427,61,29336015,6549741,6888547,782,1760850,216980,24,4,Agriculture,Partnership,Deposit,North,1,No,3,0,Yes,1
08000428,35,30332738,558739,3886787,724,2786038,369852,22,0,Agriculture,Private limited,None,West,7,No,22,8,No,0
08000429,69,18520827,3646878,2060112,626,285796,773124,14,3,Retail,Partnership,Property,South,3,No,15,23,Yes,1
08000430,30,29100582,3195861,1787500,630,2794526,581426,25,3,Retail,Partnership,Deposit,West,3,No,24,2,Yes,1
08000431,55,14993726,4561490,943138,671,1616858,336136,19,2,Agriculture,Private limited,None,South,2,Yes,11,5,Yes,1
08000432,35,5025432,4966682,2649335,573,3661015,503841,3,0,Services,Proprietorship,Property,East,3,No,20,18,No,0
08000433,66,34317699,4107883,3689656,813,1339492,644966,0,0,Agriculture,Partnership,Deposit,North,1,Yes,22,5,No,1
08000434,32,2952253,5756795,4337649,531,3191935,761641,18,6,Agriculture,Private limited,None,West,8,Yes,13,13,No,0
08000435,61,33930965,-205745,5069533,636,2513828,174839,9,3,Retail,Private limited,Deposit,North,2,No,25,15,Yes,0
08000436,35,16658578,5176434,1615899,787,2128524,487708,20,2,Manufacturing,Proprietorship,Property,South,6,No,4,10,Yes,0
08000437,65,6779747,2117526,2114640,721,1555168,842463,18,0,Agriculture,Proprietorship,Deposit,South,6,Yes,8,12,No,0
08000438,52,34785715,5113458,6756933,642,797408,523792,5,0,Agriculture,Private limited,None,South,0,No,11,12,Yes,1
08000439,42,21028931,7182027,2640321,830,3809028,349001,21,1,Agriculture,Proprietorship,None,East,7,Yes,12,18,No,0
08000440,42,33473321,6233846,6692901,830,1850663,533864,1,3,Agriculture,Private limited,Deposit,East,5,No,0,4,No,1
08000441,40,32824264,6248678,3314141,551,2405086,720976,5,4,Services,Proprietorship,Deposit,North,2,Yes,12,20,No,0
08000442,40,19309996,3007852,812550,582,1519989,661056,10,1,Manufacturing,Proprietorship,Property,East,3,Yes,2,1,No,0
08000443,37,25381373,4017102,4819323,505,1770456,236994,9,0,Services,Proprietorship,Deposit,West,2,Yes,22,6,No,1
08000444,52,17063185,1162676,5002641,790,905354,10823,16,5,Services,Proprietorship,Deposit,North,3,No,15,25,Yes,1
08000445,56,10027018,2545258,966839,825,2391326,-47476,15,6,Services,Partnership,Deposit,South,4,No,15,18,Yes,1
08000446,62,24837948,4403370,323595,751,1064695,514253,12,6,Manufacturing,Partnership,Deposit,West,0,No,25,22,No,1
08000447,24,11150381,2762857,4994513,651,525596,79459,15,7,Services,Partnership,None,West,8,Yes,25,1,No,1
08000448,57,25723086,1729204,2128929,803,3978790,169103,0,2,Agriculture,Proprietorship,Deposit,South,6,Yes,11,14,Yes,1
08000449,48,16934556,191907,6383740,501,953216,415129,6,1,Retail,Private limited,Property,East,0,No,7,15,No,0
08000450,37,12073326,2039845,4845888,731,2889233,264830,20,6,Services,Private limited,Property,West,6,No,17,23,No,1
08000451,52,27280395,5715947,936096,747,2147655,560944,12,3,Manufacturing,Proprietorship,Deposit,East,3,No,2,1,Yes,0
08000452,51,13341395,7872465,915030,764,2656693,34616,14,5,Agriculture,Partnership,Property,East,3,No,15,19,No,1
08000453,52,30751698,5981924,6851297,750,30616,565085,23,0,Agriculture,Partnership,Property,East,3,No,12,13,Yes,0
08000454,63,13366208,2807854,457717,819,2970604,195680,3,4,Agriculture,Partnership,Property,South,4,Yes,6,6,No,1
08000455,52,21210368,1146103,7469057,736,2210131,111649,22,2,Services,Proprietorship,None,North,4,Yes,25,9,Yes,0
08000456,56,29539867,1043302,6009720,608,1069986,653274,1,0,Services,Partnership,None,South,7,No,8,20,Yes,0
