customer_id,age,tenure_months,average_balance_inr,products_held,monthly_transactions,complaints_6m,mobile_logins_30d,fee_charges_6m,days_since_last_login,salary_credit,has_credit_card,account_type,service_rating,branch_region,preferred_channel,relationship_tier,missed_calls_3m,autopay_enabled,churned
04000261,47,65,42,6,12,5,26,2,116,Yes,Yes,Salary,5,Urban,Branch,Platinum,10,Yes,1
04000262,55,42,46,5,5,8,33,1,57,No,Yes,Salary,4,Metro,Phone,Platinum,6,No,0
04000263,52,46,28,1,36,7,5,6,17,Yes,Yes,Salary,5,Metro,Phone,Gold,7,No,0
04000264,67,7,28,3,62,4,13,1,46,Yes,No,Salary,5,Rural,Branch,Platinum,4,No,1
04000265,38,63,61,2,84,1,34,1,98,No,Yes,Salary,4,Rural,Branch,Standard,1,No,0
04000266,57,52,63,1,74,2,45,6,98,Yes,Yes,Current,3,Rural,App,Standard,9,No,1
04000267,51,75,26,6,62,7,4,4,66,Yes,Yes,Salary,3,Urban,App,Platinum,9,No,0
04000268,34,47,31,1,26,4,19,5,105,Yes,Yes,Salary,2,Metro,Phone,Standard,2,No,1
04000269,49,26,56,6,77,2,4,6,27,Yes,No,Current,3,Urban,Phone,Gold,4,Yes,1
04000270,62,42,35,6,28,0,37,8,179,Yes,Yes,Salary,5,Rural,Branch,Standard,1,Yes,1
04000271,56,45,59,1,50,3,6,2,63,No,No,Current,4,Urban,App,Standard,0,Yes,0
04000272,32,0,49,6,18,7,27,8,152,Yes,Yes,Current,4,Urban,App,Platinum,9,No,1
04000273,69,56,59,6,31,6,15,10,104,No,Yes,Salary,5,Rural,Phone,Standard,5,Yes,1
04000274,56,47,32,5,73,1,17,9,173,No,No,Current,3,Metro,Phone,Standard,9,Yes,1
04000275,45,20,67,4,51,3,25,7,17,Yes,Yes,Salary,5,Rural,App,Standard,7,Yes,1
04000276,39,60,22,2,31,7,24,3,112,No,Yes,Salary,3,Rural,Phone,Platinum,5,Yes,1
04000277,41,22,61,5,54,3,18,5,67,No,Yes,Current,2,Urban,App,Gold,3,No,0
04000278,34,43,53,3,22,3,12,1,20,Yes,No,Current,5,Rural,Phone,Platinum,9,No,0
04000279,49,17,65,1,35,1,1,6,29,Yes,Yes,Current,1,Rural,App,Standard,2,Yes,0
04000280,52,79,48,3,24,0,40,0,170,No,No,Salary,1,Urban,Branch,Platinum,10,Yes,1
04000281,55,4,69,2,75,7,33,7,101,No,Yes,Savings,1,Metro,App,Gold,7,Yes,0
04000282,63,33,62,6,55,5,53,2,81,No,Yes,Savings,1,Urban,Branch,Standard,0,No,1
04000283,25,51,46,3,47,1,14,8,86,Yes,No,Savings,1,Rural,Branch,Platinum,8,No,0
04000284,57,79,23,4,50,8,49,1,31,No,No,Current,2,Urban,Branch,Standard,3,No,0
04000285,41,51,34,5,77,8,15,7,17,No,No,Current,3,Rural,Phone,Platinum,10,No,0
04000286,25,19,21,4,22,6,52,6,115,No,Yes,Current,3,Metro,Phone,Gold,6,No,1
04000287,49,7,58,5,10,4,3,5,0,No,Yes,Salary,1,Urban,Branch,Gold,2,No,1
04000288,68,49,44,3,75,2,51,7,168,Yes,No,Salary,3,Urban,Phone,Platinum,10,No,1
04000289,26,81,25,6,79,7,23,8,150,Yes,No,Current,5,Urban,Branch,Gold,10,Yes,1
04000290,42,37,62,2,38,7,45,0,14,No,No,Savings,2,Metro,Phone,Platinum,10,Yes,0
04000291,60,31,21,5,41,3,52,5,41,Yes,No,Current,4,Urban,App,Platinum,9,No,0
04000292,29,43,50,3,61,2,20,7,88,No,No,Current,4,Urban,Phone,Platinum,8,No,0
04000293,25,10,28,4,69,5,6,2,35,No,Yes,Savings,5,Metro,Phone,Standard,8,Yes,1
04000294,66,44,68,3,48,5,11,2,105,Yes,No,Savings,3,Metro,Phone,Platinum,5,Yes,0
04000295,33,22,63,3,22,2,53,0,113,Yes,No,Savings,4,Metro,Phone,Gold,9,Yes,1
04000296,39,20,25,1,5,6,25,2,146,No,No,Savings,5,Rural,Branch,Standard,10,Yes,1
04000297,67,54,67,1,57,0,29,9,170,No,No,Current,3,Urban,Phone,Platinum,2,No,1
04000298,35,19,41,5,32,6,52,2,129,No,No,Current,2,Rural,App,Platinum,1,Yes,1
04000299,48,67,39,5,37,5,10,9,175,Yes,Yes,Salary,4,Rural,Branch,Gold,6,Yes,1
04000300,43,80,65,4,16,5,4,9,89,No,No,Savings,3,Urban,Branch,Gold,6,Yes,0
04000301,51,39,46,6,52,4,38,7,6,Yes,No,Salary,2,Metro,Branch,Standard,3,Yes,0
04000302,30,76,45,3,73,3,14,2,133,Yes,Yes,Salary,5,Urban,Phone,Platinum,2,No,1
04000303,52,12,60,1,69,4,8,9,32,No,No,Current,4,Rural,Branch,Platinum,7,Yes,0
04000304,52,74,32,2,3,4,35,5,46,No,Yes,Savings,5,Urban,Branch,Standard,0,Yes,1
04000305,46,78,44,1,59,3,25,4,123,Yes,Yes,Salary,1,Metro,App,Gold,7,No,0
04000306,34,56,58,2,76,6,9,4,164,No,No,Savings,4,Metro,Phone,Gold,3,Yes,1
04000307,35,23,25,2,21,7,18,1,132,Yes,Yes,Current,5,Metro,Phone,Standard,9,Yes,1
04000308,23,34,26,4,22,5,54,2,140,No,Yes,Current,3,Rural,App,Platinum,2,No,1
04000309,43,9,66,5,8,4,21,2,101,No,No,Savings,3,Urban,Branch,Gold,3,Yes,0
04000310,26,50,56,2,45,5,48,6,62,No,Yes,Savings,5,Urban,Phone,Gold,0,Yes,0
04000311,27,2,50,5,5,7,18,8,139,No,No,Salary,2,Rural,App,Platinum,5,No,1
04000312,24,35,49,5,5,2,12,2,158,No,No,Savings,2,Urban,Phone,Gold,1,Yes,1
04000313,42,4,29,2,66,1,49,10,153,No,No,Current,5,Metro,Phone,Platinum,10,Yes,0
04000314,52,10,27,2,17,1,20,0,49,No,Yes,Salary,4,Rural,Branch,Gold,8,Yes,0
04000315,51,56,69,6,39,3,24,7,19,Yes,No,Savings,1,Rural,Branch,Platinum,9,Yes,0
04000316,38,67,22,3,35,8,32,0,62,Yes,No,Current,1,Metro,Phone,Platinum,5,No,0
04000317,68,38,52,1,55,4,33,10,85,No,No,Current,1,Urban,App,Platinum,4,No,0
04000318,62,75,46,1,40,0,53,6,32,No,No,Salary,5,Urban,Phone,Gold,0,Yes,1
04000319,21,39,26,6,73,4,48,1,83,Yes,Yes,Current,1,Urban,App,Platinum,4,Yes,0
04000320,48,37,31,1,65,2,48,9,101,No,Yes,Savings,3,Urban,App,Platinum,6,No,0
04000321,38,84,64,3,40,6,25,9,73,Yes,Yes,Current,2,Metro,Branch,Platinum,1,No,0
04000322,68,1,52,4,36,2,52,10,32,Yes,Yes,Salary,4,Urban,Branch,Gold,5,Yes,0
04000323,38,26,62,3,44,6,51,9,142,No,No,Savings,1,Urban,App,Platinum,1,Yes,1
04000324,54,5,53,1,12,0,43,3,150,No,Yes,Salary,4,Rural,App,Gold,8,No,0
04000325,59,25,57,2,45,5,14,3,68,Yes,No,Savings,2,Metro,Branch,Gold,6,Yes,1
04000326,43,78,50,4,39,7,54,9,139,Yes,Yes,Savings,1,Rural,App,Gold,4,No,1
04000327,64,36,44,6,81,3,2,6,161,No,No,Current,5,Rural,App,Standard,8,No,1
04000328,25,80,25,3,38,5,17,10,122,Yes,Yes,Current,4,Rural,App,Platinum,9,Yes,0
04000329,25,29,63,2,82,8,8,7,173,No,Yes,Current,3,Urban,App,Platinum,0,No,1
04000330,27,8,22,6,19,1,48,5,115,Yes,Yes,Salary,2,Rural,App,Platinum,8,No,1
04000331,38,3,69,5,72,1,6,10,34,Yes,Yes,Salary,4,Urban,Branch,Standard,8,Yes,0
04000332,34,46,32,3,44,3,33,6,0,Yes,Yes,Savings,2,Urban,App,Gold,1,No,0
04000333,54,72,24,2,19,2,5,6,124,Yes,Yes,Savings,4,Metro,Branch,Platinum,6,No,0
04000334,33,29,53,5,69,4,8,10,129,No,No,Salary,2,Metro,App,Platinum,7,No,1
04000335,47,51,47,1,37,3,1,1,77,Yes,Yes,Savings,3,Urban,App,Platinum,10,No,0
04000336,65,54,47,5,27,8,36,7,154,Yes,No,Current,1,Rural,Branch,Platinum,0,Yes,0
04000337,23,39,29,1,21,5,26,6,144,No,Yes,Salary,3,Metro,App,Standard,6,No,1
04000338,50,5,63,3,30,8,4,5,44,No,Yes,Savings,5,Rural,Phone,Platinum,6,No,0
04000339,53,58,54,2,59,5,26,10,113,No,Yes,Salary,2,Metro,Phone,Standard,3,Yes,1
04000340,44,23,65,1,11,7,43,1,37,No,No,Current,4,Urban,App,Standard,0,No,1
04000341,52,32,49,2,64,3,50,5,21,Yes,Yes,Current,5,Urban,App,Standard,7,No,0
04000342,49,0,34,5,16,4,54,9,86,Yes,Yes,Current,1,Metro,Phone,Platinum,8,Yes,0
04000343,34,11,63,5,68,4,19,3,159,Yes,No,Current,2,Urban,App,Platinum,10,No,1
04000344,67,41,23,3,8,5,50,3,102,No,No,Savings,3,Rural,App,Platinum,8,Yes,1
04000345,67,70,44,2,15,2,9,0,125,Yes,Yes,Current,5,Urban,Branch,Gold,2,Yes,0
04000346,59,75,69,2,70,4,3,3,178,Yes,Yes,Salary,3,Urban,App,Platinum,8,No,0
04000347,57,54,49,6,37,0,17,9,161,Yes,Yes,Salary,5,Metro,App,Standard,7,No,0
04000348,53,71,41,2,27,5,31,4,49,Yes,No,Salary,1,Urban,Branch,Standard,8,Yes,1
04000349,51,53,35,2,31,0,49,2,114,Yes,No,Savings,4,Metro,Phone,Platinum,2,Yes,0
04000350,44,34,59,1,18,4,35,5,115,Yes,Yes,Savings,4,Metro,Branch,Platinum,5,Yes,1
04000351,54,66,30,4,1,2,10,4,142,No,Yes,Salary,2,Rural,App,Gold,3,Yes,0
04000352,64,55,28,5,17,3,1,0,154,Yes,No,Salary,1,Rural,Phone,Standard,8,No,1
04000353,38,64,29,4,29,0,24,0,157,No,Yes,Salary,4,Rural,Phone,Gold,0,No,0
04000354,51,55,66,5,32,2,26,0,121,No,No,Salary,1,Urban,Branch,Platinum,3,No,0
04000355,41,12,62,5,20,6,5,7,159,No,Yes,Salary,2,Metro,Phone,Gold,1,No,0
04000356,58,35,36,1,31,1,7,5,167,Yes,Yes,Current,1,Urban,Branch,Standard,6,Yes,0
04000357,66,20,64,2,39,1,32,0,60,Yes,No,Savings,4,Metro,App,Standard,5,Yes,1
04000358,43,29,23,4,5,6,25,0,79,Yes,Yes,Savings,1,Rural,Branch,Standard,6,No,0
04000359,33,60,29,4,12,7,55,0,82,No,No,Savings,3,Urban,App,Gold,5,No,0
04000360,29,61,40,6,4,2,20,1,70,No,Yes,Current,3,Rural,App,Platinum,1,No,1
04000361,54,45,49,4,4,5,23,2,16,Yes,Yes,Salary,4,Urban,Branch,Standard,8,No,0
04000362,39,62,36,6,53,4,47,7,115,No,Yes,Current,4,Rural,Phone,Gold,9,Yes,1
04000363,35,36,45,5,4,3,34,0,174,Yes,No,Savings,4,Rural,Branch,Standard,9,No,1
04000364,69,81,45,2,64,7,39,7,73,Yes,Yes,Savings,5,Rural,Phone,Gold,6,No,0
04000365,55,25,39,4,34,0,54,7,108,Yes,No,Current,5,Rural,App,Standard,2,No,1
04000366,56,7,35,2,15,5,23,10,102,Yes,No,Savings,3,Metro,Branch,Standard,7,No,0
04000367,66,67,53,3,57,4,35,9,123,No,Yes,Savings,4,Metro,Phone,Standard,10,No,1
04000368,39,21,57,6,23,6,39,9,40,Yes,No,Salary,4,Rural,Branch,Standard,0,Yes,1
04000369,68,32,45,4,11,6,44,0,77,Yes,No,Salary,5,Metro,App,Platinum,6,No,1
04000370,41,75,45,2,80,4,18,1,151,No,Yes,Current,2,Metro,Branch,Gold,2,Yes,1
04000371,48,58,30,2,21,8,33,6,144,Yes,Yes,Savings,5,Metro,App,Platinum,9,No,1
04000372,67,12,36,1,1,6,28,2,21,No,No,Salary,2,Metro,Branch,Gold,5,No,0
04000373,57,2,51,1,10,2,4,7,28,Yes,No,Salary,4,Rural,App,Standard,9,No,1
04000374,27,58,38,1,77,2,9,10,162,Yes,Yes,Current,5,Metro,Phone,Platinum,1,Yes,1
04000375,21,11,48,5,24,0,55,6,32,Yes,Yes,Current,1,Metro,App,Platinum,5,No,0
04000376,53,24,65,1,27,0,32,4,13,Yes,No,Current,2,Rural,Phone,Platinum,8,Yes,0
04000377,49,3,43,2,62,0,30,10,3,Yes,No,Savings,2,Metro,App,Platinum,0,Yes,0
04000378,27,5,29,1,9,6,52,2,34,No,Yes,Current,5,Rural,App,Platinum,10,No,1
04000379,51,19,47,5,74,7,47,6,149,Yes,No,Savings,4,Metro,Phone,Platinum,3,Yes,1
04000380,39,78,46,3,35,0,21,4,92,Yes,No,Savings,4,Urban,Phone,Platinum,9,No,1
04000381,52,46,39,3,36,3,36,7,62,No,No,Savings,2,Metro,App,Gold,7,Yes,1
04000382,37,74,35,2,44,6,9,2,138,No,No,Savings,2,Urban,App,Gold,10,Yes,0
04000383,41,6,41,1,19,2,8,7,146,No,Yes,Salary,4,Metro,Phone,Standard,0,No,0
04000384,37,63,44,3,17,5,25,7,48,No,Yes,Current,3,Rural,Branch,Standard,10,No,1
04000385,50,45,41,1,3,7,1,1,79,No,Yes,Current,5,Metro,Branch,Gold,8,Yes,0
04000386,36,18,47,1,52,8,0,3,125,Yes,No,Salary,5,Rural,Phone,Gold,4,Yes,1
04000387,68,52,47,3,70,0,10,7,104,No,No,Salary,5,Rural,Branch,Gold,5,Yes,0
04000388,27,56,42,6,59,1,7,5,44,Yes,No,Current,5,Urban,App,Standard,3,Yes,0
04000389,29,83,39,1,20,8,26,3,50,Yes,Yes,Current,2,Metro,Phone,Standard,2,No,0
04000390,52,62,41,6,32,1,9,10,65,No,Yes,Salary,1,Rural,Branch,Gold,5,Yes,0
04000391,34,15,33,6,65,0,4,10,53,Yes,Yes,Current,5,Rural,Branch,Platinum,1,Yes,1
04000392,55,42,21,5,41,2,28,0,119,Yes,No,Current,5,Metro,Phone,Platinum,2,No,1
04000393,37,78,52,4,44,8,20,9,65,No,No,Salary,3,Urban,Branch,Standard,5,Yes,1
04000394,35,46,22,2,70,5,17,3,170,Yes,No,Savings,2,Urban,Branch,Gold,6,Yes,1
04000395,23,22,64,1,19,8,46,1,90,Yes,No,Salary,2,Rural,App,Gold,0,No,0
04000396,48,42,65,6,36,7,31,10,119,Yes,No,Current,2,Metro,Phone,Standard,3,Yes,1
04000397,23,16,33,5,29,4,18,5,146,Yes,No,Current,4,Metro,Branch,Standard,9,Yes,1
04000398,22,21,65,4,48,8,44,1,177,Yes,Yes,Salary,1,Rural,App,Gold,8,No,0
04000399,28,15,69,3,40,0,47,5,44,No,No,Current,2,Urban,App,Platinum,8,No,0
04000400,42,12,36,3,53,3,0,9,142,No,Yes,Salary,1,Urban,Phone,Standard,4,Yes,1
04000401,50,43,47,4,57,0,45,1,143,Yes,Yes,Savings,1,Urban,Phone,Gold,8,Yes,0
04000402,59,74,62,2,38,4,22,2,27,No,Yes,Current,4,Rural,App,Standard,4,No,0
04000403,36,49,31,5,61,6,42,6,34,Yes,No,Current,2,Rural,App,Standard,5,No,0
04000404,38,15,30,3,65,0,28,1,103,No,No,Current,4,Metro,Phone,Gold,5,Yes,0
04000405,63,29,43,6,77,7,47,8,74,No,No,Savings,3,Rural,Phone,Gold,4,No,0
04000406,29,37,33,2,75,6,2,6,38,No,Yes,Savings,2,Rural,App,Gold,2,Yes,0
04000407,33,43,58,2,74,0,7,10,126,Yes,Yes,Savings,2,Urban,Phone,Platinum,8,No,0
04000408,51,84,36,2,22,7,2,4,38,No,Yes,Current,5,Rural,App,Standard,5,Yes,0
04000409,32,65,23,2,75,3,47,2,80,Yes,Yes,Current,3,Metro,Branch,Platinum,4,No,0
04000410,51,47,23,5,37,6,29,3,163,No,No,Salary,4,Rural,App,Gold,8,No,1
04000411,42,83,32,6,36,0,26,7,84,Yes,No,Savings,1,Urban,Phone,Standard,6,Yes,0
04000412,45,49,50,1,52,5,1,4,138,Yes,No,Salary,3,Urban,Phone,Standard,7,Yes,0
04000413,53,28,62,6,54,0,0,0,99,No,Yes,Savings,2,Urban,App,Platinum,7,Yes,0
04000414,54,25,32,2,0,1,40,10,45,Yes,Yes,Savings,1,Rural,Branch,Platinum,1,Yes,0
04000415,43,50,52,4,55,8,16,10,100,No,Yes,Savings,4,Rural,App,Platinum,6,Yes,0
04000416,33,6,50,5,68,1,10,8,37,No,No,Salary,4,Urban,Branch,Gold,6,No,0
04000417,45,41,38,1,56,7,31,4,156,Yes,No,Savings,5,Urban,Branch,Platinum,9,Yes,1
04000418,52,33,24,6,29,0,43,4,113,Yes,Yes,Salary,5,Urban,Phone,Gold,4,Yes,1
04000419,33,32,53,2,26,0,52,10,72,No,Yes,Savings,5,Urban,App,Platinum,8,Yes,0
04000420,37,63,47,6,77,6,39,0,84,Yes,No,Savings,2,Urban,Branch,Platinum,2,Yes,0
04000421,41,1,37,3,26,3,28,9,57,Yes,No,Salary,1,Rural,Phone,Standard,7,Yes,0
04000422,59,3,39,2,45,2,25,3,175,Yes,No,Current,4,Urban,Branch,Standard,4,No,0
04000423,61,36,24,4,40,4,48,2,51,Yes,No,Salary,5,Metro,Phone,Standard,6,No,1
04000424,41,72,29,3,27,3,5,10,139,Yes,No,Current,1,Urban,Branch,Standard,5,Yes,1
04000425,62,40,34,4,82,3,29,0,0,Yes,Yes,Salary,2,Rural,Branch,Standard,8,No,0
04000426,52,63,47,3,83,5,21,2,93,No,No,Salary,1,Metro,Branch,Gold,9,No,0
04000427,37,24,22,4,68,3,31,10,4,No,Yes,Salary,2,Metro,Phone,Standard,6,No,0
04000428,52,73,27,4,76,7,36,8,27,Yes,Yes,Savings,4,Rural,Branch,Standard,3,No,1
04000429,35,65,39,4,80,8,2,8,127,Yes,No,Salary,3,Rural,Branch,Gold,1,No,1
04000430,23,18,31,3,25,4,31,7,46,No,No,Savings,5,Rural,App,Gold,8,No,1
04000431,40,43,38,4,9,6,35,2,79,No,Yes,Salary,2,Rural,Phone,Standard,8,Yes,0
04000432,39,28,34,2,55,5,44,8,50,Yes,No,Savings,1,Urban,App,Gold,1,Yes,0
04000433,57,74,27,4,58,6,42,5,123,No,Yes,Salary,4,Metro,Phone,Gold,3,Yes,1
04000434,69,83,36,4,5,1,51,4,156,No,Yes,Savings,1,Rural,App,Gold,4,Yes,1
04000435,43,13,32,3,32,0,37,7,3,Yes,No,Current,1,Urban,Phone,Platinum,6,Yes,1
04000436,60,76,56,6,50,3,18,4,27,No,No,Current,5,Metro,Phone,Gold,0,Yes,0
04000437,51,6,29,1,77,5,18,7,139,No,Yes,Current,3,Urban,Phone,Standard,2,Yes,0
04000438,32,41,42,6,37,1,7,0,53,Yes,Yes,Savings,1,Metro,Branch,Standard,5,No,1
04000439,58,40,34,3,25,6,30,10,127,Yes,Yes,Current,5,Rural,App,Platinum,6,No,0
04000440,25,55,64,3,65,3,10,8,97,Yes,Yes,Salary,5,Metro,App,Standard,2,Yes,0
04000441,42,33,25,6,79,5,38,9,135,Yes,No,Salary,1,Urban,App,Standard,0,Yes,0
04000442,54,74,30,1,30,1,5,0,156,No,Yes,Current,3,Metro,Branch,Standard,1,Yes,1
04000443,23,8,35,6,81,1,15,1,87,Yes,No,Salary,4,Rural,App,Platinum,7,No,0
04000444,48,41,60,5,37,0,51,9,177,Yes,No,Savings,4,Rural,App,Standard,2,No,1
04000445,64,68,27,4,39,4,11,5,180,No,Yes,Current,3,Rural,App,Platinum,4,No,0
04000446,34,18,68,2,43,6,19,3,104,Yes,Yes,Salary,2,Urban,Branch,Platinum,4,Yes,1
04000447,28,8,69,3,77,7,7,10,143,Yes,No,Current,3,Urban,App,Platinum,10,Yes,1
04000448,40,20,51,1,6,5,40,10,22,No,No,Savings,2,Rural,Branch,Gold,4,No,1
04000449,39,16,31,5,27,5,17,5,107,No,Yes,Savings,4,Metro,Phone,Gold,4,Yes,1
04000450,46,83,22,4,65,5,50,4,10,No,No,Current,2,Rural,App,Platinum,2,Yes,1
04000451,65,30,51,3,73,6,43,9,122,No,No,Salary,1,Urban,Phone,Standard,10,Yes,0
04000452,65,0,24,6,51,2,39,2,146,No,Yes,Salary,3,Rural,Phone,Standard,6,Yes,1
04000453,24,78,48,5,38,7,28,9,139,No,Yes,Savings,1,Metro,Phone,Platinum,1,No,1
04000454,51,83,43,2,57,7,6,4,147,No,Yes,Salary,3,Urban,Phone,Platinum,6,Yes,1
04000455,29,76,39,5,61,5,13,9,5,Yes,Yes,Current,5,Urban,App,Platinum,8,No,1
04000456,35,28,23,4,61,7,19,4,15,Yes,Yes,Savings,5,Metro,Phone,Platinum,8,No,1
04000457,26,21,33,6,10,6,44,0,165,Yes,No,Salary,4,Metro,Branch,Standard,5,Yes,1
04000458,33,81,56,2,11,2,5,7,177,No,Yes,Salary,3,Metro,Phone,Gold,8,No,1
04000459,42,71,21,6,32,3,9,9,74,No,Yes,Salary,4,Urban,Branch,Platinum,9,No,1
04000460,24,44,21,6,25,5,16,2,117,Yes,Yes,Current,3,Metro,App,Standard,3,Yes,1
04000461,56,68,28,2,78,7,42,2,132,No,No,Current,5,Urban,Branch,Platinum,4,Yes,1
04000462,34,26,32,5,49,2,47,0,113,No,No,Savings,4,Metro,Branch,Platinum,7,No,1
04000463,64,65,53,6,34,4,30,0,149,Yes,No,Savings,5,Metro,App,Platinum,6,No,1
04000464,68,61,29,1,14,7,29,9,10,Yes,No,Current,1,Urban,Phone,Standard,3,No,0
04000465,45,20,40,2,18,4,53,8,141,Yes,No,Current,3,Rural,Branch,Gold,7,No,1
04000466,29,37,55,6,56,2,36,7,158,Yes,Yes,Current,2,Rural,Phone,Gold,8,Yes,1
04000467,39,0,66,1,64,7,10,5,25,Yes,Yes,Current,5,Urban,Branch,Platinum,0,No,0
04000468,22,64,33,4,47,2,51,2,104,No,No,Salary,4,Urban,Phone,Gold,1,No,1
04000469,65,8,25,2,39,3,5,1,38,Yes,No,Salary,5,Rural,App,Platinum,4,Yes,0
04000470,51,26,67,5,83,4,19,2,17,Yes,Yes,Current,1,Metro,Phone,Platinum,6,No,0
04000471,38,0,35,2,13,2,40,7,20,No,Yes,Savings,1,Metro,App,Platinum,5,Yes,0
04000472,68,60,44,1,46,4,3,5,3,No,Yes,Savings,2,Rural,Branch,Platinum,4,Yes,0
04000473,45,70,35,3,60,5,35,6,26,Yes,Yes,Salary,1,Urban,Phone,Platinum,3,No,0
04000474,59,3,36,2,67,5,12,7,36,No,No,Current,5,Rural,Phone,Gold,6,Yes,0
04000475,26,34,23,2,27,8,10,4,69,Yes,Yes,Savings,5,Metro,Branch,Gold,3,Yes,1
04000476,28,0,24,1,82,1,17,7,100,Yes,Yes,Savings,5,Urban,Branch,Gold,7,Yes,0
04000477,43,69,48,1,28,5,19,5,85,No,Yes,Savings,4,Urban,App,Gold,2,Yes,0
04000478,58,60,60,5,76,6,46,9,32,No,No,Salary,2,Rural,Phone,Standard,4,No,0
04000479,58,37,60,2,25,2,15,3,64,Yes,No,Current,1,Urban,Phone,Platinum,1,No,0
04000480,44,5,44,5,33,1,1,1,36,No,No,Current,4,Urban,App,Standard,5,Yes,0
04000481,64,50,67,4,3,7,41,10,31,Yes,Yes,Current,3,Metro,Phone,Platinum,8,No,1
04000482,39,16,69,2,6,6,38,9,150,No,Yes,Salary,5,Rural,Phone,Gold,5,No,1
04000483,44,13,35,6,23,1,51,2,48,No,No,Savings,1,Urban,App,Gold,7,No,1
04000484,33,13,41,3,33,0,6,5,57,No,No,Salary,2,Urban,App,Platinum,8,Yes,0
04000485,34,31,28,3,59,3,10,8,42,Yes,No,Salary,5,Metro,Phone,Standard,2,Yes,1
04000486,63,71,62,5,49,1,23,8,129,Yes,No,Savings,2,Urban,Branch,Gold,9,Yes,0
04000487,64,26,63,2,0,6,37,5,17,Yes,No,Salary,5,Urban,Branch,Platinum,5,No,1
04000488,30,40,25,2,36,7,46,3,177,No,No,Savings,1,Metro,Branch,Gold,5,Yes,1
04000489,54,68,29,1,38,1,4,8,59,Yes,No,Current,4,Metro,Phone,Platinum,6,No,0
04000490,60,50,24,2,23,5,5,1,158,No,Yes,Salary,1,Rural,Phone,Standard,3,No,0
04000491,64,54,69,2,59,4,47,10,89,Yes,No,Current,4,Rural,Branch,Platinum,9,Yes,0
04000492,60,5,65,1,71,0,6,2,31,No,No,Savings,3,Metro,Branch,Gold,4,Yes,0
04000493,28,35,37,5,42,0,20,1,176,Yes,No,Current,3,Rural,App,Platinum,0,No,1
04000494,51,41,43,2,68,8,31,2,39,No,Yes,Salary,4,Rural,Phone,Platinum,10,Yes,0
04000495,43,2,43,2,44,3,12,4,5,Yes,Yes,Current,3,Urban,App,Standard,6,Yes,0
04000496,31,17,23,2,12,7,20,8,7,Yes,Yes,Current,5,Metro,Branch,Platinum,4,Yes,1
04000497,33,8,47,3,0,7,50,6,142,No,No,Salary,4,Metro,Branch,Standard,10,No,1
04000498,54,65,23,1,55,4,5,8,60,Yes,Yes,Savings,4,Metro,Branch,Gold,10,Yes,1
04000499,35,11,27,3,50,1,12,7,69,Yes,No,Current,4,Rural,Phone,Standard,6,No,0
04000500,28,13,49,3,63,4,32,3,153,No,No,Savings,5,Urban,Phone,Standard,4,Yes,0
04000501,42,66,57,4,17,1,1,6,124,Yes,Yes,Savings,5,Metro,Phone,Platinum,0,Yes,0
04000502,22,23,51,3,76,2,39,7,105,Yes,No,Current,3,Rural,Phone,Gold,7,Yes,0
04000503,26,81,44,5,39,2,34,6,119,Yes,No,Salary,5,Metro,Branch,Standard,6,No,1
04000504,64,4,68,2,82,7,7,0,88,No,No,Salary,5,Rural,Phone,Standard,8,No,1
04000505,42,37,37,5,74,7,24,3,106,Yes,No,Salary,5,Rural,App,Standard,7,Yes,1
04000506,32,56,65,4,20,4,54,0,146,No,Yes,Salary,4,Urban,App,Platinum,3,Yes,1
04000507,29,51,29,2,71,8,54,4,97,Yes,Yes,Savings,1,Urban,Phone,Platinum,6,Yes,0
04000508,49,45,50,5,73,2,52,1,35,Yes,No,Salary,3,Rural,Branch,Platinum,2,Yes,0
04000509,37,38,53,3,50,1,23,9,168,Yes,No,Savings,2,Metro,Branch,Standard,9,Yes,0
04000510,62,32,64,1,82,3,43,0,122,No,Yes,Salary,4,Rural,Branch,Platinum,0,No,0
04000511,61,12,40,5,78,3,7,6,97,Yes,Yes,Savings,4,Rural,Phone,Platinum,8,No,0
04000512,48,75,48,1,65,7,11,9,52,Yes,Yes,Current,5,Metro,App,Standard,6,No,0
04000513,45,53,28,1,54,2,41,6,144,No,Yes,Savings,4,Rural,Branch,Standard,4,No,1
04000514,43,7,45,6,65,7,24,6,122,Yes,No,Current,5,Urban,App,Standard,8,Yes,1
04000515,34,17,51,6,83,4,38,1,105,Yes,No,Savings,1,Urban,Phone,Standard,5,No,1
04000516,24,11,39,4,28,0,10,0,180,Yes,Yes,Salary,2,Rural,Branch,Standard,2,No,0
04000517,42,2,58,1,78,8,15,6,22,Yes,Yes,Salary,2,Urban,App,Gold,1,No,0
04000518,36,4,32,2,21,7,7,10,45,Yes,No,Savings,5,Metro,Phone,Standard,6,No,1
04000519,33,34,60,3,25,5,52,5,62,Yes,Yes,Salary,3,Rural,Phone,Platinum,4,No,1
04000520,27,26,29,6,69,2,9,5,160,No,No,Salary,5,Metro,App,Gold,9,Yes,1
04000521,66,75,68,1,73,7,18,6,50,No,No,Current,1,Urban,Phone,Platinum,6,Yes,0
04000522,54,75,46,2,5,0,43,10,7,No,No,Savings,5,Metro,App,Gold,3,No,0
04000523,61,43,47,6,59,2,35,8,4,Yes,No,Current,2,Urban,Phone,Standard,7,No,0
04000524,69,62,27,6,47,1,14,9,116,No,Yes,Salary,2,Metro,Branch,Standard,3,No,0
