age,monthly_income_inr,employment_type,years_employed,education_level,marital_status,dependents,residence_type,years_at_address,loan_amount_inr,loan_term_months,loan_purpose,existing_loans,monthly_debt_payments_inr,credit_score,late_payments_last_12m,savings_balance_inr,account_tenure_years,has_guarantor,loan_default
45,32000,Contract,14,Postgraduate,Single,1,Owned,17,350000,24,Vehicle,0,6000,790,0,165000,16,Yes,0
44,90000,Salaried,9,Postgraduate,Single,0,Rented,17,190000,48,Business,0,17000,840,0,310000,10,No,0
46,80000,Salaried,8,Graduate,Single,2,Owned,23,1460000,60,Personal,1,30000,660,3,330000,19,No,1
42,59000,Contract,6,Graduate,Single,2,Owned,18,500000,12,Home improvement,3,35000,639,2,305000,8,No,1
28,33000,Salaried,0,Postgraduate,Single,2,Rented,2,1930000,60,Home improvement,1,9000,711,0,50000,8,No,0
33,98000,Salaried,3,Postgraduate,Single,3,Owned,15,1270000,48,Vehicle,1,39000,745,1,385000,13,No,0
25,44000,Contract,1,Postgraduate,Single,3,Rented,7,1480000,24,Medical,0,9000,614,2,105000,6,Yes,1
50,87000,Salaried,13,Graduate,Single,4,Rented,11,1940000,48,Medical,0,24000,534,3,400000,12,Yes,1
36,154000,Contract,8,Postgraduate,Married,1,Owned,9,780000,24,Medical,0,48000,750,0,395000,15,No,0
53,82000,Salaried,23,High school,Married,3,Owned,7,270000,36,Education,1,32000,591,3,60000,7,Yes,1
22,113000,Contract,0,High school,Single,3,Rented,2,1530000,24,Personal,0,29000,700,0,430000,4,No,0
44,34000,Salaried,14,Postgraduate,Married,2,Rented,18,810000,48,Medical,3,21000,626,0,25000,11,Yes,1
55,108000,Salaried,4,High school,Single,2,Rented,2,1610000,36,Education,3,56000,508,1,315000,11,Yes,1
48,73000,Salaried,14,Postgraduate,Single,1,Owned,6,1010000,12,Home improvement,1,27000,626,2,175000,13,No,0
28,77000,Salaried,9,Graduate,Single,2,Rented,10,820000,48,Home improvement,0,7000,664,0,65000,10,No,0
39,88000,Salaried,9,High school,Single,1,Family,6,1130000,60,Medical,0,24000,663,1,305000,16,No,0
45,40000,Salaried,3,Graduate,Married,4,Family,4,160000,60,Medical,1,15000,640,3,145000,8,Yes,0
49,60000,Self-employed,15,High school,Single,3,Rented,24,780000,60,Business,2,22000,642,2,265000,9,Yes,0
24,109000,Contract,2,Postgraduate,Single,1,Rented,4,1050000,24,Home improvement,2,56000,595,3,425000,6,Yes,1
58,44000,Contract,11,High school,Single,0,Owned,1,1440000,48,Business,0,12000,633,1,240000,11,Yes,0
58,54000,Salaried,19,Graduate,Single,2,Owned,17,410000,48,Personal,0,10000,586,3,55000,3,No,1
28,54000,Contract,1,Postgraduate,Single,1,Family,1,1900000,48,Home improvement,2,30000,725,0,195000,2,No,1
51,59000,Salaried,16,Postgraduate,Married,2,Family,18,840000,36,Medical,1,14000,751,1,210000,10,No,0
23,46000,Salaried,0,High school,Single,1,Family,5,1150000,36,Personal,2,20000,678,1,200000,5,No,0
29,29000,Salaried,3,Graduate,Married,1,Rented,6,120000,60,Medical,0,5000,648,2,0,11,No,0
28,154000,Self-employed,3,Graduate,Married,1,Family,10,760000,24,Home improvement,0,44000,703,0,495000,10,No,0
42,124000,Salaried,15,Graduate,Married,0,Owned,12,1280000,60,Education,0,20000,637,2,615000,2,No,1
37,61000,Contract,6,Postgraduate,Married,0,Family,2,1930000,12,Medical,0,10000,663,3,270000,0,Yes,1
60,32000,Salaried,6,Postgraduate,Single,3,Rented,23,990000,48,Home improvement,0,3000,483,0,75000,15,No,1
26,154000,Contract,6,Graduate,Single,0,Rented,8,1110000,12,Home improvement,2,69000,766,0,535000,3,Yes,0
50,56000,Salaried,9,High school,Married,1,Family,0,510000,36,Medical,1,12000,578,4,195000,13,No,1
61,55000,Self-employed,8,Postgraduate,Married,3,Rented,20,270000,48,Education,3,39000,597,3,300000,3,No,1
50,61000,Contract,12,Graduate,Single,0,Owned,3,1150000,24,Medical,0,6000,728,1,100000,6,No,0
42,95000,Salaried,12,Graduate,Married,0,Rented,17,510000,24,Personal,0,14000,819,1,60000,2,Yes,0
32,62000,Salaried,4,High school,Single,1,Rented,4,1840000,12,Medical,2,28000,483,0,215000,12,Yes,1
41,59000,Salaried,13,Graduate,Single,0,Owned,16,1230000,60,Personal,2,35000,483,4,120000,0,Yes,1
37,44000,Salaried,8,Postgraduate,Single,1,Rented,19,1100000,60,Personal,0,7000,509,3,130000,3,No,1
48,94000,Salaried,10,Postgraduate,Single,1,Rented,13,970000,12,Education,2,31000,617,1,340000,1,No,0
61,54000,Salaried,22,Graduate,Married,2,Rented,19,570000,60,Medical,1,16000,645,2,80000,18,Yes,0
40,33000,Self-employed,11,Postgraduate,Single,2,Owned,22,680000,60,Business,1,13000,637,1,80000,7,No,0
34,58000,Salaried,3,Graduate,Married,0,Owned,15,1660000,36,Medical,2,32000,755,0,60000,6,No,1
57,100000,Salaried,25,Postgraduate,Single,0,Family,11,170000,12,Medical,2,42000,526,4,375000,6,No,0
26,101000,Salaried,2,Graduate,Single,0,Owned,2,380000,24,Education,1,47000,736,2,195000,5,No,1
39,43000,Self-employed,14,Graduate,Single,1,Owned,9,170000,60,Personal,0,4000,586,1,45000,12,No,0
50,91000,Salaried,12,Graduate,Married,2,Rented,25,1470000,24,Business,1,40000,808,0,295000,5,No,1
28,49000,Contract,1,Postgraduate,Single,2,Family,10,1400000,24,Personal,0,15000,698,0,65000,10,No,0
50,62000,Contract,10,Postgraduate,Married,1,Owned,25,260000,48,Business,2,31000,607,3,130000,19,Yes,1
59,154000,Salaried,17,Postgraduate,Single,0,Rented,10,1170000,36,Personal,0,48000,737,3,680000,2,No,1
25,46000,Contract,2,Graduate,Single,2,Owned,7,1660000,36,Medical,1,19000,736,0,80000,6,No,0
39,72000,Contract,10,Graduate,Single,2,Rented,21,1850000,36,Home improvement,2,27000,693,2,290000,1,No,1
26,39000,Contract,1,Graduate,Single,1,Owned,8,790000,24,Education,1,8000,680,2,180000,3,No,0
34,75000,Salaried,9,Postgraduate,Married,3,Rented,1,220000,12,Medical,1,28000,595,0,270000,16,No,0
24,39000,Salaried,0,Postgraduate,Married,1,Family,6,1520000,60,Medical,0,4000,741,0,60000,6,Yes,0
46,66000,Salaried,16,Postgraduate,Single,3,Family,6,420000,36,Vehicle,1,23000,591,3,330000,11,No,1
31,70000,Self-employed,10,Postgraduate,Married,3,Family,13,1870000,12,Home improvement,1,15000,615,1,45000,13,No,1
42,72000,Contract,11,High school,Single,0,Family,21,1770000,12,Home improvement,1,28000,624,1,150000,2,No,1
23,45000,Salaried,1,Postgraduate,Single,0,Owned,5,1020000,12,Business,1,16000,735,0,135000,5,No,1
44,40000,Salaried,14,Graduate,Single,4,Rented,14,1170000,60,Personal,2,22000,605,3,10000,4,Yes,1
28,62000,Salaried,2,Graduate,Single,0,Rented,10,1810000,48,Vehicle,2,28000,743,1,185000,10,No,0
61,55000,Salaried,11,Postgraduate,Single,2,Owned,6,610000,60,Home improvement,1,17000,840,2,145000,15,No,0
54,49000,Self-employed,19,Postgraduate,Single,4,Owned,21,180000,12,Medical,2,27000,613,1,0,9,Yes,1
33,21000,Salaried,0,Graduate,Single,3,Family,15,840000,12,Medical,1,9000,748,0,60000,15,No,0
42,89000,Salaried,14,High school,Married,2,Rented,23,1850000,48,Education,2,35000,629,1,20000,14,Yes,0
56,73000,Salaried,3,Graduate,Married,0,Owned,22,1530000,24,Medical,2,28000,719,1,145000,10,No,0
57,95000,Salaried,26,Graduate,Married,1,Family,21,380000,36,Education,2,45000,631,1,35000,18,No,0
22,78000,Contract,2,Postgraduate,Married,1,Owned,4,150000,12,Education,0,16000,660,1,220000,4,No,0
51,70000,Contract,12,High school,Married,1,Owned,17,800000,24,Medical,0,20000,614,1,240000,17,No,0
58,65000,Salaried,5,Postgraduate,Married,1,Owned,22,410000,60,Medical,1,26000,638,2,180000,2,No,0
55,54000,Self-employed,14,High school,Married,1,Rented,10,1800000,12,Home improvement,0,19000,722,1,155000,18,No,0
61,76000,Salaried,15,Graduate,Married,0,Owned,22,1170000,36,Vehicle,0,10000,752,3,315000,2,No,0
27,66000,Self-employed,0,Postgraduate,Single,0,Family,9,1210000,12,Business,1,22000,711,1,315000,9,No,1
22,63000,Salaried,0,Graduate,Single,1,Owned,4,840000,48,Medical,0,16000,554,3,175000,4,Yes,1
46,53000,Contract,3,Graduate,Married,1,Rented,5,940000,24,Business,1,21000,513,2,65000,5,No,1
25,67000,Contract,1,High school,Single,1,Owned,7,610000,36,Vehicle,3,35000,556,3,225000,4,No,1
28,108000,Salaried,7,High school,Single,2,Owned,4,150000,24,Business,2,62000,663,0,455000,1,No,0
56,57000,Contract,7,Postgraduate,Single,0,Rented,3,1920000,24,Education,1,17000,640,1,160000,2,Yes,0
48,45000,Salaried,17,High school,Married,3,Owned,17,1680000,48,Vehicle,1,17000,591,4,165000,10,Yes,1
27,91000,Salaried,6,High school,Single,2,Rented,5,970000,24,Personal,0,24000,590,1,15000,9,No,0
50,51000,Salaried,4,Postgraduate,Single,3,Rented,3,470000,48,Vehicle,0,17000,548,3,150000,6,Yes,0
22,46000,Contract,2,Graduate,Single,2,Rented,4,80000,12,Vehicle,1,14000,674,2,205000,4,No,0
53,63000,Contract,15,Postgraduate,Single,1,Owned,7,290000,48,Vehicle,2,28000,677,2,15000,12,No,0
32,63000,Salaried,1,Graduate,Single,1,Family,14,80000,36,Business,0,12000,523,3,280000,6,No,1
24,154000,Salaried,2,Postgraduate,Single,3,Owned,6,1710000,36,Business,0,20000,553,0,425000,3,No,0
60,47000,Salaried,17,Postgraduate,Married,3,Owned,10,1920000,36,Vehicle,1,22000,640,3,230000,7,No,1
49,63000,Salaried,6,Graduate,Married,0,Owned,1,770000,60,Business,2,37000,684,1,340000,19,No,0
57,66000,Self-employed,16,Postgraduate,Single,2,Rented,3,620000,12,Medical,1,19000,712,2,210000,13,Yes,0
57,77000,Self-employed,14,Graduate,Married,2,Rented,23,810000,24,Home improvement,0,25000,616,3,365000,8,No,1
39,45000,Salaried,10,High school,Single,1,Family,2,1820000,48,Education,0,10000,776,0,50000,19,No,0
53,131000,Salaried,24,Postgraduate,Married,1,Family,19,830000,60,Home improvement,1,29000,613,3,470000,19,No,1
40,35000,Salaried,6,Postgraduate,Single,2,Rented,1,430000,24,Vehicle,1,10000,654,0,180000,13,Yes,0
60,72000,Self-employed,23,High school,Single,3,Rented,19,1090000,24,Vehicle,2,42000,720,0,335000,15,No,1
26,52000,Salaried,5,Postgraduate,Single,1,Family,8,1790000,60,Vehicle,3,36000,584,3,260000,6,Yes,1
58,91000,Salaried,25,Graduate,Married,0,Rented,17,690000,60,Personal,2,38000,644,0,445000,7,Yes,0
30,98000,Salaried,7,High school,Married,0,Rented,7,1440000,60,Home improvement,2,36000,674,1,150000,8,No,0
60,40000,Contract,20,Graduate,Married,0,Rented,24,1200000,12,Business,0,12000,755,1,205000,15,No,0
35,37000,Salaried,4,Graduate,Single,3,Family,17,1860000,48,Vehicle,3,25000,587,3,10000,17,Yes,1
31,84000,Self-employed,4,Postgraduate,Married,3,Owned,13,1870000,12,Home improvement,1,40000,762,0,345000,9,No,1
45,68000,Salaried,9,Graduate,Single,0,Rented,20,680000,24,Vehicle,0,14000,758,0,235000,16,Yes,0
60,74000,Salaried,27,Graduate,Single,2,Rented,7,780000,36,Medical,0,9000,660,4,125000,9,No,0
28,31000,Salaried,2,Graduate,Single,0,Owned,7,1820000,12,Home improvement,1,13000,613,1,130000,10,No,1
60,64000,Self-employed,15,Graduate,Married,2,Owned,17,450000,12,Home improvement,1,23000,518,4,155000,9,No,0
32,39000,Salaried,5,Graduate,Single,1,Owned,9,940000,36,Education,0,12000,678,3,205000,8,Yes,1
32,49000,Self-employed,9,High school,Single,0,Owned,9,1240000,36,Home improvement,0,8000,603,3,240000,3,No,1
26,24000,Salaried,4,Postgraduate,Married,1,Rented,4,190000,36,Business,0,7000,691,0,20000,8,No,0
30,54000,Salaried,7,Graduate,Married,0,Owned,12,440000,48,Vehicle,0,17000,820,0,20000,3,Yes,0
60,63000,Salaried,17,Graduate,Single,2,Rented,14,1870000,60,Business,1,17000,690,1,310000,4,No,0
32,106000,Self-employed,6,Graduate,Single,1,Owned,12,1870000,60,Home improvement,0,27000,646,0,320000,13,No,0
44,64000,Salaried,10,Graduate,Single,1,Rented,13,630000,24,Vehicle,0,11000,660,0,145000,9,Yes,0
41,45000,Self-employed,8,Graduate,Married,3,Rented,13,1010000,12,Education,0,9000,547,2,205000,8,Yes,1
56,80000,Salaried,9,Graduate,Single,1,Rented,25,1580000,36,Home improvement,0,20000,638,3,325000,12,No,1
44,41000,Contract,16,High school,Single,2,Rented,2,1350000,36,Personal,0,6000,809,0,55000,4,No,0
52,65000,Salaried,2,Graduate,Single,3,Owned,10,1180000,60,Medical,1,14000,840,1,90000,15,No,0
36,40000,Salaried,7,High school,Married,3,Rented,11,1510000,48,Medical,1,12000,642,3,175000,5,Yes,1
37,77000,Contract,9,Postgraduate,Married,3,Family,11,1080000,24,Medical,2,45000,735,0,90000,16,No,0
32,55000,Self-employed,2,High school,Single,2,Family,14,1950000,12,Education,0,18000,648,2,140000,12,Yes,1
28,154000,Salaried,3,Graduate,Single,3,Owned,2,1200000,36,Medical,0,41000,658,3,535000,10,Yes,0
34,154000,Salaried,4,Graduate,Single,0,Owned,16,960000,48,Education,1,36000,487,4,775000,9,No,1
32,95000,Salaried,8,High school,Single,1,Owned,8,760000,12,Vehicle,3,54000,744,0,275000,2,No,0
23,140000,Salaried,0,Graduate,Single,0,Owned,5,120000,24,Vehicle,1,53000,652,0,480000,5,No,0
36,57000,Salaried,3,Graduate,Single,2,Owned,3,460000,24,Personal,0,13000,554,1,265000,10,No,0
33,95000,Salaried,2,Graduate,Single,3,Family,9,830000,48,Home improvement,0,25000,803,0,85000,11,No,1
28,40000,Contract,2,Postgraduate,Single,0,Owned,3,1080000,12,Personal,2,16000,754,0,210000,4,No,0
53,62000,Salaried,6,Postgraduate,Married,3,Rented,13,1640000,24,Education,0,19000,678,0,35000,5,No,0
35,51000,Self-employed,0,High school,Single,1,Owned,17,340000,12,Home improvement,1,20000,550,3,215000,6,No,1
43,39000,Contract,9,Postgraduate,Single,2,Owned,19,1810000,24,Vehicle,3,20000,591,3,195000,17,Yes,1
23,59000,Salaried,0,High school,Single,0,Family,5,300000,60,Personal,2,30000,725,0,115000,5,Yes,0
59,41000,Salaried,24,Graduate,Single,2,Rented,4,1320000,12,Education,2,23000,668,0,190000,7,No,1
54,54000,Salaried,16,Graduate,Single,3,Rented,1,1430000,60,Personal,1,14000,548,4,180000,7,No,1
42,74000,Salaried,6,Postgraduate,Single,1,Rented,17,1520000,48,Home improvement,3,49000,581,2,50000,16,No,0
60,41000,Self-employed,27,High school,Married,2,Owned,14,740000,12,Home improvement,1,12000,483,2,55000,11,No,1
31,44000,Contract,4,Postgraduate,Single,3,Family,6,400000,12,Home improvement,0,13000,532,1,200000,2,No,0
22,33000,Salaried,3,High school,Single,3,Rented,1,1640000,36,Education,0,8000,651,4,135000,4,No,1
51,67000,Self-employed,12,Graduate,Single,1,Rented,6,230000,60,Personal,0,20000,696,1,105000,3,Yes,0
30,129000,Salaried,2,Postgraduate,Single,3,Owned,12,710000,48,Vehicle,0,28000,596,3,550000,12,Yes,1
31,74000,Salaried,3,Graduate,Single,3,Rented,10,510000,12,Business,1,24000,808,0,290000,13,Yes,0
24,75000,Self-employed,1,Graduate,Single,0,Family,6,1320000,48,Personal,0,20000,688,0,65000,6,No,0
26,56000,Self-employed,0,Graduate,Single,1,Owned,8,1340000,36,Personal,2,24000,777,1,35000,8,Yes,0
55,123000,Contract,28,Graduate,Married,0,Owned,7,710000,12,Education,0,20000,620,0,610000,1,No,0
58,82000,Salaried,7,Postgraduate,Married,1,Rented,21,1330000,48,Vehicle,1,38000,554,1,80000,16,Yes,1
34,53000,Salaried,3,Postgraduate,Single,1,Rented,16,1110000,60,Education,0,8000,516,3,245000,7,Yes,1
47,62000,Self-employed,16,Postgraduate,Single,0,Rented,7,850000,24,Personal,0,10000,615,1,255000,15,No,0
28,48000,Salaried,4,Postgraduate,Single,3,Family,10,950000,60,Home improvement,0,6000,611,0,150000,10,No,1
49,82000,Self-employed,9,Graduate,Single,0,Owned,3,1520000,60,Personal,1,27000,483,4,50000,8,Yes,1
41,83000,Salaried,12,High school,Single,1,Family,9,640000,36,Vehicle,1,23000,702,0,275000,5,No,0
51,91000,Contract,27,Graduate,Single,2,Owned,13,1960000,48,Education,2,41000,483,4,300000,4,Yes,1
33,72000,Contract,7,Graduate,Single,1,Rented,15,1610000,24,Medical,2,30000,609,1,255000,2,No,1
52,33000,Salaried,18,High school,Married,0,Rented,24,190000,12,Business,1,12000,687,2,15000,10,No,0
31,41000,Salaried,1,Graduate,Married,1,Family,1,70000,48,Medical,0,4000,632,0,20000,0,No,0
41,68000,Contract,10,High school,Married,1,Rented,23,920000,36,Medical,0,23000,840,1,270000,13,No,0
59,43000,Salaried,6,High school,Single,1,Owned,18,810000,36,Business,1,15000,708,2,90000,5,No,1
50,53000,Contract,13,High school,Single,0,Owned,10,440000,24,Vehicle,0,18000,552,0,70000,9,No,0
25,49000,Salaried,0,Graduate,Single,0,Rented,1,1280000,24,Vehicle,1,21000,670,2,0,7,No,1
58,60000,Salaried,17,Postgraduate,Single,1,Rented,23,1060000,48,Personal,2,31000,723,0,245000,8,No,0
23,45000,Self-employed,1,Graduate,Married,2,Rented,0,1470000,12,Medical,0,4000,567,2,205000,5,No,1
45,46000,Self-employed,18,Postgraduate,Single,3,Rented,12,1490000,48,Medical,0,5000,840,0,195000,11,Yes,0
54,70000,Salaried,22,High school,Married,2,Owned,20,1890000,48,Vehicle,2,23000,641,2,160000,15,No,1
28,34000,Self-employed,3,Postgraduate,Single,3,Family,9,1470000,24,Education,0,11000,714,0,10000,10,No,0
25,43000,Self-employed,2,High school,Single,1,Rented,7,600000,36,Business,1,10000,572,0,60000,7,No,1
29,100000,Salaried,5,Postgraduate,Married,0,Family,4,1050000,12,Business,0,17000,696,0,325000,7,No,0
23,51000,Contract,0,Graduate,Single,0,Family,5,280000,36,Medical,0,8000,590,3,245000,5,No,1
26,133000,Contract,0,Graduate,Single,1,Owned,8,1400000,12,Personal,2,69000,574,0,65000,8,Yes,1
31,37000,Salaried,8,Graduate,Single,2,Owned,4,1010000,48,Business,0,7000,840,0,185000,1,Yes,0
41,104000,Salaried,11,Graduate,Single,0,Owned,5,330000,48,Education,0,28000,670,3,5000,7,No,0
44,111000,Salaried,12,Graduate,Single,2,Owned,6,1060000,60,Education,2,66000,731,0,490000,8,No,0
24,54000,Salaried,1,Graduate,Single,0,Owned,6,800000,48,Business,2,25000,779,0,30000,6,Yes,0
24,25000,Salaried,4,Graduate,Single,1,Owned,4,190000,48,Personal,0,3000,573,1,110000,6,Yes,1
29,32000,Self-employed,4,Graduate,Single,0,Rented,11,970000,24,Vehicle,2,14000,483,2,175000,11,Yes,1
56,75000,Contract,10,Graduate,Single,2,Rented,25,1830000,60,Vehicle,0,9000,641,3,160000,6,No,1
25,91000,Salaried,4,Graduate,Single,2,Rented,7,1030000,24,Education,0,9000,693,0,135000,7,Yes,1
22,53000,Salaried,2,Graduate,Single,3,Rented,4,1280000,60,Medical,1,22000,762,0,30000,4,Yes,0
50,67000,Contract,13,Graduate,Married,2,Rented,4,1640000,36,Education,0,10000,679,2,80000,16,Yes,1
27,54000,Contract,7,Graduate,Married,2,Owned,7,1710000,48,Personal,0,11000,601,1,145000,9,Yes,1
29,45000,Contract,5,Graduate,Single,2,Owned,11,1270000,12,Medical,2,19000,801,0,225000,6,No,0
33,37000,Salaried,3,Graduate,Married,2,Rented,6,780000,24,Vehicle,1,12000,665,1,195000,9,Yes,0
53,50000,Salaried,13,Postgraduate,Single,1,Owned,9,330000,60,Home improvement,1,14000,683,2,125000,4,No,0
54,48000,Salaried,12,Graduate,Married,1,Rented,6,990000,60,Medical,0,6000,577,2,5000,12,No,1
60,63000,Self-employed,11,Postgraduate,Single,0,Owned,20,1850000,12,Medical,1,21000,731,0,110000,18,No,0
46,84000,Salaried,9,High school,Married,3,Rented,7,110000,48,Education,1,38000,840,0,235000,5,Yes,0
31,89000,Self-employed,2,Graduate,Single,1,Owned,13,1280000,60,Medical,0,19000,621,0,270000,1,No,0
47,85000,Salaried,16,Graduate,Married,2,Owned,9,1180000,48,Medical,1,40000,749,0,240000,0,No,0
57,52000,Salaried,13,High school,Single,2,Owned,5,90000,60,Personal,1,13000,704,0,25000,9,No,0
28,65000,Salaried,2,High school,Single,0,Rented,10,1650000,12,Personal,0,17000,840,1,320000,10,No,0
39,49000,Salaried,6,Graduate,Married,1,Rented,10,1570000,12,Business,0,10000,629,3,110000,10,No,1
34,53000,Contract,9,High school,Married,0,Owned,5,1320000,12,Medical,2,26000,650,0,110000,1,Yes,1
53,40000,Contract,6,Graduate,Married,1,Rented,13,890000,36,Personal,2,18000,752,0,160000,18,No,0
28,93000,Contract,4,Postgraduate,Single,2,Owned,10,840000,12,Personal,2,34000,689,2,215000,3,No,0
57,66000,Salaried,16,High school,Married,0,Owned,12,1680000,24,Home improvement,0,10000,594,1,105000,19,No,1
59,42000,Contract,16,Graduate,Married,2,Rented,14,1700000,24,Business,0,12000,674,0,10000,14,No,0
24,40000,Salaried,1,Graduate,Single,1,Rented,6,930000,12,Personal,2,15000,558,3,120000,6,No,0
44,34000,Salaried,4,Graduate,Single,1,Owned,2,1110000,60,Vehicle,0,10000,688,3,125000,8,Yes,1
35,85000,Self-employed,2,Graduate,Married,0,Rented,17,1570000,36,Business,0,24000,763,0,80000,2,No,0
45,28000,Salaried,17,High school,Single,3,Owned,19,1100000,48,Home improvement,2,16000,570,2,30000,8,No,1
41,77000,Contract,8,Postgraduate,Single,3,Family,5,400000,12,Vehicle,0,23000,685,0,335000,9,No,0
36,77000,Salaried,13,Graduate,Married,0,Owned,17,1620000,48,Home improvement,1,23000,745,1,255000,18,Yes,0
43,59000,Self-employed,11,High school,Married,2,Rented,10,70000,12,Vehicle,1,26000,578,1,0,19,No,0
48,53000,Contract,7,Graduate,Married,3,Owned,21,1130000,24,Education,0,8000,551,3,125000,2,No,1
46,104000,Salaried,13,High school,Married,1,Owned,25,1950000,48,Home improvement,3,69000,663,2,155000,14,No,1
36,72000,Salaried,10,Postgraduate,Single,2,Owned,0,1070000,60,Personal,0,18000,606,2,40000,5,No,1
51,28000,Contract,15,Graduate,Single,2,Family,24,1950000,36,Business,0,9000,713,2,25000,1,Yes,1
56,73000,Contract,17,Graduate,Single,1,Owned,16,900000,36,Education,0,18000,776,0,170000,0,No,0
56,75000,Contract,6,Graduate,Single,1,Rented,2,1360000,36,Business,0,26000,757,0,225000,2,Yes,0
45,105000,Salaried,6,High school,Single,1,Owned,25,1930000,60,Home improvement,1,47000,495,3,385000,3,No,1
38,43000,Salaried,8,High school,Single,0,Owned,13,1890000,48,Vehicle,2,15000,736,2,200000,5,No,1
43,49000,Salaried,2,High school,Single,3,Rented,6,370000,48,Business,0,14000,508,1,230000,8,Yes,0
52,42000,Self-employed,11,Graduate,Single,1,Rented,20,1150000,24,Personal,0,6000,613,1,160000,13,No,1
24,57000,Self-employed,5,Postgraduate,Single,1,Rented,3,400000,12,Home improvement,0,19000,622,3,240000,6,No,1
25,55000,Salaried,0,Postgraduate,Single,0,Owned,7,1480000,60,Vehicle,1,18000,818,1,290000,2,No,0
24,56000,Salaried,0,Graduate,Single,1,Rented,6,220000,36,Vehicle,0,18000,626,2,215000,6,No,0
25,60000,Contract,4,High school,Single,1,Owned,5,930000,48,Personal,0,13000,677,1,320000,5,No,0
26,38000,Contract,1,Postgraduate,Single,1,Rented,1,430000,36,Home improvement,3,19000,689,3,5000,6,No,1
60,68000,Self-employed,8,Graduate,Married,3,Family,17,380000,12,Vehicle,2,25000,617,2,225000,3,No,1
56,52000,Salaried,10,High school,Single,0,Rented,1,560000,60,Personal,2,29000,760,0,280000,18,No,0
22,143000,Contract,2,High school,Single,3,Rented,4,280000,60,Education,2,69000,591,3,580000,4,No,1
53,82000,Salaried,20,High school,Married,2,Family,6,1280000,24,Medical,1,37000,601,2,380000,12,No,1
44,92000,Contract,9,Graduate,Single,3,Family,5,600000,36,Education,3,63000,683,1,65000,12,No,0
49,88000,Contract,11,Graduate,Married,0,Rented,21,660000,12,Vehicle,0,31000,591,2,205000,8,No,1
54,98000,Salaried,20,Graduate,Single,1,Owned,17,1810000,36,Vehicle,2,44000,684,1,310000,13,No,0
36,57000,Salaried,5,Postgraduate,Single,0,Owned,6,1630000,48,Personal,1,16000,608,0,115000,6,Yes,1
54,41000,Self-employed,18,Graduate,Married,3,Owned,13,190000,24,Vehicle,0,5000,694,0,65000,11,No,0
51,23000,Contract,21,Postgraduate,Single,2,Rented,22,830000,60,Education,0,8000,780,1,100000,7,No,0
40,37000,Salaried,10,Postgraduate,Single,2,Owned,11,220000,60,Medical,1,9000,618,0,190000,13,No,0
25,67000,Salaried,0,High school,Single,0,Rented,7,1350000,48,Education,2,29000,724,0,195000,4,Yes,0
58,26000,Contract,9,Graduate,Married,4,Owned,25,890000,48,Medical,0,4000,657,0,140000,19,No,0
52,42000,Salaried,14,Graduate,Single,3,Family,3,800000,48,Medical,0,6000,640,2,170000,8,No,1
58,81000,Self-employed,15,High school,Single,0,Rented,6,1590000,24,Business,2,40000,590,4,35000,16,No,1
61,154000,Contract,13,High school,Married,2,Rented,5,300000,36,Vehicle,2,69000,607,2,410000,14,No,1
22,86000,Salaried,3,High school,Single,1,Rented,0,1530000,48,Business,1,35000,670,2,115000,4,No,0
41,68000,Contract,8,Postgraduate,Married,2,Owned,14,1930000,36,Home improvement,1,21000,601,3,175000,0,No,0
40,98000,Self-employed,5,Postgraduate,Married,1,Owned,7,680000,12,Vehicle,0,17000,840,0,85000,19,No,0
61,47000,Self-employed,16,High school,Married,1,Family,23,400000,48,Personal,2,22000,671,1,205000,14,No,0
46,34000,Salaried,14,Graduate,Married,0,Rented,3,120000,36,Vehicle,2,18000,514,0,160000,5,No,1
23,59000,Salaried,0,High school,Single,2,Family,5,970000,24,Vehicle,1,22000,630,2,315000,5,No,0
44,38000,Self-employed,13,Graduate,Single,0,Owned,3,1170000,60,Home improvement,1,17000,645,0,95000,17,No,0
35,41000,Self-employed,11,Graduate,Single,2,Rented,3,210000,12,Home improvement,0,14000,664,0,65000,4,No,0
49,49000,Self-employed,3,Graduate,Married,1,Rented,14,710000,60,Medical,1,16000,639,0,60000,7,No,0
37,72000,Self-employed,10,Postgraduate,Single,1,Family,11,410000,36,Vehicle,1,33000,483,2,370000,9,No,1
38,80000,Contract,4,Graduate,Single,2,Family,20,1690000,24,Education,1,20000,645,0,365000,16,No,0
43,60000,Salaried,10,Graduate,Single,0,Rented,0,240000,36,Medical,2,32000,726,0,250000,3,No,1
39,140000,Salaried,7,Graduate,Single,4,Family,3,100000,60,Business,2,69000,576,4,345000,12,Yes,0
52,74000,Salaried,4,Graduate,Married,0,Owned,6,440000,36,Education,0,26000,506,4,5000,9,No,1
53,112000,Salaried,8,Postgraduate,Married,1,Family,14,1900000,36,Business,1,50000,608,3,310000,12,No,1
39,62000,Self-employed,16,High school,Single,2,Family,5,1450000,36,Vehicle,2,26000,626,1,85000,3,No,0
54,46000,Salaried,3,Graduate,Single,1,Owned,18,1260000,60,Vehicle,0,10000,636,2,5000,11,Yes,1
55,41000,Salaried,13,Postgraduate,Married,1,Family,3,1450000,48,Home improvement,2,24000,622,2,20000,14,No,1
50,47000,Self-employed,5,Postgraduate,Married,3,Rented,9,220000,60,Personal,2,16000,644,4,115000,14,No,0
